camNum	frameNum	sysClock	buffer
2	8610	289014	1
0	8668	289033	1
2	8611	289047	1
0	8669	289067	1
2	8612	289079	1
0	8670	289099	1
2	8613	289111	1
0	8671	289132	1
2	8614	289142	1
0	8672	289163	1
2	8615	289173	1
0	8673	289197	1
2	8616	289205	1
0	8674	289230	1
2	8617	289237	1
0	8675	289263	1
2	8618	289269	1
0	8676	289297	1
2	8619	289317	1
0	8677	289330	1
2	8620	289349	1
0	8678	289363	1
2	8621	289381	1
0	8679	289397	1
2	8622	289414	1
0	8680	289431	1
2	8623	289446	1
0	8681	289466	1
2	8624	289479	1
0	8682	289500	1
2	8625	289511	1
0	8683	289534	1
2	8626	289542	1
0	8684	289566	1
2	8627	289574	1
0	8685	289598	1
2	8628	289606	1
0	8686	289630	1
2	8629	289637	1
0	8687	289664	1
2	8630	289686	1
0	8688	289697	1
2	8631	289718	1
0	8689	289732	1
2	8632	289751	1
0	8690	289767	1
2	8633	289783	1
0	8691	289799	1
2	8634	289814	1
0	8692	289832	1
2	8635	289846	1
0	8693	289865	1
2	8636	289877	1
0	8694	289898	1
2	8637	289909	1
0	8695	289931	1
2	8638	289942	1
0	8696	289964	1
2	8639	289973	1
0	8697	289997	1
2	8640	290005	1
0	8698	290031	1
2	8641	290037	1
0	8699	290064	1
2	8642	290086	1
0	8700	290097	1
2	8643	290117	1
0	8701	290131	1
2	8644	290149	1
0	8702	290164	1
2	8645	290181	1
0	8703	290198	1
2	8646	290214	1
0	8704	290231	1
2	8647	290246	1
0	8705	290266	1
2	8648	290278	1
0	8706	290299	1
2	8649	290311	1
0	8707	290334	1
2	8650	290342	1
0	8708	290366	1
2	8651	290374	1
0	8709	290399	1
2	8652	290407	1
0	8710	290432	1
2	8653	290454	1
0	8711	290465	1
2	8654	290486	1
0	8712	290499	1
2	8655	290518	1
0	8713	290532	1
2	8656	290550	1
0	8714	290567	1
2	8657	290582	1
0	8715	290601	1
2	8658	290615	1
0	8716	290634	1
2	8659	290646	1
0	8717	290666	1
2	8660	290678	1
0	8718	290700	1
2	8661	290710	1
0	8719	290733	1
2	8662	290742	1
0	8720	290765	1
2	8663	290773	1
0	8721	290797	1
2	8664	290805	1
0	8722	290831	1
2	8665	290854	1
0	8723	290865	1
2	8666	290885	1
0	8724	290898	1
2	8667	290917	1
0	8725	290931	1
2	8668	290949	1
0	8726	290965	1
2	8669	290982	1
0	8727	290998	1
2	8670	291014	1
0	8728	291033	1
2	8671	291046	1
0	8729	291066	1
2	8672	291077	1
0	8730	291098	1
2	8673	291109	1
0	8731	291131	1
2	8674	291141	1
0	8732	291165	1
2	8675	291173	1
0	8733	291198	1
2	8676	291221	1
0	8734	291231	1
2	8677	291253	1
0	8735	291265	1
2	8678	291286	1
0	8736	291298	1
2	8679	291318	1
0	8737	291332	1
2	8680	291350	1
0	8738	291365	1
2	8681	291382	1
0	8739	291399	1
2	8682	291414	1
0	8740	291432	1
2	8683	291446	1
0	8741	291468	1
2	8684	291479	1
0	8742	291501	1
2	8685	291510	1
0	8743	291532	1
2	8686	291542	1
0	8744	291567	1
2	8687	291574	1
0	8745	291599	1
2	8688	291622	1
0	8746	291633	1
2	8689	291654	1
0	8747	291665	1
2	8690	291685	1
0	8748	291698	1
2	8691	291717	1
0	8749	291731	1
2	8692	291749	1
0	8750	291765	1
2	8693	291781	1
0	8751	291798	1
2	8694	291813	1
0	8752	291832	1
2	8695	291846	1
0	8753	291865	1
2	8696	291877	1
0	8754	291898	1
2	8697	291909	1
0	8755	291931	1
2	8698	291941	1
0	8756	291965	1
2	8699	291989	1
0	8757	291998	1
2	8700	292021	1
0	8758	292035	1
2	8701	292055	1
0	8759	292067	1
2	8702	292086	1
0	8760	292098	1
2	8703	292117	1
0	8761	292131	1
2	8704	292149	1
0	8762	292169	1
2	8705	292183	1
0	8763	292200	1
2	8706	292213	1
0	8764	292232	1
2	8707	292246	1
0	8765	292265	1
2	8708	292278	1
0	8766	292300	1
2	8709	292311	1
0	8767	292335	1
2	8710	292359	1
0	8768	292369	1
2	8711	292390	1
0	8769	292399	1
2	8712	292421	1
0	8770	292432	1
2	8713	292453	1
0	8771	292465	1
2	8714	292486	1
0	8772	292498	1
2	8715	292518	1
0	8773	292535	1
2	8716	292551	1
0	8774	292569	1
2	8717	292583	1
0	8775	292602	1
2	8718	292615	1
0	8776	292636	1
2	8719	292646	1
0	8777	292667	1
2	8720	292678	1
0	8778	292699	1
2	8721	292709	1
0	8779	292732	1
2	8722	292757	1
0	8780	292765	1
2	8723	292789	1
0	8781	292798	1
2	8724	292821	1
0	8782	292832	1
2	8725	292853	1
0	8783	292866	1
2	8726	292886	1
0	8784	292900	1
2	8727	292918	1
0	8785	292933	1
2	8728	292950	1
0	8786	292966	1
2	8729	292981	1
0	8787	293001	1
2	8730	293015	1
0	8788	293035	1
2	8731	293047	1
0	8789	293069	1
2	8732	293078	1
0	8790	293102	1
2	8733	293126	1
0	8791	293134	1
2	8734	293157	1
0	8792	293165	1
2	8735	293189	1
0	8793	293199	1
2	8736	293221	1
0	8794	293233	1
2	8737	293253	1
0	8795	293265	1
2	8738	293285	1
0	8796	293299	1
2	8739	293318	1
0	8797	293333	1
2	8740	293350	1
0	8798	293368	1
2	8741	293382	1
0	8799	293401	1
2	8742	293414	1
0	8800	293434	1
2	8743	293446	1
0	8801	293469	1
2	8744	293479	1
0	8802	293503	1
2	8745	293526	1
0	8803	293533	1
2	8746	293557	1
0	8804	293566	1
2	8747	293589	1
0	8805	293600	1
2	8748	293622	1
0	8806	293633	1
2	8749	293654	1
0	8807	293668	1
2	8750	293686	1
0	8808	293702	1
2	8751	293719	1
0	8809	293736	1
2	8752	293751	1
0	8810	293771	1
2	8753	293783	1
0	8811	293803	1
2	8754	293814	1
0	8812	293837	1
2	8755	293847	1
0	8813	293869	1
2	8756	293894	1
0	8814	293900	1
2	8757	293925	1
0	8815	293935	1
2	8758	293959	1
0	8816	293968	1
2	8759	293991	1
0	8817	294003	1
2	8760	294023	1
0	8818	294036	1
2	8761	294054	1
0	8819	294067	1
2	8762	294085	1
0	8820	294100	1
2	8763	294118	1
0	8821	294133	1
2	8764	294150	1
0	8822	294166	1
2	8765	294181	1
0	8823	294200	1
2	8766	294214	1
0	8824	294233	1
2	8767	294245	1
0	8825	294266	1
2	8768	294294	1
0	8826	294301	1
2	8769	294325	1
0	8827	294336	1
2	8770	294359	1
0	8828	294370	1
2	8771	294391	1
0	8829	294403	1
2	8772	294423	1
0	8830	294437	1
2	8773	294455	1
0	8831	294468	1
2	8774	294486	1
0	8832	294501	1
2	8775	294518	1
0	8833	294535	1
2	8776	294550	1
0	8834	294568	1
2	8777	294581	1
0	8835	294601	1
2	8778	294614	1
0	8836	294634	1
2	8779	294661	1
0	8837	294667	1
2	8780	294693	1
0	8838	294700	1
2	8781	294725	1
0	8839	294733	1
2	8782	294757	1
0	8840	294766	1
2	8783	294789	1
0	8841	294800	1
2	8784	294821	1
0	8842	294834	1
2	8785	294853	1
0	8843	294866	1
2	8786	294885	1
0	8844	294901	1
2	8787	294917	1
0	8845	294934	1
2	8788	294950	1
0	8846	294967	1
2	8789	294981	1
0	8847	295001	1
2	8790	295030	1
0	8848	295035	1
2	8791	295062	1
0	8849	295068	1
2	8792	295093	1
0	8850	295100	1
2	8793	295125	1
0	8851	295133	1
2	8794	295157	1
0	8852	295169	1
2	8795	295191	1
0	8853	295203	1
2	8796	295222	1
0	8854	295234	1
2	8797	295253	1
0	8855	295267	1
2	8798	295285	1
0	8856	295300	1
2	8799	295317	1
0	8857	295334	1
2	8800	295350	1
0	8858	295368	1
2	8801	295382	1
0	8859	295401	1
2	8802	295430	1
0	8860	295434	1
2	8803	295461	1
0	8861	295468	1
2	8804	295494	1
0	8862	295502	1
2	8805	295525	1
0	8863	295534	1
2	8806	295557	1
0	8864	295567	1
2	8807	295589	1
0	8865	295601	1
2	8808	295621	1
0	8866	295634	1
2	8809	295653	1
0	8867	295667	1
2	8810	295685	1
0	8868	295701	1
2	8811	295717	1
0	8869	295734	1
2	8812	295750	1
0	8870	295768	1
2	8813	295798	1
0	8871	295801	1
2	8814	295830	1
0	8872	295835	1
2	8815	295862	1
0	8873	295868	1
2	8816	295893	1
0	8874	295900	1
2	8817	295925	1
0	8875	295934	1
2	8818	295957	1
0	8876	295967	1
2	8819	295989	1
0	8877	296000	1
2	8820	296021	1
0	8878	296035	1
2	8821	296053	1
0	8879	296070	1
2	8822	296087	1
0	8880	296105	1
2	8823	296118	1
0	8881	296135	1
2	8824	296150	1
0	8882	296168	1
2	8825	296197	1
0	8883	296201	1
2	8826	296229	1
0	8884	296234	1
2	8827	296261	1
0	8885	296267	1
2	8828	296293	1
0	8886	296301	1
2	8829	296325	1
0	8887	296334	1
2	8830	296357	1
0	8888	296368	1
2	8831	296389	1
0	8889	296401	1
2	8832	296421	1
0	8890	296434	1
2	8833	296453	1
0	8891	296468	1
2	8834	296485	1
0	8892	296502	1
2	8835	296518	1
0	8893	296535	1
2	8836	296566	1
0	8894	296568	1
2	8837	296597	1
0	8895	296601	1
2	8838	296629	1
0	8896	296634	1
2	8839	296662	1
0	8897	296668	1
2	8840	296693	1
0	8898	296701	1
2	8841	296725	1
0	8899	296734	1
2	8842	296757	1
0	8900	296768	1
2	8843	296790	1
0	8901	296801	1
2	8844	296821	1
0	8902	296834	1
2	8845	296853	1
0	8903	296868	1
2	8846	296885	1
0	8904	296901	1
2	8847	296917	1
0	8905	296935	1
2	8848	296965	1
0	8906	296968	1
2	8849	296998	1
0	8907	297002	1
2	8850	297029	1
0	8908	297035	1
2	8851	297061	1
0	8909	297068	1
2	8852	297093	1
0	8910	297101	1
2	8853	297126	1
0	8911	297135	1
2	8854	297158	1
0	8912	297168	1
2	8855	297189	1
0	8913	297201	1
2	8856	297221	1
0	8914	297234	1
2	8857	297253	1
0	8915	297268	1
2	8858	297285	1
0	8916	297301	1
2	8859	297333	1
0	8917	297335	1
2	8860	297365	1
0	8918	297368	1
2	8861	297397	1
0	8919	297402	1
2	8862	297429	1
0	8920	297435	1
2	8863	297463	1
0	8921	297472	1
2	8864	297495	1
0	8922	297504	1
2	8865	297526	1
0	8923	297536	1
2	8866	297558	1
0	8924	297571	1
2	8867	297591	1
0	8925	297605	1
2	8868	297622	1
0	8926	297635	1
0	8927	297668	1
2	8869	297653	1
2	8870	297702	1
0	8928	297701	1
2	8871	297734	1
0	8929	297735	1
2	8872	297766	1
0	8930	297769	1
2	8873	297798	1
0	8931	297802	1
2	8874	297829	1
0	8932	297835	1
2	8875	297861	1
0	8933	297868	1
2	8876	297893	1
0	8934	297902	1
2	8877	297925	1
0	8935	297935	1
2	8878	297957	1
0	8936	297968	1
2	8879	297989	1
0	8937	298002	1
2	8880	298021	1
0	8938	298035	1
2	8881	298053	1
0	8939	298069	1
2	8882	298101	1
0	8940	298102	1
2	8883	298133	1
0	8941	298135	1
2	8884	298165	1
0	8942	298168	1
2	8885	298197	1
0	8943	298202	1
2	8886	298229	1
0	8944	298235	1
2	8887	298262	1
0	8945	298269	1
2	8888	298293	1
0	8946	298303	1
2	8889	298326	1
0	8947	298337	1
2	8890	298358	1
0	8948	298369	1
2	8891	298389	1
0	8949	298402	1
0	8950	298435	1
2	8892	298421	1
2	8893	298470	1
0	8951	298469	1
2	8894	298501	1
0	8952	298502	1
2	8895	298533	1
0	8953	298535	1
2	8896	298566	1
0	8954	298568	1
2	8897	298597	1
0	8955	298602	1
2	8898	298629	1
0	8956	298635	1
2	8899	298661	1
0	8957	298669	1
2	8900	298693	1
0	8958	298702	1
2	8901	298725	1
0	8959	298735	1
2	8902	298757	1
0	8960	298769	1
2	8903	298789	1
0	8961	298802	1
0	8962	298835	1
2	8904	298821	1
2	8905	298870	1
0	8963	298869	1
2	8906	298901	1
0	8964	298902	1
2	8907	298935	1
0	8965	298939	1
2	8908	298967	1
0	8966	298972	1
2	8909	298998	1
0	8967	299004	1
2	8910	299029	1
0	8968	299036	1
2	8911	299062	1
0	8969	299070	1
2	8912	299094	1
0	8970	299103	1
2	8913	299126	1
0	8971	299136	1
2	8914	299157	1
0	8972	299169	1
0	8973	299202	1
2	8915	299189	1
0	8974	299236	1
2	8916	299237	1
2	8917	299269	1
0	8975	299269	1
2	8918	299301	1
0	8976	299302	1
2	8919	299333	1
0	8977	299336	1
2	8920	299366	1
0	8978	299370	1
2	8921	299398	1
0	8979	299403	1
2	8922	299430	1
0	8980	299437	1
2	8923	299461	1
0	8981	299469	1
2	8924	299494	1
0	8982	299504	1
2	8925	299527	1
0	8983	299539	1
2	8926	299558	1
0	8984	299569	1
0	8985	299602	1
2	8927	299589	1
0	8986	299636	1
2	8928	299637	1
2	8929	299669	1
0	8987	299669	1
2	8930	299701	1
0	8988	299702	1
2	8931	299733	1
0	8989	299736	1
2	8932	299766	1
0	8990	299770	1
2	8933	299797	1
0	8991	299803	1
2	8934	299829	1
0	8992	299836	1
2	8935	299861	1
0	8993	299869	1
2	8936	299893	1
0	8994	299903	1
2	8937	299925	1
0	8995	299936	1
0	8996	299971	1
2	8938	299958	1
0	8997	300004	1
2	8939	300006	1
2	8940	300038	1
0	8998	300037	1
2	8941	300070	1
0	8999	300071	1
2	8942	300102	1
0	9000	300104	1
2	8943	300133	1
0	9001	300136	1
2	8944	300166	1
0	9002	300171	1
2	8945	300199	1
0	9003	300205	1
2	8946	300231	1
0	9004	300239	1
2	8947	300261	1
0	9005	300271	1
2	8948	300294	1
0	9006	300306	1
0	9007	300339	1
2	8949	300327	1
0	9008	300370	1
2	8950	300374	1
0	9009	300405	1
2	8951	300406	1
2	8952	300438	1
0	9010	300438	1
2	8953	300471	1
0	9011	300474	1
2	8954	300502	1
0	9012	300504	1
2	8955	300533	1
0	9013	300536	1
2	8956	300566	1
0	9014	300570	1
2	8957	300597	1
0	9015	300603	1
2	8958	300629	1
0	9016	300636	1
2	8959	300662	1
0	9017	300670	1
2	8960	300693	1
0	9018	300703	1
0	9019	300736	1
2	8961	300725	1
0	9020	300770	1
2	8962	300773	1
0	9021	300804	1
2	8963	300805	1
2	8964	300837	1
0	9022	300837	1
2	8965	300869	1
0	9023	300870	1
2	8966	300901	1
0	9024	300903	1
2	8967	300933	1
0	9025	300937	1
2	8968	300965	1
0	9026	300970	1
2	8969	300997	1
0	9027	301003	1
2	8970	301029	1
0	9028	301037	1
2	8971	301061	1
0	9029	301070	1
0	9030	301103	1
2	8972	301093	1
0	9031	301137	1
2	8973	301141	1
0	9032	301170	1
2	8974	301173	1
0	9033	301203	1
2	8975	301205	1
2	8976	301237	1
0	9034	301237	1
2	8977	301270	1
0	9035	301272	1
2	8978	301302	1
0	9036	301305	1
2	8979	301333	1
0	9037	301337	1
2	8980	301366	1
0	9038	301371	1
2	8981	301397	1
0	9039	301404	1
2	8982	301430	1
0	9040	301437	1
2	8983	301462	1
0	9041	301470	1
0	9042	301503	1
2	8984	301493	1
0	9043	301537	1
2	8985	301541	1
0	9044	301570	1
2	8986	301573	1
2	8987	301605	1
0	9045	301604	1
2	8988	301638	1
0	9046	301638	1
2	8989	301670	1
0	9047	301671	1
2	8990	301701	1
0	9048	301704	1
2	8991	301734	1
0	9049	301738	1
2	8992	301765	1
0	9050	301770	1
2	8993	301798	1
0	9051	301804	1
2	8994	301830	1
0	9052	301837	1
0	9053	301871	1
2	8995	301862	1
0	9054	301904	1
2	8996	301910	1
0	9055	301938	1
2	8997	301942	1
0	9056	301972	1
2	8998	301974	1
2	8999	302005	1
0	9057	302004	1
2	9000	302038	1
0	9058	302038	1
2	9001	302069	1
0	9059	302071	1
2	9002	302101	1
0	9060	302105	1
2	9003	302134	1
0	9061	302138	1
2	9004	302166	1
0	9062	302171	1
2	9005	302198	1
0	9063	302204	1
2	9006	302229	1
0	9064	302237	1
0	9065	302271	1
2	9007	302261	1
0	9066	302305	1
2	9008	302311	1
0	9067	302340	1
2	9009	302342	1
0	9068	302371	1
2	9010	302373	1
2	9011	302405	1
0	9069	302404	1
2	9012	302438	1
0	9070	302438	1
2	9013	302469	1
0	9071	302471	1
2	9014	302502	1
0	9072	302505	1
2	9015	302533	1
0	9073	302538	1
2	9016	302566	1
0	9074	302572	1
2	9017	302598	1
0	9075	302607	1
0	9076	302642	1
2	9018	302631	1
0	9077	302672	1
2	9019	302677	1
0	9078	302704	1
2	9020	302710	1
0	9079	302741	1
2	9021	302743	1
0	9080	302771	1
2	9022	302774	1
2	9023	302805	1
0	9081	302804	1
2	9024	302838	1
0	9082	302838	1
2	9025	302869	1
0	9083	302871	1
2	9026	302901	1
0	9084	302904	1
2	9027	302933	1
0	9085	302938	1
2	9028	302965	1
0	9086	302971	1
0	9087	303007	1
2	9029	302998	1
0	9088	303038	1
2	9030	303045	1
0	9089	303071	1
2	9031	303077	1
0	9090	303104	1
2	9032	303109	1
0	9091	303138	1
2	9033	303142	1
0	9092	303171	1
2	9034	303173	1
2	9035	303205	1
0	9093	303204	1
2	9036	303237	1
0	9094	303238	1
2	9037	303270	1
0	9095	303272	1
2	9038	303301	1
0	9096	303304	1
2	9039	303333	1
0	9097	303338	1
2	9040	303365	1
0	9098	303371	1
0	9099	303405	1
2	9041	303398	1
0	9100	303438	1
2	9042	303445	1
0	9101	303472	1
2	9043	303477	1
0	9102	303505	1
2	9044	303510	1
0	9103	303540	1
2	9045	303542	1
0	9104	303572	1
2	9046	303574	1
2	9047	303606	1
0	9105	303605	1
2	9048	303638	1
0	9106	303639	1
2	9049	303669	1
0	9107	303672	1
2	9050	303702	1
0	9108	303705	1
2	9051	303734	1
0	9109	303739	1
0	9110	303773	1
2	9052	303766	1
0	9111	303805	1
2	9053	303813	1
0	9112	303839	1
2	9054	303845	1
0	9113	303872	1
2	9055	303877	1
0	9114	303906	1
2	9056	303910	1
0	9115	303942	1
2	9057	303943	1
0	9116	303972	1
2	9058	303974	1
2	9059	304005	1
0	9117	304005	1
2	9060	304037	1
0	9118	304039	1
2	9061	304069	1
0	9119	304072	1
2	9062	304101	1
0	9120	304105	1
2	9063	304133	1
0	9121	304139	1
0	9122	304172	1
2	9064	304165	1
0	9123	304205	1
2	9065	304214	1
0	9124	304239	1
2	9066	304245	1
0	9125	304274	1
2	9067	304278	1
0	9126	304307	1
2	9068	304310	1
2	9069	304343	1
0	9127	304342	1
2	9070	304375	1
0	9128	304376	1
2	9071	304407	1
0	9129	304409	1
2	9072	304439	1
0	9130	304441	1
2	9073	304470	1
0	9131	304473	1
2	9074	304501	1
0	9132	304505	1
0	9133	304542	1
2	9075	304535	1
0	9134	304575	1
2	9076	304582	1
0	9135	304606	1
2	9077	304613	1
0	9136	304639	1
2	9078	304645	1
0	9137	304672	1
2	9079	304677	1
0	9138	304706	1
2	9080	304710	1
0	9139	304739	1
2	9081	304741	1
2	9082	304773	1
0	9140	304772	1
2	9083	304805	1
0	9141	304806	1
2	9084	304837	1
0	9142	304839	1
2	9085	304870	1
0	9143	304873	1
2	9086	304901	1
0	9144	304906	1
0	9145	304940	1
2	9087	304933	1
0	9146	304972	1
2	9088	304981	1
0	9147	305006	1
2	9089	305014	1
0	9148	305039	1
2	9090	305045	1
0	9149	305074	1
2	9091	305078	1
0	9150	305107	1
2	9092	305110	1
0	9151	305140	1
2	9093	305142	1
2	9094	305174	1
0	9152	305173	1
2	9095	305206	1
0	9153	305206	1
2	9096	305239	1
0	9154	305243	1
2	9097	305270	1
0	9155	305274	1
0	9156	305307	1
2	9098	305302	1
0	9157	305339	1
2	9099	305349	1
0	9158	305373	1
2	9100	305381	1
0	9159	305406	1
2	9101	305413	1
0	9160	305440	1
2	9102	305446	1
0	9161	305475	1
2	9103	305478	1
0	9162	305508	1
2	9104	305510	1
0	9163	305539	1
2	9105	305541	1
2	9106	305573	1
0	9164	305572	1
2	9107	305605	1
0	9165	305606	1
2	9108	305637	1
0	9166	305639	1
0	9167	305673	1
2	9109	305670	1
0	9168	305707	1
2	9110	305718	1
0	9169	305741	1
2	9111	305750	1
0	9170	305774	1
2	9112	305782	1
0	9171	305806	1
2	9113	305813	1
0	9172	305839	1
2	9114	305845	1
0	9173	305873	1
2	9115	305877	1
0	9174	305906	1
2	9116	305909	1
0	9175	305940	1
2	9117	305942	1
2	9118	305973	1
0	9176	305973	1
2	9119	306005	1
0	9177	306006	1
2	9120	306037	1
0	9178	306040	1
0	9179	306073	1
2	9121	306069	1
0	9180	306106	1
2	9122	306117	1
0	9181	306141	1
2	9123	306150	1
0	9182	306176	1
2	9124	306183	1
0	9183	306210	1
2	9125	306215	1
0	9184	306241	1
2	9126	306246	1
0	9185	306273	1
2	9127	306277	1
0	9186	306306	1
2	9128	306309	1
0	9187	306340	1
2	9129	306341	1
2	9130	306373	1
0	9188	306373	1
2	9131	306406	1
0	9189	306407	1
0	9190	306440	1
2	9132	306437	1
0	9191	306473	1
2	9133	306486	1
0	9192	306507	1
2	9134	306518	1
0	9193	306541	1
2	9135	306550	1
0	9194	306576	1
2	9136	306582	1
0	9195	306609	1
2	9137	306616	1
0	9196	306641	1
2	9138	306646	1
0	9197	306674	1
2	9139	306678	1
0	9198	306706	1
2	9140	306709	1
2	9141	306741	1
0	9199	306740	1
2	9142	306774	1
0	9200	306774	1
2	9143	306806	1
0	9201	306809	1
0	9202	306843	1
2	9144	306839	1
0	9203	306875	1
2	9145	306886	1
0	9204	306908	1
2	9146	306918	1
0	9205	306941	1
2	9147	306950	1
0	9206	306977	1
2	9148	306983	1
0	9207	307010	1
2	9149	307015	1
0	9208	307043	1
2	9150	307047	1
0	9209	307075	1
2	9151	307078	1
0	9210	307107	1
2	9152	307109	1
2	9153	307143	1
0	9211	307142	1
2	9154	307174	1
0	9212	307174	1
0	9213	307207	1
2	9155	307205	1
0	9214	307241	1
2	9156	307254	1
0	9215	307275	1
2	9157	307286	1
0	9216	307308	1
2	9158	307318	1
0	9217	307341	1
2	9159	307349	1
0	9218	307374	1
2	9160	307381	1
0	9219	307408	1
2	9161	307414	1
0	9220	307441	1
2	9162	307446	1
0	9221	307476	1
2	9163	307478	1
0	9222	307510	1
2	9164	307513	1
2	9165	307544	1
0	9223	307544	1
2	9166	307574	1
0	9224	307576	1
0	9225	307611	1
2	9167	307607	1
0	9226	307643	1
2	9168	307655	1
0	9227	307676	1
2	9169	307687	1
0	9228	307710	1
2	9170	307718	1
0	9229	307742	1
2	9171	307750	1
0	9230	307775	1
2	9172	307782	1
0	9231	307809	1
2	9173	307814	1
0	9232	307844	1
2	9174	307847	1
0	9233	307875	1
2	9175	307878	1
0	9234	307908	1
2	9176	307910	1
2	9177	307942	1
0	9235	307941	1
0	9236	307974	1
2	9178	307973	1
0	9237	308008	1
2	9179	308021	1
0	9238	308041	1
2	9180	308053	1
0	9239	308074	1
2	9181	308086	1
0	9240	308107	1
2	9182	308117	1
0	9241	308141	1
2	9183	308149	1
0	9242	308174	1
2	9184	308181	1
0	9243	308207	1
2	9185	308213	1
0	9244	308241	1
2	9186	308245	1
0	9245	308274	1
2	9187	308277	1
0	9246	308307	1
2	9188	308309	1
0	9247	308341	1
2	9189	308342	1
0	9248	308374	1
2	9190	308389	1
0	9249	308408	1
2	9191	308421	1
0	9250	308441	1
2	9192	308453	1
0	9251	308474	1
2	9193	308485	1
0	9252	308508	1
2	9194	308517	1
0	9253	308541	1
2	9195	308549	1
0	9254	308575	1
2	9196	308581	1
0	9255	308608	1
2	9197	308613	1
0	9256	308641	1
2	9198	308645	1
0	9257	308674	1
2	9199	308678	1
0	9258	308708	1
2	9200	308709	1
0	9259	308741	1
2	9201	308742	1
0	9260	308775	1
2	9202	308790	1
0	9261	308809	1
2	9203	308822	1
0	9262	308843	1
2	9204	308854	1
0	9263	308875	1
2	9205	308885	1
0	9264	308909	1
2	9206	308918	1
0	9265	308942	1
2	9207	308949	1
0	9266	308975	1
2	9208	308981	1
0	9267	309008	1
2	9209	309013	1
0	9268	309042	1
2	9210	309046	1
0	9269	309075	1
2	9211	309077	1
0	9270	309108	1
2	9212	309109	1
0	9271	309142	1
2	9213	309158	1
0	9272	309175	1
2	9214	309189	1
0	9273	309208	1
2	9215	309221	1
0	9274	309241	1
2	9216	309253	1
0	9275	309275	1
2	9217	309285	1
0	9276	309309	1
2	9218	309318	1
0	9277	309343	1
2	9219	309350	1
0	9278	309375	1
2	9220	309382	1
0	9279	309408	1
2	9221	309413	1
0	9280	309441	1
2	9222	309445	1
0	9281	309475	1
2	9223	309478	1
0	9282	309509	1
2	9224	309510	1
0	9283	309543	1
2	9225	309558	1
0	9284	309577	1
2	9226	309590	1
0	9285	309608	1
2	9227	309622	1
0	9286	309642	1
2	9228	309654	1
0	9287	309677	1
2	9229	309687	1
0	9288	309712	1
2	9230	309719	1
0	9289	309743	1
2	9231	309750	1
0	9290	309776	1
2	9232	309782	1
0	9291	309810	1
2	9233	309814	1
0	9292	309845	1
2	9234	309847	1
0	9293	309875	1
2	9235	309878	1
0	9294	309908	1
2	9236	309925	1
0	9295	309942	1
2	9237	309958	1
0	9296	309976	1
2	9238	309990	1
0	9297	310012	1
2	9239	310023	1
0	9298	310043	1
2	9240	310054	1
0	9299	310076	1
2	9241	310086	1
0	9300	310109	1
2	9242	310118	1
0	9301	310143	1
2	9243	310149	1
0	9302	310175	1
2	9244	310181	1
0	9303	310209	1
2	9245	310213	1
0	9304	310242	1
2	9246	310245	1
0	9305	310277	1
2	9247	310294	1
0	9306	310311	1
2	9248	310326	1
0	9307	310346	1
2	9249	310359	1
0	9308	310379	1
2	9250	310390	1
0	9309	310410	1
2	9251	310423	1
0	9310	310446	1
2	9252	310455	1
0	9311	310479	1
2	9253	310487	1
0	9312	310512	1
2	9254	310518	1
0	9313	310543	1
2	9255	310549	1
0	9314	310576	1
2	9256	310582	1
0	9315	310609	1
2	9257	310614	1
0	9316	310642	1
2	9258	310645	1
0	9317	310675	1
2	9259	310693	1
0	9318	310709	1
2	9260	310726	1
0	9319	310744	1
2	9261	310758	1
0	9320	310779	1
2	9262	310791	1
0	9321	310813	1
2	9263	310823	1
0	9322	310846	1
2	9264	310855	1
0	9323	310879	1
2	9265	310886	1
0	9324	310910	1
2	9266	310917	1
0	9325	310943	1
2	9267	310949	1
0	9326	310976	1
2	9268	310981	1
0	9327	311009	1
2	9269	311013	1
0	9328	311043	1
2	9270	311062	1
0	9329	311077	1
2	9271	311094	1
0	9330	311112	1
2	9272	311126	1
0	9331	311146	1
2	9273	311159	1
0	9332	311179	1
2	9274	311191	1
0	9333	311212	1
2	9275	311222	1
0	9334	311246	1
2	9276	311255	1
0	9335	311279	1
2	9277	311287	1
0	9336	311313	1
2	9278	311318	1
0	9337	311344	1
2	9279	311350	1
0	9338	311376	1
2	9280	311382	1
0	9339	311411	1
2	9281	311414	1
0	9340	311443	1
2	9282	311462	1
0	9341	311476	1
2	9283	311494	1
0	9342	311511	1
2	9284	311526	1
0	9343	311544	1
2	9285	311559	1
0	9344	311579	1
2	9286	311590	1
0	9345	311611	1
2	9287	311622	1
0	9346	311644	1
2	9288	311654	1
0	9347	311678	1
2	9289	311686	1
0	9348	311710	1
2	9290	311717	1
0	9349	311743	1
2	9291	311749	1
0	9350	311776	1
2	9292	311781	1
0	9351	311809	1
2	9293	311829	1
0	9352	311843	1
2	9294	311862	1
0	9353	311878	1
2	9295	311895	1
0	9354	311914	1
2	9296	311927	1
0	9355	311945	1
2	9297	311958	1
0	9356	311976	1
2	9298	311989	1
0	9357	312010	1
2	9299	312021	1
0	9358	312043	1
2	9300	312053	1
0	9359	312077	1
2	9301	312086	1
0	9360	312110	1
2	9302	312117	1
0	9361	312144	1
2	9303	312150	1
0	9362	312177	1
2	9304	312182	1
0	9363	312210	1
2	9305	312229	1
0	9364	312243	1
2	9306	312262	1
0	9365	312277	1
2	9307	312294	1
0	9366	312311	1
2	9308	312325	1
