framenumber,cam0_frame,cam0_sysclock,cam2_frame,cam2_sysclock
6589,6589.0,219691.0,6589,221143
6590,6590.0,219725.0,6590,221173
6591,6591.0,219757.0,6591,221205
6592,6592.0,219791.0,6592,221237
6593,6593.0,219826.0,6593,221269
6594,6594.0,219858.0,6594,221301
6595,6595.0,219892.0,6595,221333
6596,6596.0,219927.0,6596,221381
6597,6597.0,219960.0,6597,221413
6598,6598.0,219992.0,6598,221445
6599,6599.0,220024.0,6599,221478
6600,6600.0,220057.0,6600,221510
6601,6601.0,220093.0,6601,221543
6602,6602.0,220125.0,6602,221574
6603,6603.0,220158.0,6603,221606
6604,6604.0,220191.0,6604,221637
6605,6605.0,220225.0,6605,221669
6606,6606.0,220258.0,6606,221701
6607,6607.0,220293.0,6607,221733
6608,6608.0,220327.0,6608,221781
6609,6609.0,220361.0,6609,221813
6610,6610.0,220394.0,6610,221845
6611,6611.0,220424.0,6611,221877
6612,6612.0,220458.0,6612,221909
6613,6613.0,220493.0,6613,221942
6614,6614.0,220528.0,6614,221973
6615,6615.0,220561.0,6615,222005
6616,6616.0,220593.0,6616,222037
6617,6617.0,220626.0,6617,222069
6618,6618.0,220659.0,6618,222101
6619,6619.0,220694.0,6619,222149
6620,6620.0,220726.0,6620,222181
6621,6621.0,220760.0,6621,222213
6622,6622.0,220793.0,6622,222245
6623,6623.0,220824.0,6623,222277
6624,6624.0,220858.0,6624,222309
6625,6625.0,220891.0,6625,222342
6626,6626.0,220924.0,6626,222373
6627,6627.0,220959.0,6627,222406
6628,6628.0,220991.0,6628,222437
6629,6629.0,221026.0,6629,222470
6630,6630.0,221060.0,6630,222518
6631,6631.0,221095.0,6631,222550
6632,6632.0,221129.0,6632,222583
6633,6633.0,221159.0,6633,222615
6634,6634.0,221191.0,6634,222647
6635,6635.0,221225.0,6635,222678
6636,6636.0,221258.0,6636,222710
6637,6637.0,221291.0,6637,222742
6638,6638.0,221325.0,6638,222774
6639,6639.0,221358.0,6639,222806
6640,6640.0,221391.0,6640,222837
6641,6641.0,221425.0,6641,222870
6642,6642.0,221459.0,6642,222918
6643,6643.0,221493.0,6643,222950
6644,6644.0,221528.0,6644,222982
6645,6645.0,221561.0,6645,223014
6646,6646.0,221593.0,6646,223046
6647,6647.0,221626.0,6647,223077
6648,6648.0,221659.0,6648,223109
6649,6649.0,221692.0,6649,223141
6650,6650.0,221726.0,6650,223173
6651,6651.0,221759.0,6651,223206
6652,6652.0,221792.0,6652,223238
6653,6653.0,221825.0,6653,223285
6654,6654.0,221859.0,6654,223317
6655,6655.0,221893.0,6655,223350
6656,6656.0,221926.0,6656,223382
6657,6657.0,221959.0,6657,223414
6658,6658.0,221992.0,6658,223446
6659,6659.0,222025.0,6659,223477
6660,6660.0,222059.0,6660,223509
6661,6661.0,222092.0,6661,223542
6662,6662.0,222125.0,6662,223574
6663,6663.0,222159.0,6663,223605
6664,6664.0,222192.0,6664,223637
6665,6665.0,222225.0,6665,223687
6666,6666.0,222258.0,6666,223719
6667,6667.0,222293.0,6667,223750
6668,6668.0,222325.0,6668,223783
6669,6669.0,222359.0,6669,223814
6670,6670.0,222393.0,6670,223846
6671,6671.0,222426.0,6671,223878
6672,6672.0,222459.0,6672,223910
6673,6673.0,222495.0,6673,223942
6674,6674.0,222527.0,6674,223973
6675,6675.0,222562.0,6675,224005
6676,6676.0,222596.0,6676,224053
6677,6677.0,222629.0,6677,224085
6678,6678.0,222662.0,6678,224117
6679,6679.0,222693.0,6679,224151
6680,6680.0,222727.0,6680,224181
6681,6681.0,222761.0,6681,224214
6682,6682.0,222793.0,6682,224246
6683,6683.0,222827.0,6683,224279
6684,6684.0,222860.0,6684,224311
6685,6685.0,222893.0,6685,224342
6686,6686.0,222930.0,6686,224374
6687,6687.0,222961.0,6687,224405
6688,6688.0,222995.0,6688,224454
6689,6689.0,223028.0,6689,224486
6690,6690.0,223059.0,6690,224518
6691,6691.0,223092.0,6691,224550
6692,6692.0,223126.0,6692,224581
6693,6693.0,223159.0,6693,224614
6694,6694.0,223193.0,6694,224646
6695,6695.0,223227.0,6695,224677
6696,6696.0,223261.0,6696,224709
6697,6697.0,223293.0,6697,224742
6698,6698.0,223326.0,6698,224773
6699,6699.0,223360.0,6699,224821
6700,6700.0,223394.0,6700,224855
6701,6701.0,223428.0,6701,224886
6702,6702.0,223460.0,6702,224919
6703,6703.0,223493.0,6703,224950
6704,6704.0,223527.0,6704,224981
6705,6705.0,223560.0,6705,225013
6706,6706.0,223593.0,6706,225045
6707,6707.0,223626.0,6707,225077
6708,6708.0,223661.0,6708,225109
6709,6709.0,223697.0,6709,225142
6710,6710.0,223730.0,6710,225190
6711,6711.0,223762.0,6711,225222
6712,6712.0,223796.0,6712,225254
6713,6713.0,223827.0,6713,225286
6714,6714.0,223863.0,6714,225317
6715,6715.0,223894.0,6715,225349
6716,6716.0,223927.0,6716,225381
6717,6717.0,223960.0,6717,225413
6718,6718.0,223993.0,6718,225445
6719,6719.0,224026.0,6719,225477
6720,6720.0,224060.0,6720,225509
6721,6721.0,224093.0,6721,225541
6722,6722.0,224127.0,6722,225589
6723,6723.0,224163.0,6723,225621
6724,6724.0,224194.0,6724,225653
6725,6725.0,224227.0,6725,225685
6726,6726.0,224262.0,6726,225717
6727,6727.0,224297.0,6727,225749
6728,6728.0,224329.0,6728,225781
6729,6729.0,224360.0,6729,225813
6730,6730.0,224393.0,6730,225845
6731,6731.0,224427.0,6731,225878
6732,6732.0,224462.0,6732,225910
6733,6733.0,224494.0,6733,225958
6734,6734.0,224529.0,6734,225990
6735,6735.0,224561.0,6735,226022
6736,6736.0,224594.0,6736,226053
6737,6737.0,224628.0,6737,226085
6738,6738.0,224662.0,6738,226118
6739,6739.0,224693.0,6739,226149
6740,6740.0,224727.0,6740,226182
6741,6741.0,224760.0,6741,226214
6742,6742.0,224793.0,6742,226247
6743,6743.0,224827.0,6743,226278
6744,6744.0,224864.0,6744,226309
6745,6745.0,224896.0,6745,226357
6746,6746.0,224930.0,6746,226389
6747,6747.0,224962.0,6747,226421
6748,6748.0,224994.0,6748,226454
6749,6749.0,225027.0,6749,226486
6750,6750.0,225060.0,6750,226517
6751,6751.0,225093.0,6751,226549
6752,6752.0,225127.0,6752,226581
6753,6753.0,225162.0,6753,226613
6754,6754.0,225194.0,6754,226646
6755,6755.0,225230.0,6755,226678
6756,6756.0,225261.0,6756,226725
6757,6757.0,225294.0,6757,226758
6758,6758.0,225327.0,6758,226789
6759,6759.0,225360.0,6759,226822
6760,6760.0,225394.0,6760,226853
6761,6761.0,225427.0,6761,226886
6762,6762.0,225460.0,6762,226917
6763,6763.0,225494.0,6763,226949
6764,6764.0,225527.0,6764,226982
6765,6765.0,225560.0,6765,227015
6766,6766.0,225594.0,6766,227047
6767,6767.0,225627.0,6767,227079
6768,6768.0,225660.0,6768,227126
6769,6769.0,225694.0,6769,227157
6770,6770.0,225727.0,6770,227190
6771,6771.0,225760.0,6771,227221
6772,6772.0,225794.0,6772,227253
6773,6773.0,225827.0,6773,227285
6774,6774.0,225861.0,6774,227317
6775,6775.0,225895.0,6775,227349
6776,6776.0,225929.0,6776,227382
6777,6777.0,225961.0,6777,227413
6778,6778.0,225995.0,6778,227445
6779,6779.0,226028.0,6779,227493
6780,6780.0,226061.0,6780,227525
6781,6781.0,226094.0,6781,227557
6782,6782.0,226128.0,6782,227590
6783,6783.0,226162.0,6783,227621
6784,6784.0,226196.0,6784,227653
6785,6785.0,226230.0,6785,227685
6786,6786.0,226264.0,6786,227718
6787,6787.0,226295.0,6787,227750
6788,6788.0,226328.0,6788,227782
6789,6789.0,226361.0,6789,227814
6790,6790.0,226394.0,6790,227862
6791,6791.0,226428.0,6791,227893
6792,6792.0,226462.0,6792,227925
6793,6793.0,226496.0,6793,227957
6794,6794.0,226528.0,6794,227990
6795,6795.0,226562.0,6795,228021
6796,6796.0,226595.0,6796,228053
6797,6797.0,226628.0,6797,228085
6798,6798.0,226662.0,6798,228117
6799,6799.0,226695.0,6799,228149
6800,6800.0,226728.0,6800,228181
6801,6801.0,226761.0,6801,228213
6802,6802.0,226794.0,6802,228262
6803,6803.0,226828.0,6803,228293
6804,6804.0,226862.0,6804,228325
6805,6805.0,226896.0,6805,228357
6806,6806.0,226928.0,6806,228390
6807,6807.0,226962.0,6807,228421
6808,6808.0,226996.0,6808,228453
6809,6809.0,227031.0,6809,228485
6810,6810.0,227065.0,6810,228517
6811,6811.0,227098.0,6811,228550
6812,6812.0,227129.0,6812,228582
6813,6813.0,227162.0,6813,228630
6814,6814.0,227195.0,6814,228662
6815,6815.0,227228.0,6815,228695
6816,6816.0,227261.0,6816,228726
6817,6817.0,227295.0,6817,228759
6818,6818.0,227329.0,6818,228790
6819,6819.0,227362.0,6819,228821
6820,6820.0,227395.0,6820,228853
6821,6821.0,227428.0,6821,228886
6822,6822.0,227462.0,6822,228917
6823,6823.0,227495.0,6823,228950
6824,6824.0,227528.0,6824,228982
6825,6825.0,227564.0,6825,229030
6826,6826.0,227595.0,6826,229061
6827,6827.0,227628.0,6827,229094
6828,6828.0,227661.0,6828,229125
6829,6829.0,227695.0,6829,229157
6830,6830.0,227729.0,6830,229190
6831,6831.0,227763.0,6831,229221
6832,6832.0,227797.0,6832,229253
6833,6833.0,227832.0,6833,229285
6834,6834.0,227863.0,6834,229318
6835,6835.0,227895.0,6835,229350
6836,6836.0,227928.0,6836,229397
6837,6837.0,227962.0,6837,229429
6838,6838.0,227995.0,6838,229462
6839,6839.0,228028.0,6839,229494
6840,6840.0,228062.0,6840,229527
6841,6841.0,228095.0,6841,229557
6842,6842.0,228128.0,6842,229590
6843,6843.0,228162.0,6843,229622
6844,6844.0,228195.0,6844,229654
6845,6845.0,228228.0,6845,229686
6846,6846.0,228263.0,6846,229718
6847,6847.0,228295.0,6847,229749
6848,6848.0,228329.0,6848,229797
6849,6849.0,228362.0,6849,229829
6850,6850.0,228395.0,6850,229861
6851,6851.0,228429.0,6851,229893
6852,6852.0,228462.0,6852,229925
6853,6853.0,228495.0,6853,229958
6854,6854.0,228529.0,6854,229990
6855,6855.0,228563.0,6855,230021
6856,6856.0,228597.0,6856,230053
6857,6857.0,228630.0,6857,230085
6858,6858.0,228664.0,6858,230117
6859,6859.0,228699.0,6859,230166
6860,6860.0,228730.0,6860,230198
6861,6861.0,228764.0,6861,230229
6862,6862.0,228795.0,6862,230261
6863,6863.0,228829.0,6863,230293
6864,6864.0,228862.0,6864,230326
6865,6865.0,228896.0,6865,230357
6866,6866.0,228930.0,6866,230389
6867,6867.0,228964.0,6867,230422
6868,6868.0,228997.0,6868,230453
6869,6869.0,229030.0,6869,230485
6870,6870.0,229063.0,6870,230533
6871,6871.0,229096.0,6871,230566
6872,6872.0,229130.0,6872,230597
6873,6873.0,229163.0,6873,230629
6874,6874.0,229196.0,6874,230661
6875,6875.0,229229.0,6875,230693
6876,6876.0,229262.0,6876,230725
6877,6877.0,229296.0,6877,230757
6878,6878.0,229330.0,6878,230790
6879,6879.0,229363.0,6879,230821
6880,6880.0,229396.0,6880,230853
6881,6881.0,229429.0,6881,230885
6882,6882.0,229464.0,6882,230933
6883,6883.0,229497.0,6883,230965
6884,6884.0,229533.0,6884,230997
6885,6885.0,229563.0,6885,231030
6886,6886.0,229596.0,6886,231061
6887,6887.0,229630.0,6887,231093
6888,6888.0,229665.0,6888,231125
6889,6889.0,229698.0,6889,231157
6890,6890.0,229730.0,6890,231190
6891,6891.0,229764.0,6891,231222
6892,6892.0,229796.0,6892,231254
6893,6893.0,229830.0,6893,231301
6894,6894.0,229863.0,6894,231333
6895,6895.0,229896.0,6895,231365
6896,6896.0,229930.0,6896,231398
6897,6897.0,229963.0,6897,231430
6898,6898.0,229996.0,6898,231461
6899,6899.0,230030.0,6899,231494
6900,6900.0,230063.0,6900,231525
6901,6901.0,230096.0,6901,231557
6902,6902.0,230131.0,6902,231590
6903,6903.0,230165.0,6903,231623
6904,6904.0,230198.0,6904,231654
6905,6905.0,230230.0,6905,231701
6906,6906.0,230263.0,6906,231733
6907,6907.0,230297.0,6907,231765
6908,6908.0,230331.0,6908,231798
6909,6909.0,230364.0,6909,231830
6910,6910.0,230396.0,6910,231862
6911,6911.0,230430.0,6911,231894
6912,6912.0,230463.0,6912,231925
6913,6913.0,230497.0,6913,231957
6914,6914.0,230530.0,6914,231989
6915,6915.0,230563.0,6915,232022
6916,6916.0,230597.0,6916,232069
6917,6917.0,230630.0,6917,232102
6918,6918.0,230663.0,6918,232133
6919,6919.0,230697.0,6919,232165
6920,6920.0,230731.0,6920,232198
6921,6921.0,230763.0,6921,232229
6922,6922.0,230798.0,6922,232261
6923,6923.0,230830.0,6923,232293
6924,6924.0,230863.0,6924,232325
6925,6925.0,230897.0,6925,232358
6926,6926.0,230930.0,6926,232389
6927,6927.0,230963.0,6927,232422
6928,6928.0,230997.0,6928,232469
6929,6929.0,231031.0,6929,232502
6930,6930.0,231064.0,6930,232533
6931,6931.0,231097.0,6931,232566
6932,6932.0,231130.0,6932,232598
6933,6933.0,231165.0,6933,232629
6934,6934.0,231197.0,6934,232661
6935,6935.0,231231.0,6935,232693
6936,6936.0,231264.0,6936,232725
6937,6937.0,231297.0,6937,232757
6938,6938.0,231330.0,6938,232790
6939,6939.0,231364.0,6939,232838
6940,6940.0,231398.0,6940,232869
6941,6941.0,231431.0,6941,232901
6942,6942.0,231464.0,6942,232933
6943,6943.0,231498.0,6943,232965
6944,6944.0,231531.0,6944,232997
6945,6945.0,231564.0,6945,233029
6946,6946.0,231600.0,6946,233061
6947,6947.0,231633.0,6947,233093
6948,6948.0,231666.0,6948,233125
6949,6949.0,231697.0,6949,233157
6950,6950.0,231731.0,6950,233205
6951,6951.0,231764.0,6951,233237
6952,6952.0,231798.0,6952,233270
6953,6953.0,231831.0,6953,233301
6954,6954.0,231866.0,6954,233333
6955,6955.0,231899.0,6955,233366
6956,6956.0,231931.0,6956,233399
6957,6957.0,231965.0,6957,233430
6958,6958.0,231997.0,6958,233463
6959,6959.0,232031.0,6959,233495
6960,6960.0,232064.0,6960,233527
6961,6961.0,232098.0,6961,233559
6962,6962.0,232131.0,6962,233605
6963,6963.0,232164.0,6963,233637
6964,6964.0,232198.0,6964,233670
6965,6965.0,232231.0,6965,233702
6966,6966.0,232264.0,6966,233734
6967,6967.0,232298.0,6967,233765
6968,6968.0,232331.0,6968,233797
6969,6969.0,232365.0,6969,233829
6970,6970.0,232398.0,6970,233861
6971,6971.0,232431.0,6971,233893
6972,6972.0,232464.0,6972,233925
6973,6973.0,232498.0,6973,233973
6974,6974.0,232531.0,6974,234005
6975,6975.0,232565.0,6975,234038
6976,6976.0,232599.0,6976,234072
6977,6977.0,232631.0,6977,234101
6978,6978.0,232665.0,6978,234133
6979,6979.0,232698.0,6979,234166
6980,6980.0,232731.0,6980,234197
6981,6981.0,232765.0,6981,234229
6982,6982.0,232799.0,6982,234261
6983,6983.0,232832.0,6983,234293
6984,6984.0,232865.0,6984,234326
6985,6985.0,232898.0,6985,234374
6986,6986.0,232931.0,6986,234405
6987,6987.0,232965.0,6987,234438
6988,6988.0,232998.0,6988,234470
6989,6989.0,233032.0,6989,234502
6990,6990.0,233065.0,6990,234533
6991,6991.0,233098.0,6991,234566
6992,6992.0,233132.0,6992,234598
6993,6993.0,233165.0,6993,234629
6994,6994.0,233198.0,6994,234662
6995,6995.0,233232.0,6995,234693
6996,6996.0,233265.0,6996,234741
6997,6997.0,233298.0,6997,234773
6998,6998.0,233331.0,6998,234806
6999,6999.0,233366.0,6999,234838
7000,7000.0,233401.0,7000,234870
7001,7001.0,233434.0,7001,234901
7002,7002.0,233469.0,7002,234934
7003,7003.0,233502.0,7003,234965
7004,7004.0,233535.0,7004,234997
7005,7005.0,233569.0,7005,235029
7006,7006.0,233600.0,7006,235061
7007,7007.0,233632.0,7007,235094
7008,7008.0,233665.0,7008,235141
7009,7009.0,233699.0,7009,235173
7010,7010.0,233733.0,7010,235205
7011,7011.0,233765.0,7011,235238
7012,7012.0,233798.0,7012,235269
7013,7013.0,233832.0,7013,235301
7014,7014.0,233865.0,7014,235333
7015,7015.0,233899.0,7015,235365
7016,7016.0,233932.0,7016,235398
7017,7017.0,233965.0,7017,235429
7018,7018.0,234000.0,7018,235461
7019,7019.0,234032.0,7019,235510
7020,7020.0,234070.0,7020,235541
7021,7021.0,234099.0,7021,235573
7022,7022.0,234132.0,7022,235606
7023,7023.0,234166.0,7023,235638
7024,7024.0,234199.0,7024,235670
7025,7025.0,234233.0,7025,235701
7026,7026.0,234265.0,7026,235733
7027,7027.0,234299.0,7027,235765
7028,7028.0,234333.0,7028,235797
7029,7029.0,234366.0,7029,235829
7030,7030.0,234400.0,7030,235877
7031,7031.0,234433.0,7031,235909
7032,7032.0,234466.0,7032,235941
7033,7033.0,234500.0,7033,235973
7034,7034.0,234532.0,7034,236005
7035,7035.0,234566.0,7035,236038
7036,7036.0,234599.0,7036,236070
7037,7037.0,234632.0,7037,236101
7038,7038.0,234666.0,7038,236133
7039,7039.0,234699.0,7039,236165
7040,7040.0,234732.0,7040,236197
7041,7041.0,234766.0,7041,236229
7042,7042.0,234799.0,7042,236277
7043,7043.0,234833.0,7043,236309
7044,7044.0,234867.0,7044,236342
7045,7045.0,234899.0,7045,236374
7046,7046.0,234934.0,7046,236407
7047,7047.0,234966.0,7047,236438
7048,7048.0,234999.0,7048,236470
7049,7049.0,235033.0,7049,236501
7050,7050.0,235066.0,7050,236534
7051,7051.0,235100.0,7051,236566
7052,7052.0,235132.0,7052,236597
7053,7053.0,235166.0,7053,236645
7054,7054.0,235199.0,7054,236678
7055,7055.0,235233.0,7055,236710
7056,7056.0,235266.0,7056,236741
7057,7057.0,235299.0,7057,236773
7058,7058.0,235333.0,7058,236805
7059,7059.0,235366.0,7059,236838
7060,7060.0,235400.0,7060,236871
7061,7061.0,235433.0,7061,236901
7062,7062.0,235466.0,7062,236934
7063,7063.0,235500.0,7063,236965
7064,7064.0,235533.0,7064,236997
7065,7065.0,235566.0,7065,237045
7066,7066.0,235600.0,7066,237078
7067,7067.0,235633.0,7067,237110
7068,7068.0,235666.0,7068,237141
7069,7069.0,235699.0,7069,237173
7070,7070.0,235733.0,7070,237205
7071,7071.0,235766.0,7071,237237
7072,7072.0,235799.0,7072,237270
7073,7073.0,235833.0,7073,237301
7074,7074.0,235866.0,7074,237333
7075,7075.0,235900.0,7075,237365
7076,7076.0,235933.0,7076,237414
7077,7077.0,235966.0,7077,237446
7078,7078.0,236000.0,7078,237479
7079,7079.0,236033.0,7079,237511
7080,7080.0,236066.0,7080,237542
7081,7081.0,236100.0,7081,237574
7082,7082.0,236133.0,7082,237605
7083,7083.0,236167.0,7083,237638
7084,7084.0,236200.0,7084,237670
7085,7085.0,236233.0,7085,237701
7086,7086.0,236267.0,7086,237733
7087,7087.0,236300.0,7087,237765
7088,7088.0,236334.0,7088,237813
7089,7089.0,236369.0,7089,237846
7090,7090.0,236403.0,7090,237878
7091,7091.0,236435.0,7091,237910
7092,7092.0,236467.0,7092,237941
7093,7093.0,236500.0,7093,237973
7094,7094.0,236534.0,7094,238006
7095,7095.0,236571.0,7095,238039
7096,7096.0,236600.0,7096,238071
7097,7097.0,236633.0,7097,238104
7098,7098.0,236667.0,7098,238135
7099,7099.0,236701.0,7099,238183
7100,7100.0,236734.0,7100,238214
7101,7101.0,236767.0,7101,238246
7102,7102.0,236801.0,7102,238279
7103,7103.0,236834.0,7103,238311
7104,7104.0,236868.0,7104,238342
7105,7105.0,236900.0,7105,238375
7106,7106.0,236934.0,7106,238406
7107,7107.0,236967.0,7107,238439
7108,7108.0,237000.0,7108,238472
7109,7109.0,237034.0,7109,238504
7110,7110.0,237068.0,7110,238551
7111,7111.0,237101.0,7111,238583
7112,7112.0,237136.0,7112,238615
7113,7113.0,237167.0,7113,238647
7114,7114.0,237201.0,7114,238679
7115,7115.0,237234.0,7115,238711
7116,7116.0,237267.0,7116,238743
7117,7117.0,237301.0,7117,238775
7118,7118.0,237334.0,7118,238807
7119,7119.0,237367.0,7119,238840
7120,7120.0,237401.0,7120,238872
7121,7121.0,237436.0,7121,238904
7122,7122.0,237472.0,7122,238950
7123,7123.0,237504.0,7123,238981
7124,7124.0,237535.0,7124,239014
7125,7125.0,237569.0,7125,239047
7126,7126.0,237601.0,7126,239079
7127,7127.0,237634.0,7127,239110
7128,7128.0,237667.0,7128,239143
7129,7129.0,237701.0,7129,239175
7130,7130.0,237734.0,7130,239206
7131,7131.0,237767.0,7131,239240
7132,7132.0,237801.0,7132,239272
7133,7133.0,237835.0,7133,239319
7134,7134.0,237869.0,7134,239351
7135,7135.0,237902.0,7135,239383
7136,7136.0,237934.0,7136,239415
7137,7137.0,237967.0,7137,239447
7138,7138.0,238001.0,7138,239479
7139,7139.0,238038.0,7139,239511
7140,7140.0,238070.0,7140,239543
7141,7141.0,238105.0,7141,239575
7142,7142.0,238138.0,7142,239606
7143,7143.0,238171.0,7143,239638
7144,7144.0,238205.0,7144,239672
7145,7145.0,238237.0,7145,239718
7146,7146.0,238272.0,7146,239750
7147,7147.0,238305.0,7147,239783
7148,7148.0,238337.0,7148,239815
7149,7149.0,238371.0,7149,239847
7150,7150.0,238404.0,7150,239879
7151,7151.0,238438.0,7151,239911
7152,7152.0,238472.0,7152,239943
7153,7153.0,238505.0,7153,239975
7154,7154.0,238538.0,7154,240007
7155,7155.0,238571.0,7155,240039
7156,7156.0,238605.0,7156,240087
7157,7157.0,238638.0,7157,240120
7158,7158.0,238672.0,7158,240149
7159,7159.0,238705.0,7159,240182
7160,7160.0,238738.0,7160,240213
7161,7161.0,238772.0,7161,240246
7162,7162.0,238805.0,7162,240278
7163,7163.0,238839.0,7163,240310
7164,7164.0,238873.0,7164,240342
7165,7165.0,238906.0,7165,240375
7166,7166.0,238939.0,7166,240407
7167,7167.0,238968.0,7167,240455
7168,7168.0,239005.0,7168,240487
7169,7169.0,239039.0,7169,240519
7170,7170.0,239072.0,7170,240551
7171,7171.0,239105.0,7171,240583
7172,7172.0,239139.0,7172,240616
7173,7173.0,239172.0,7173,240647
7174,7174.0,239204.0,7174,240678
7175,7175.0,239238.0,7175,240710
7176,7176.0,239272.0,7176,240743
7177,7177.0,239306.0,7177,240774
7178,7178.0,239339.0,7178,240806
7179,7179.0,239372.0,7179,240854
7180,7180.0,239405.0,7180,240887
7181,7181.0,239439.0,7181,240919
7182,7182.0,239472.0,7182,240951
7183,7183.0,239506.0,7183,240983
7184,7184.0,239540.0,7184,241014
7185,7185.0,239572.0,7185,241047
7186,7186.0,239605.0,7186,241078
7187,7187.0,239637.0,7187,241110
7188,7188.0,239673.0,7188,241142
7189,7189.0,239707.0,7189,241174
7190,7190.0,239739.0,7190,241222
7191,7191.0,239773.0,7191,241254
7192,7192.0,239806.0,7192,241286
7193,7193.0,239839.0,7193,241319
7194,7194.0,239874.0,7194,241350
7195,7195.0,239906.0,7195,241383
7196,7196.0,239940.0,7196,241415
7197,7197.0,239972.0,7197,241447
7198,7198.0,240007.0,7198,241479
7199,7199.0,240039.0,7199,241511
7200,7200.0,240073.0,7200,241543
7201,7201.0,240107.0,7201,241575
7202,7202.0,240139.0,7202,241623
7203,7203.0,240169.0,7203,241655
7204,7204.0,240202.0,7204,241687
7205,7205.0,240238.0,7205,241719
7206,7206.0,240271.0,7206,241751
7207,7207.0,240303.0,7207,241783
7208,7208.0,240338.0,7208,241815
7209,7209.0,240373.0,7209,241847
7210,7210.0,240406.0,7210,241879
7211,7211.0,240440.0,7211,241911
7212,7212.0,240473.0,7212,241943
7213,7213.0,240506.0,7213,241991
7214,7214.0,240539.0,7214,242023
7215,7215.0,240573.0,7215,242055
7216,7216.0,240606.0,7216,242087
7217,7217.0,240639.0,7217,242119
7218,7218.0,240672.0,7218,242151
7219,7219.0,240704.0,7219,242182
7220,7220.0,240739.0,7220,242214
7221,7221.0,240772.0,7221,242246
7222,7222.0,240804.0,7222,242278
7223,7223.0,240838.0,7223,242311
7224,7224.0,240873.0,7224,242343
7225,7225.0,240906.0,7225,242391
7226,7226.0,240939.0,7226,242423
7227,7227.0,240973.0,7227,242455
7228,7228.0,241005.0,7228,242487
7229,7229.0,241039.0,7229,242519
7230,7230.0,241071.0,7230,242551
7231,7231.0,241105.0,7231,242583
7232,7232.0,241137.0,7232,242615
7233,7233.0,241171.0,7233,242647
7234,7234.0,241204.0,7234,242678
7235,7235.0,241238.0,7235,242710
7236,7236.0,241270.0,7236,242759
7237,7237.0,241305.0,7237,242791
7238,7238.0,241339.0,7238,242823
7239,7239.0,241372.0,7239,242855
7240,7240.0,241405.0,7240,242887
7241,7241.0,241439.0,7241,242919
7242,7242.0,241473.0,7242,242951
7243,7243.0,241507.0,7243,242982
7244,7244.0,241540.0,7244,243015
7245,7245.0,241573.0,7245,243046
7246,7246.0,241607.0,7246,243079
7247,7247.0,241640.0,7247,243126
7248,7248.0,241673.0,7248,243158
7249,7249.0,241707.0,7249,243191
7250,7250.0,241739.0,7250,243223
7251,7251.0,241773.0,7251,243255
7252,7252.0,241806.0,7252,243287
7253,7253.0,241839.0,7253,243319
7254,7254.0,241873.0,7254,243351
7255,7255.0,241906.0,7255,243383
7256,7256.0,241940.0,7256,243415
7257,7257.0,241973.0,7257,243447
7258,7258.0,242006.0,7258,243479
7259,7259.0,242040.0,7259,243527
7260,7260.0,242073.0,7260,243559
7261,7261.0,242106.0,7261,243591
7262,7262.0,242140.0,7262,243623
7263,7263.0,242173.0,7263,243654
7264,7264.0,242205.0,7264,243687
7265,7265.0,242239.0,7265,243719
7266,7266.0,242272.0,7266,243751
7267,7267.0,242306.0,7267,243783
7268,7268.0,242342.0,7268,243815
7269,7269.0,242373.0,7269,243847
7270,7270.0,242407.0,7270,243894
7271,7271.0,242440.0,7271,243926
7272,7272.0,242473.0,7272,243958
7273,7273.0,242507.0,7273,243991
7274,7274.0,242540.0,7274,244023
7275,7275.0,242573.0,7275,244054
7276,7276.0,242607.0,7276,244087
7277,7277.0,242640.0,7277,244119
7278,7278.0,242673.0,7278,244151
7279,7279.0,242706.0,7279,244183
7280,7280.0,242740.0,7280,244215
7281,7281.0,242773.0,7281,244247
7282,7282.0,242807.0,7282,244294
7283,7283.0,242841.0,7283,244326
7284,7284.0,242874.0,7284,244358
7285,7285.0,242907.0,7285,244391
7286,7286.0,242940.0,7286,244423
7287,7287.0,242975.0,7287,244455
7288,7288.0,243006.0,7288,244487
7289,7289.0,243039.0,7289,244519
7290,7290.0,243074.0,7290,244551
7291,7291.0,243107.0,7291,244582
7292,7292.0,243141.0,7292,244613
7293,7293.0,243174.0,7293,244662
7294,7294.0,243207.0,7294,244693
7295,7295.0,243241.0,7295,244725
7296,7296.0,243274.0,7296,244757
7297,7297.0,243307.0,7297,244789
7298,7298.0,243341.0,7298,244822
7299,7299.0,243374.0,7299,244853
7300,7300.0,243407.0,7300,244885
7301,7301.0,243441.0,7301,244918
7302,7302.0,243474.0,7302,244949
7303,7303.0,243507.0,7303,244981
7304,7304.0,243541.0,7304,245013
7305,7305.0,243574.0,7305,245062
7306,7306.0,243608.0,7306,245094
7307,7307.0,243641.0,7307,245125
7308,7308.0,243674.0,7308,245157
7309,7309.0,243707.0,7309,245189
7310,7310.0,243741.0,7310,245221
7311,7311.0,243774.0,7311,245254
7312,7312.0,243808.0,7312,245286
7313,7313.0,243840.0,7313,245318
7314,7314.0,243874.0,7314,245349
7315,7315.0,243905.0,7315,245381
7316,7316.0,243939.0,7316,245429
7317,7317.0,243973.0,7317,245461
7318,7318.0,244008.0,7318,245493
7319,7319.0,244039.0,7319,245525
7320,7320.0,244074.0,7320,245558
7321,7321.0,244108.0,7321,245590
7322,7322.0,244141.0,7322,245622
