framenumber,cam0_frame,cam0_sysclock,cam2_frame,cam2_sysclock
12228,12228.0,411733.0,12228,410325
12229,12229.0,411766.0,12229,410357
12230,12230.0,411800.0,12230,410390
12231,12231.0,411833.0,12231,410422
12232,12232.0,411866.0,12232,410453
12233,12233.0,411900.0,12233,410485
12234,12234.0,411933.0,12234,410517
12235,12235.0,411966.0,12235,410549
12236,12236.0,412000.0,12236,410581
12237,12237.0,412033.0,12237,410613
12238,12238.0,412067.0,12238,410646
12239,12239.0,412100.0,12239,410693
12240,12240.0,412134.0,12240,410725
12241,12241.0,412167.0,12241,410757
12242,12242.0,412200.0,12242,410791
12243,12243.0,412233.0,12243,410822
12244,12244.0,412266.0,12244,410854
12245,12245.0,412300.0,12245,410885
12246,12246.0,412333.0,12246,410917
12247,12247.0,412366.0,12247,410949
12248,12248.0,412400.0,12248,410982
12249,12249.0,412434.0,12249,411014
12250,12250.0,412467.0,12250,411062
12251,12251.0,412500.0,12251,411093
12252,12252.0,412533.0,12252,411125
12253,12253.0,412566.0,12253,411157
12254,12254.0,412600.0,12254,411189
12255,12255.0,412633.0,12255,411221
12256,12256.0,412667.0,12256,411253
12257,12257.0,412700.0,12257,411285
12258,12258.0,412733.0,12258,411317
12259,12259.0,412767.0,12259,411349
12260,12260.0,412800.0,12260,411381
12261,12261.0,412834.0,12261,411429
12262,12262.0,412868.0,12262,411461
12263,12263.0,412901.0,12263,411493
12264,12264.0,412934.0,12264,411525
12265,12265.0,412968.0,12265,411557
12266,12266.0,413000.0,12266,411590
12267,12267.0,413033.0,12267,411622
12268,12268.0,413067.0,12268,411655
12269,12269.0,413100.0,12269,411686
12270,12270.0,413133.0,12270,411717
12271,12271.0,413167.0,12271,411750
12272,12272.0,413200.0,12272,411781
12273,12273.0,413234.0,12273,411829
12274,12274.0,413267.0,12274,411861
12275,12275.0,413300.0,12275,411894
12276,12276.0,413334.0,12276,411925
12277,12277.0,413367.0,12277,411957
12278,12278.0,413400.0,12278,411989
12279,12279.0,413436.0,12279,412021
12280,12280.0,413467.0,12280,412053
12281,12281.0,413500.0,12281,412085
12282,12282.0,413534.0,12282,412117
12283,12283.0,413567.0,12283,412149
12284,12284.0,413600.0,12284,412197
12285,12285.0,413634.0,12285,412229
12286,12286.0,413667.0,12286,412261
12287,12287.0,413700.0,12287,412293
12288,12288.0,413734.0,12288,412325
12289,12289.0,413767.0,12289,412357
12290,12290.0,413801.0,12290,412389
12291,12291.0,413837.0,12291,412421
12292,12292.0,413868.0,12292,412453
12293,12293.0,413901.0,12293,412485
12294,12294.0,413934.0,12294,412517
12295,12295.0,413968.0,12295,412549
12296,12296.0,414001.0,12296,412597
12297,12297.0,414034.0,12297,412629
12298,12298.0,414068.0,12298,412661
12299,12299.0,414101.0,12299,412693
12300,12300.0,414135.0,12300,412725
12301,12301.0,414167.0,12301,412757
12302,12302.0,414201.0,12302,412789
12303,12303.0,414235.0,12303,412822
12304,12304.0,414268.0,12304,412854
12305,12305.0,414301.0,12305,412886
12306,12306.0,414334.0,12306,412917
12307,12307.0,414368.0,12307,412966
12308,12308.0,414401.0,12308,412997
12309,12309.0,414434.0,12309,413029
12310,12310.0,414468.0,12310,413061
12311,12311.0,414501.0,12311,413093
12312,12312.0,414535.0,12312,413125
12313,12313.0,414568.0,12313,413157
12314,12314.0,414601.0,12314,413189
12315,12315.0,414634.0,12315,413221
12316,12316.0,414668.0,12316,413253
12317,12317.0,414701.0,12317,413285
12318,12318.0,414735.0,12318,413317
12319,12319.0,414768.0,12319,413365
12320,12320.0,414801.0,12320,413397
12321,12321.0,414835.0,12321,413429
12322,12322.0,414868.0,12322,413461
12323,12323.0,414901.0,12323,413494
12324,12324.0,414935.0,12324,413525
12325,12325.0,414968.0,12325,413557
12326,12326.0,415001.0,12326,413589
12327,12327.0,415035.0,12327,413622
12328,12328.0,415068.0,12328,413653
12329,12329.0,415101.0,12329,413685
12330,12330.0,415135.0,12330,413733
12331,12331.0,415168.0,12331,413765
12332,12332.0,415202.0,12332,413797
12333,12333.0,415235.0,12333,413830
12334,12334.0,415268.0,12334,413862
12335,12335.0,415302.0,12335,413894
12336,12336.0,415335.0,12336,413926
12337,12337.0,415368.0,12337,413957
12338,12338.0,415402.0,12338,413989
12339,12339.0,415435.0,12339,414022
12340,12340.0,415468.0,12340,414053
12341,12341.0,415502.0,12341,414102
12342,12342.0,415535.0,12342,414133
12343,12343.0,415568.0,12343,414165
12344,12344.0,415602.0,12344,414197
12345,12345.0,415635.0,12345,414229
12346,12346.0,415668.0,12346,414261
12347,12347.0,415702.0,12347,414294
12348,12348.0,415735.0,12348,414325
12349,12349.0,415769.0,12349,414357
12350,12350.0,415804.0,12350,414389
12351,12351.0,415835.0,12351,414421
12352,12352.0,415872.0,12352,414453
12353,12353.0,415905.0,12353,414501
12354,12354.0,415936.0,12354,414533
12355,12355.0,415970.0,12355,414565
12356,12356.0,416003.0,12356,414597
12357,12357.0,416036.0,12357,414629
12358,12358.0,416069.0,12358,414662
12359,12359.0,416102.0,12359,414694
12360,12360.0,416135.0,12360,414726
12361,12361.0,416169.0,12361,414757
12362,12362.0,416202.0,12362,414789
12363,12363.0,416235.0,12363,414821
12364,12364.0,416269.0,12364,414869
12365,12365.0,416302.0,12365,414902
12366,12366.0,416335.0,12366,414933
12367,12367.0,416369.0,12367,414965
12368,12368.0,416402.0,12368,414997
12369,12369.0,416436.0,12369,415029
12370,12370.0,416469.0,12370,415062
12371,12371.0,416503.0,12371,415094
12372,12372.0,416536.0,12372,415125
12373,12373.0,416569.0,12373,415157
12374,12374.0,416602.0,12374,415189
12375,12375.0,416636.0,12375,415222
12376,12376.0,416670.0,12376,415270
12377,12377.0,416703.0,12377,415302
12378,12378.0,416737.0,12378,415333
12379,12379.0,416769.0,12379,415365
12380,12380.0,416804.0,12380,415397
12381,12381.0,416837.0,12381,415429
12382,12382.0,416869.0,12382,415461
12383,12383.0,416906.0,12383,415493
12384,12384.0,416939.0,12384,415525
12385,12385.0,416971.0,12385,415557
12386,12386.0,417004.0,12386,415589
12387,12387.0,417036.0,12387,415637
12388,12388.0,417069.0,12388,415669
12389,12389.0,417102.0,12389,415701
12390,12390.0,417136.0,12390,415733
12391,12391.0,417169.0,12391,415766
12392,12392.0,417203.0,12392,415798
12393,12393.0,417236.0,12393,415829
12394,12394.0,417269.0,12394,415863
12395,12395.0,417303.0,12395,415895
12396,12396.0,417336.0,12396,415927
12397,12397.0,417369.0,12397,415958
12398,12398.0,417406.0,12398,415990
12399,12399.0,417438.0,12399,416038
12400,12400.0,417469.0,12400,416069
12401,12401.0,417503.0,12401,416101
12402,12402.0,417536.0,12402,416133
12403,12403.0,417570.0,12403,416165
12404,12404.0,417603.0,12404,416197
12405,12405.0,417636.0,12405,416229
12406,12406.0,417670.0,12406,416261
12407,12407.0,417704.0,12407,416294
12408,12408.0,417736.0,12408,416326
12409,12409.0,417770.0,12409,416357
12410,12410.0,417803.0,12410,416405
12411,12411.0,417836.0,12411,416437
12412,12412.0,417870.0,12412,416469
12413,12413.0,417904.0,12413,416502
12414,12414.0,417937.0,12414,416534
12415,12415.0,417970.0,12415,416565
12416,12416.0,418003.0,12416,416597
12417,12417.0,418036.0,12417,416629
12418,12418.0,418070.0,12418,416662
12419,12419.0,418103.0,12419,416694
12420,12420.0,418136.0,12420,416726
12421,12421.0,418170.0,12421,416774
12422,12422.0,418203.0,12422,416806
12423,12423.0,418236.0,12423,416838
12424,12424.0,418273.0,12424,416869
12425,12425.0,418305.0,12425,416903
12426,12426.0,418337.0,12426,416935
12427,12427.0,418371.0,12427,416966
12428,12428.0,418403.0,12428,416998
12429,12429.0,418437.0,12429,417029
12430,12430.0,418470.0,12430,417061
12431,12431.0,418503.0,12431,417094
12432,12432.0,418537.0,12432,417126
12433,12433.0,418570.0,12433,417174
12434,12434.0,418604.0,12434,417206
12435,12435.0,418636.0,12435,417237
12436,12436.0,418670.0,12436,417269
12437,12437.0,418704.0,12437,417301
12438,12438.0,418739.0,12438,417333
12439,12439.0,418774.0,12439,417365
12440,12440.0,418805.0,12440,417399
12441,12441.0,418838.0,12441,417430
12442,12442.0,418870.0,12442,417461
12443,12443.0,418904.0,12443,417493
12444,12444.0,418937.0,12444,417541
12445,12445.0,418970.0,12445,417573
12446,12446.0,419004.0,12446,417605
12447,12447.0,419039.0,12447,417637
12448,12448.0,419071.0,12448,417670
12449,12449.0,419105.0,12449,417702
12450,12450.0,419138.0,12450,417733
12451,12451.0,419175.0,12451,417765
12452,12452.0,419204.0,12452,417798
12453,12453.0,419237.0,12453,417829
12454,12454.0,419271.0,12454,417861
12455,12455.0,419304.0,12455,417894
12456,12456.0,419337.0,12456,417942
12457,12457.0,419370.0,12457,417973
12458,12458.0,419404.0,12458,418005
12459,12459.0,419437.0,12459,418037
12460,12460.0,419471.0,12460,418069
12461,12461.0,419504.0,12461,418101
12462,12462.0,419537.0,12462,418133
12463,12463.0,419570.0,12463,418165
12464,12464.0,419605.0,12464,418197
12465,12465.0,419638.0,12465,418229
12466,12466.0,419672.0,12466,418261
12467,12467.0,419704.0,12467,418310
12468,12468.0,419737.0,12468,418342
12469,12469.0,419771.0,12469,418373
12470,12470.0,419804.0,12470,418405
12471,12471.0,419837.0,12471,418437
12472,12472.0,419871.0,12472,418469
12473,12473.0,419905.0,12473,418501
12474,12474.0,419938.0,12474,418534
12475,12475.0,419971.0,12475,418565
12476,12476.0,420004.0,12476,418597
12477,12477.0,420038.0,12477,418629
12478,12478.0,420071.0,12478,418661
12479,12479.0,420104.0,12479,418710
12480,12480.0,420138.0,12480,418742
12481,12481.0,420171.0,12481,418775
12482,12482.0,420204.0,12482,418806
12483,12483.0,420238.0,12483,418838
12484,12484.0,420271.0,12484,418869
12485,12485.0,420305.0,12485,418901
12486,12486.0,420339.0,12486,418933
12487,12487.0,420371.0,12487,418965
12488,12488.0,420405.0,12488,418997
12489,12489.0,420438.0,12489,419029
12490,12490.0,420471.0,12490,419078
12491,12491.0,420505.0,12491,419110
12492,12492.0,420538.0,12492,419142
12493,12493.0,420571.0,12493,419175
12494,12494.0,420604.0,12494,419206
12495,12495.0,420638.0,12495,419238
12496,12496.0,420671.0,12496,419269
12497,12497.0,420705.0,12497,419302
12498,12498.0,420739.0,12498,419333
12499,12499.0,420771.0,12499,419365
12500,12500.0,420805.0,12500,419397
12501,12501.0,420839.0,12501,419445
12502,12502.0,420872.0,12502,419477
12503,12503.0,420905.0,12503,419509
12504,12504.0,420938.0,12504,419541
12505,12505.0,420973.0,12505,419573
12506,12506.0,421006.0,12506,419606
12507,12507.0,421040.0,12507,419638
12508,12508.0,421073.0,12508,419670
12509,12509.0,421106.0,12509,419701
12510,12510.0,421138.0,12510,419733
12511,12511.0,421173.0,12511,419765
12512,12512.0,421205.0,12512,419797
12513,12513.0,421239.0,12513,419845
12514,12514.0,421273.0,12514,419877
12515,12515.0,421306.0,12515,419910
12516,12516.0,421338.0,12516,419942
12517,12517.0,421371.0,12517,419974
12518,12518.0,421405.0,12518,420005
12519,12519.0,421438.0,12519,420037
12520,12520.0,421472.0,12520,420069
12521,12521.0,421506.0,12521,420101
12522,12522.0,421538.0,12522,420133
12523,12523.0,421572.0,12523,420165
12524,12524.0,421606.0,12524,420213
12525,12525.0,421639.0,12525,420245
12526,12526.0,421672.0,12526,420277
12527,12527.0,421705.0,12527,420309
12528,12528.0,421738.0,12528,420342
12529,12529.0,421772.0,12529,420373
12530,12530.0,421805.0,12530,420406
12531,12531.0,421839.0,12531,420438
12532,12532.0,421872.0,12532,420469
12533,12533.0,421905.0,12533,420502
12534,12534.0,421939.0,12534,420533
12535,12535.0,421972.0,12535,420565
12536,12536.0,422005.0,12536,420613
12537,12537.0,422039.0,12537,420645
12538,12538.0,422072.0,12538,420677
12539,12539.0,422105.0,12539,420710
12540,12540.0,422139.0,12540,420742
12541,12541.0,422172.0,12541,420773
12542,12542.0,422206.0,12542,420806
12543,12543.0,422240.0,12543,420837
12544,12544.0,422276.0,12544,420869
12545,12545.0,422308.0,12545,420901
12546,12546.0,422339.0,12546,420933
12547,12547.0,422373.0,12547,420982
12548,12548.0,422407.0,12548,421014
12549,12549.0,422439.0,12549,421046
12550,12550.0,422472.0,12550,421078
12551,12551.0,422506.0,12551,421110
12552,12552.0,422539.0,12552,421141
12553,12553.0,422574.0,12553,421174
12554,12554.0,422606.0,12554,421205
12555,12555.0,422643.0,12555,421237
12556,12556.0,422673.0,12556,421270
12557,12557.0,422706.0,12557,421302
12558,12558.0,422739.0,12558,421333
12559,12559.0,422772.0,12559,421381
12560,12560.0,422806.0,12560,421413
12561,12561.0,422840.0,12561,421445
12562,12562.0,422873.0,12562,421477
12563,12563.0,422906.0,12563,421509
12564,12564.0,422939.0,12564,421541
12565,12565.0,422973.0,12565,421574
12566,12566.0,423006.0,12566,421606
12567,12567.0,423040.0,12567,421637
12568,12568.0,423073.0,12568,421669
12569,12569.0,423106.0,12569,421701
12570,12570.0,423139.0,12570,421749
12571,12571.0,423173.0,12571,421781
12572,12572.0,423207.0,12572,421814
12573,12573.0,423239.0,12573,421846
12574,12574.0,423273.0,12574,421877
12575,12575.0,423306.0,12575,421909
12576,12576.0,423339.0,12576,421942
12577,12577.0,423373.0,12577,421974
12578,12578.0,423406.0,12578,422005
12579,12579.0,423439.0,12579,422037
12580,12580.0,423474.0,12580,422069
12581,12581.0,423508.0,12581,422117
12582,12582.0,423540.0,12582,422150
12583,12583.0,423573.0,12583,422182
12584,12584.0,423607.0,12584,422213
12585,12585.0,423640.0,12585,422247
12586,12586.0,423674.0,12586,422278
12587,12587.0,423707.0,12587,422310
12588,12588.0,423740.0,12588,422342
12589,12589.0,423775.0,12589,422375
12590,12590.0,423808.0,12590,422406
12591,12591.0,423843.0,12591,422438
12592,12592.0,423874.0,12592,422469
12593,12593.0,423907.0,12593,422517
12594,12594.0,423940.0,12594,422549
12595,12595.0,423974.0,12595,422582
12596,12596.0,424007.0,12596,422613
12597,12597.0,424041.0,12597,422647
12598,12598.0,424074.0,12598,422678
12599,12599.0,424107.0,12599,422710
12600,12600.0,424141.0,12600,422742
12601,12601.0,424174.0,12601,422774
12602,12602.0,424207.0,12602,422805
12603,12603.0,424241.0,12603,422837
12604,12604.0,424274.0,12604,422885
12605,12605.0,424308.0,12605,422918
12606,12606.0,424341.0,12606,422949
12607,12607.0,424374.0,12607,422981
12608,12608.0,424407.0,12608,423013
12609,12609.0,424441.0,12609,423046
12610,12610.0,424474.0,12610,423077
12611,12611.0,424508.0,12611,423109
12612,12612.0,424543.0,12612,423141
12613,12613.0,424575.0,12613,423174
12614,12614.0,424611.0,12614,423205
12615,12615.0,424640.0,12615,423237
12616,12616.0,424674.0,12616,423286
12617,12617.0,424707.0,12617,423317
12618,12618.0,424740.0,12618,423349
12619,12619.0,424774.0,12619,423381
12620,12620.0,424807.0,12620,423413
12621,12621.0,424841.0,12621,423445
12622,12622.0,424875.0,12622,423478
12623,12623.0,424909.0,12623,423510
12624,12624.0,424943.0,12624,423541
12625,12625.0,424975.0,12625,423574
12626,12626.0,425009.0,12626,423605
12627,12627.0,425041.0,12627,423653
12628,12628.0,425077.0,12628,423686
12629,12629.0,425110.0,12629,423717
12630,12630.0,425141.0,12630,423750
12631,12631.0,425174.0,12631,423782
12632,12632.0,425207.0,12632,423814
12633,12633.0,425241.0,12633,423846
12634,12634.0,425277.0,12634,423878
12635,12635.0,425309.0,12635,423909
12636,12636.0,425342.0,12636,423941
12637,12637.0,425375.0,12637,423974
12638,12638.0,425409.0,12638,424005
12639,12639.0,425441.0,12639,424053
12640,12640.0,425474.0,12640,424085
12641,12641.0,425507.0,12641,424117
12642,12642.0,425541.0,12642,424150
12643,12643.0,425574.0,12643,424181
12644,12644.0,425608.0,12644,424213
12645,12645.0,425641.0,12645,424245
12646,12646.0,425674.0,12646,424278
12647,12647.0,425708.0,12647,424310
12648,12648.0,425741.0,12648,424342
12649,12649.0,425774.0,12649,424374
12650,12650.0,425808.0,12650,424421
12651,12651.0,425844.0,12651,424454
12652,12652.0,425876.0,12652,424486
12653,12653.0,425908.0,12653,424518
12654,12654.0,425941.0,12654,424550
12655,12655.0,425976.0,12655,424583
12656,12656.0,426009.0,12656,424614
12657,12657.0,426041.0,12657,424645
12658,12658.0,426074.0,12658,424677
12659,12659.0,426108.0,12659,424709
12660,12660.0,426142.0,12660,424741
12661,12661.0,426175.0,12661,424789
12662,12662.0,426208.0,12662,424821
12663,12663.0,426242.0,12663,424853
12664,12664.0,426274.0,12664,424886
12665,12665.0,426308.0,12665,424918
12666,12666.0,426344.0,12666,424950
12667,12667.0,426375.0,12667,424981
12668,12668.0,426408.0,12668,425013
12669,12669.0,426441.0,12669,425045
12670,12670.0,426475.0,12670,425078
12671,12671.0,426508.0,12671,425110
12672,12672.0,426541.0,12672,425142
12673,12673.0,426577.0,12673,425189
12674,12674.0,426610.0,12674,425221
12675,12675.0,426644.0,12675,425254
12676,12676.0,426675.0,12676,425286
12677,12677.0,426708.0,12677,425318
12678,12678.0,426741.0,12678,425350
12679,12679.0,426775.0,12679,425382
12680,12680.0,426808.0,12680,425414
12681,12681.0,426841.0,12681,425445
12682,12682.0,426875.0,12682,425477
12683,12683.0,426908.0,12683,425509
12684,12684.0,426942.0,12684,425557
12685,12685.0,426976.0,12685,425590
12686,12686.0,427009.0,12686,425621
12687,12687.0,427042.0,12687,425653
12688,12688.0,427075.0,12688,425685
12689,12689.0,427108.0,12689,425717
12690,12690.0,427142.0,12690,425749
12691,12691.0,427176.0,12691,425781
12692,12692.0,427209.0,12692,425813
12693,12693.0,427245.0,12693,425847
12694,12694.0,427276.0,12694,425878
12695,12695.0,427309.0,12695,425909
12696,12696.0,427344.0,12696,425957
12697,12697.0,427378.0,12697,425990
12698,12698.0,427412.0,12698,426021
12699,12699.0,427444.0,12699,426053
12700,12700.0,427478.0,12700,426085
12701,12701.0,427512.0,12701,426117
12702,12702.0,427544.0,12702,426149
12703,12703.0,427575.0,12703,426181
12704,12704.0,427608.0,12704,426213
12705,12705.0,427642.0,12705,426246
12706,12706.0,427675.0,12706,426278
12707,12707.0,427709.0,12707,426327
12708,12708.0,427742.0,12708,426358
12709,12709.0,427776.0,12709,426390
12710,12710.0,427809.0,12710,426421
12711,12711.0,427842.0,12711,426453
12712,12712.0,427875.0,12712,426485
12713,12713.0,427909.0,12713,426517
12714,12714.0,427942.0,12714,426549
12715,12715.0,427976.0,12715,426582
12716,12716.0,428012.0,12716,426614
12717,12717.0,428044.0,12717,426646
12718,12718.0,428077.0,12718,426693
12719,12719.0,428109.0,12719,426725
12720,12720.0,428144.0,12720,426757
12721,12721.0,428179.0,12721,426790
12722,12722.0,428210.0,12722,426821
12723,12723.0,428243.0,12723,426853
12724,12724.0,428276.0,12724,426885
12725,12725.0,428309.0,12725,426917
12726,12726.0,428342.0,12726,426950
12727,12727.0,428376.0,12727,426982
12728,12728.0,428411.0,12728,427014
12729,12729.0,428443.0,12729,427045
12730,12730.0,428476.0,12730,427093
12731,12731.0,428510.0,12731,427125
12732,12732.0,428542.0,12732,427158
12733,12733.0,428576.0,12733,427190
12734,12734.0,428609.0,12734,427223
12735,12735.0,428643.0,12735,427254
12736,12736.0,428676.0,12736,427286
12737,12737.0,428709.0,12737,427318
12738,12738.0,428743.0,12738,427350
12739,12739.0,428776.0,12739,427383
12740,12740.0,428809.0,12740,427415
12741,12741.0,428843.0,12741,427463
12742,12742.0,428876.0,12742,427495
12743,12743.0,428909.0,12743,427527
12744,12744.0,428943.0,12744,427558
12745,12745.0,428976.0,12745,427589
12746,12746.0,429010.0,12746,427621
12747,12747.0,429043.0,12747,427653
12748,12748.0,429076.0,12748,427685
12749,12749.0,429109.0,12749,427717
12750,12750.0,429143.0,12750,427749
12751,12751.0,429176.0,12751,427781
12752,12752.0,429209.0,12752,427813
12753,12753.0,429243.0,12753,427861
12754,12754.0,429277.0,12754,427893
12755,12755.0,429310.0,12755,427925
12756,12756.0,429343.0,12756,427957
12757,12757.0,429377.0,12757,427989
12758,12758.0,429410.0,12758,428023
12759,12759.0,429443.0,12759,428054
12760,12760.0,429476.0,12760,428086
12761,12761.0,429512.0,12761,428118
12762,12762.0,429546.0,12762,428151
12763,12763.0,429577.0,12763,428182
12764,12764.0,429611.0,12764,428229
12765,12765.0,429643.0,12765,428262
12766,12766.0,429678.0,12766,428293
12767,12767.0,429710.0,12767,428325
12768,12768.0,429743.0,12768,428357
12769,12769.0,429777.0,12769,428390
12770,12770.0,429810.0,12770,428422
12771,12771.0,429843.0,12771,428453
12772,12772.0,429876.0,12772,428486
12773,12773.0,429910.0,12773,428517
12774,12774.0,429943.0,12774,428550
12775,12775.0,429977.0,12775,428581
12776,12776.0,430010.0,12776,428629
12777,12777.0,430043.0,12777,428661
12778,12778.0,430077.0,12778,428693
12779,12779.0,430110.0,12779,428725
12780,12780.0,430143.0,12780,428757
12781,12781.0,430177.0,12781,428789
12782,12782.0,430210.0,12782,428821
12783,12783.0,430243.0,12783,428853
12784,12784.0,430277.0,12784,428885
12785,12785.0,430310.0,12785,428917
12786,12786.0,430343.0,12786,428949
12787,12787.0,430377.0,12787,428997
12788,12788.0,430410.0,12788,429029
12789,12789.0,430444.0,12789,429062
12790,12790.0,430477.0,12790,429093
12791,12791.0,430510.0,12791,429126
12792,12792.0,430543.0,12792,429157
12793,12793.0,430577.0,12793,429189
12794,12794.0,430610.0,12794,429221
12795,12795.0,430643.0,12795,429253
12796,12796.0,430677.0,12796,429286
12797,12797.0,430711.0,12797,429317
12798,12798.0,430744.0,12798,429366
12799,12799.0,430777.0,12799,429397
12800,12800.0,430812.0,12800,429429
12801,12801.0,430845.0,12801,429461
12802,12802.0,430878.0,12802,429493
12803,12803.0,430910.0,12803,429526
12804,12804.0,430944.0,12804,429558
12805,12805.0,430977.0,12805,429590
12806,12806.0,431010.0,12806,429622
12807,12807.0,431044.0,12807,429653
12808,12808.0,431077.0,12808,429685
12809,12809.0,431110.0,12809,429717
12810,12810.0,431145.0,12810,429765
12811,12811.0,431179.0,12811,429797
12812,12812.0,431212.0,12812,429829
12813,12813.0,431246.0,12813,429861
12814,12814.0,431279.0,12814,429893
12815,12815.0,431310.0,12815,429925
12816,12816.0,431344.0,12816,429957
12817,12817.0,431377.0,12817,429989
12818,12818.0,431411.0,12818,430021
12819,12819.0,431444.0,12819,430053
12820,12820.0,431478.0,12820,430085
12821,12821.0,431511.0,12821,430133
12822,12822.0,431546.0,12822,430165
12823,12823.0,431580.0,12823,430197
12824,12824.0,431614.0,12824,430229
12825,12825.0,431647.0,12825,430261
12826,12826.0,431678.0,12826,430293
12827,12827.0,431711.0,12827,430325
12828,12828.0,431744.0,12828,430357
12829,12829.0,431777.0,12829,430389
12830,12830.0,431811.0,12830,430421
12831,12831.0,431844.0,12831,430454
12832,12832.0,431878.0,12832,430485
12833,12833.0,431914.0,12833,430533
12834,12834.0,431947.0,12834,430565
12835,12835.0,431978.0,12835,430597
12836,12836.0,432011.0,12836,430629
12837,12837.0,432044.0,12837,430661
12838,12838.0,432078.0,12838,430693
12839,12839.0,432111.0,12839,430725
12840,12840.0,432145.0,12840,430757
12841,12841.0,432178.0,12841,430790
12842,12842.0,432213.0,12842,430822
12843,12843.0,432246.0,12843,430854
12844,12844.0,432278.0,12844,430901
12845,12845.0,432311.0,12845,430933
12846,12846.0,432344.0,12846,430965
12847,12847.0,432378.0,12847,430997
12848,12848.0,432411.0,12848,431029
12849,12849.0,432445.0,12849,431061
12850,12850.0,432478.0,12850,431093
12851,12851.0,432511.0,12851,431126
12852,12852.0,432545.0,12852,431158
12853,12853.0,432579.0,12853,431190
12854,12854.0,432613.0,12854,431222
12855,12855.0,432648.0,12855,431254
12856,12856.0,432679.0,12856,431301
12857,12857.0,432711.0,12857,431333
12858,12858.0,432745.0,12858,431365
12859,12859.0,432778.0,12859,431397
12860,12860.0,432812.0,12860,431429
12861,12861.0,432845.0,12861,431461
12862,12862.0,432878.0,12862,431493
12863,12863.0,432912.0,12863,431526
12864,12864.0,432945.0,12864,431558
12865,12865.0,432978.0,12865,431591
12866,12866.0,433015.0,12866,431623
12867,12867.0,433048.0,12867,431669
12868,12868.0,433081.0,12868,431701
12869,12869.0,433114.0,12869,431733
12870,12870.0,433145.0,12870,431765
12871,12871.0,433178.0,12871,431797
12872,12872.0,433212.0,12872,431829
12873,12873.0,433246.0,12873,431861
12874,12874.0,433280.0,12874,431893
12875,12875.0,433314.0,12875,431927
12876,12876.0,433349.0,12876,431958
12877,12877.0,433380.0,12877,431989
12878,12878.0,433413.0,12878,432037
12879,12879.0,433448.0,12879,432070
12880,12880.0,433482.0,12880,432102
12881,12881.0,433515.0,12881,432133
12882,12882.0,433548.0,12882,432166
12883,12883.0,433581.0,12883,432198
12884,12884.0,433614.0,12884,432230
12885,12885.0,433647.0,12885,432262
12886,12886.0,433682.0,12886,432293
12887,12887.0,433716.0,12887,432325
12888,12888.0,433749.0,12888,432357
12889,12889.0,433781.0,12889,432389
12890,12890.0,433816.0,12890,432437
12891,12891.0,433848.0,12891,432469
12892,12892.0,433882.0,12892,432501
12893,12893.0,433912.0,12893,432533
12894,12894.0,433945.0,12894,432566
12895,12895.0,433979.0,12895,432599
12896,12896.0,434013.0,12896,432630
12897,12897.0,434047.0,12897,432662
12898,12898.0,434079.0,12898,432693
12899,12899.0,434112.0,12899,432725
12900,12900.0,434149.0,12900,432757
12901,12901.0,434182.0,12901,432805
12902,12902.0,434216.0,12902,432837
12903,12903.0,435076.0,12903,432869
12904,12904.0,435113.0,12904,432901
12905,12905.0,435154.0,12905,432933
12906,12906.0,435188.0,12906,432965
12907,12907.0,435221.0,12907,432997
12908,12908.0,435254.0,12908,433031
12909,12909.0,435284.0,12909,433063
12910,12910.0,435315.0,12910,433094
12911,12911.0,435350.0,12911,433126
12912,12912.0,435383.0,12912,433157
12913,12913.0,435417.0,12913,433206
12914,12914.0,435450.0,12914,433238
12915,12915.0,435481.0,12915,433271
12916,12916.0,435516.0,12916,433302
12917,12917.0,435550.0,12917,433335
12918,12918.0,435583.0,12918,433366
12919,12919.0,435617.0,12919,433398
12920,12920.0,435654.0,12920,433430
12921,12921.0,435688.0,12921,433463
12922,12922.0,435721.0,12922,433495
12923,12923.0,435755.0,12923,433527
12924,12924.0,435788.0,12924,433575
12925,12925.0,435821.0,12925,433607
12926,12926.0,435885.0,12926,433638
12927,12927.0,435889.0,12927,433671
12928,12928.0,435918.0,12928,433703
12929,12929.0,435951.0,12929,433735
12930,12930.0,435984.0,12930,433767
12931,12931.0,436018.0,12931,433798
12932,12932.0,436051.0,12932,433831
12933,12933.0,436084.0,12933,433863
12934,12934.0,436116.0,12934,433894
12935,12935.0,436150.0,12935,433925
12936,12936.0,436184.0,12936,433973
12937,12937.0,436217.0,12937,434005
12938,12938.0,436249.0,12938,434038
12939,12939.0,436284.0,12939,434069
12940,12940.0,436317.0,12940,434101
12941,12941.0,436350.0,12941,434134
12942,12942.0,436384.0,12942,434168
12943,12943.0,436417.0,12943,434199
12944,12944.0,436450.0,12944,434231
12945,12945.0,436484.0,12945,434264
12946,12946.0,436517.0,12946,434297
12947,12947.0,436550.0,12947,434345
12948,12948.0,436584.0,12948,434377
12949,12949.0,436617.0,12949,434409
12950,12950.0,436647.0,12950,434441
12951,12951.0,436681.0,12951,434473
12952,12952.0,436717.0,12952,434505
12953,12953.0,436749.0,12953,434537
12954,12954.0,436783.0,12954,434569
12955,12955.0,436817.0,12955,434601
12956,12956.0,436848.0,12956,434633
12957,12957.0,436881.0,12957,434665
12958,12958.0,436915.0,12958,434713
12959,12959.0,436951.0,12959,434745
12960,12960.0,436983.0,12960,434777
12961,12961.0,437016.0,12961,434809
