frame,cell_0_derivative,cell_1_derivative,cell_2_derivative,cell_4_derivative
5263,0.008890393755745185,0.0,-0.001190118009078811,-0.004988329220318555
5264,0.0066277988176234315,5e-324,-0.0010455541647709787,-0.004961686901180595
5265,0.004362449144867053,5e-324,-0.0009416696721837869,-0.004935186361484267
5266,0.002393379747332891,0.0,-0.0008739103336896092,-0.004908826998202498
5267,0.0008528244550159991,-5e-324,-0.0008349073274175334,-0.004882608191769111
5268,-0.00024359993166211957,-5e-324,-0.0008167235465604827,-0.004856529296675571
5269,-0.0009468944404598112,0.0,-0.0008121721650491964,-0.0048305896401705795
5270,-0.0013380689506797827,5e-324,-0.0008154446394473824,-0.004804788525619719
5271,-0.0015038577435292355,5e-324,-0.0008222721565510072,-0.004779125238013271
5272,-0.001522514934145347,0.0,-0.0008298072163181458,-0.004753599049993507
5273,-0.0014570942911232843,-5e-324,-0.0008363664152902794,-0.004728209227485292
5274,-0.001353772376969209,-5e-324,-0.0008411314319351493,-0.004702955034555423
5275,-0.0012431871870238753,0.0,-0.0008438679544081618,-0.004677835737485925
5276,-0.001143265410458838,5e-324,-0.000844693802685037,-0.004652850608246051
5277,-0.0010624936351328884,5e-324,-0.0008439076603265483,-0.004627998927611454
5278,-0.0010029958905690695,0.0,-0.0008418773661453272,-0.004603279988129039
5279,-0.0009630907663452648,-5e-324,-0.0008389798504095936,-0.004578693096960462
5280,-0.0009392172031863488,-5e-324,-0.0008355817045577196,-0.004554237578389686
5281,-0.0009272523756775897,0.0,-0.0008320484148679475,-0.004529912775421918
5282,-0.0009233162570293496,5e-324,-0.0008287701603666431,-0.004505718049491736
5283,-0.0009241841317436661,5e-324,-0.0008261918413248193,-0.004481652776835876
5284,-0.0009274267975484252,0.0,-0.0008248341309430862,-0.004457716339661633
5285,-0.0009313812768013685,-5e-324,-0.0008252907056521819,-0.004433908109969242
5286,-0.0009350316910713419,-5e-324,-0.0008281847281291221,-0.0044102274239301575
5287,-0.0009378564426341107,0.0,-0.0008340659417871987,-0.004386673545329511
5288,-0.0009396773044064721,5e-324,-0.0008432297420744028,-0.004363245618047462
5289,-0.0009405298783571325,5e-324,-0.000855443254167032,-0.0043399426102116445
5290,-0.0009405633424961479,0.0,-0.0008695732521968869,-0.004316763256813405
5291,-0.0009399699597884004,-5e-324,-0.0008831295731815958,-0.004293706013452359
5292,-0.0009389406354444185,-5e-324,-0.0008917684018098782,-0.004270769041408551
5293,-0.0009376409802520635,0.0,-0.0008888446837315156,-0.0042479502529544355
5294,-0.000936202047683854,5e-324,-0.0008651625415843633,-0.00422524745454167
5295,-0.0009347204978095158,5e-324,-0.000809144346852031,-0.004202658632139866
5296,-0.0009332639137695775,0.0,-0.0007077154184060297,-0.004180182424248224
5297,-0.0009318780336018406,-5e-324,-0.0005482672860053217,-0.004157818819304215
5298,-0.0009305935767134343,-5e-324,-0.0003220936741760161,-0.004135570089403018
5299,-0.0009294310629166525,0.0,-2.9654165685122358e-05,-0.004113441924504246
5300,-0.0009284025441657073,5e-324,0.00031213646836603104,-0.004091444653714471
5301,-0.0009275095518932464,5e-324,0.0006607270462323789,-0.004069594327523296
5302,-0.000926736900510039,0.0,0.0009375579068124917,-0.004047913286045146
5303,-0.0009260423980703703,-5e-324,0.0010439208351533114,-0.0040264296603201855
5304,-0.0009253431266694756,-5e-324,0.0009311447953953556,-0.004005175066232214
5305,-0.0009244998912794067,0.0,0.0006494308885620081,-0.003984179591405401
5306,-0.0009233027929823612,5e-324,0.0002986023250391989,-0.0039634631060946335
5307,-0.0009214626985125651,5e-324,-4.216401994661112e-05,-0.003943022038902733
5308,-0.0009186155864175927,0.0,-0.00033005825248372256,-0.003922811165199436
5309,-0.000914349122842828,-5e-324,-0.0005481518295606391,-0.003902720801546633
5310,-0.0009082628985395136,-5e-324,-0.0006962136505794247,-0.003882551232037068
5311,-0.0009000747848054713,0.0,-0.0007835293080580286,-0.003861988338617506
5312,-0.0008897847258122482,5e-324,-0.0008238480535418535,-0.0038405873224325315
5313,-0.0008779024935469115,5e-324,-0.0008322371757278901,-0.0038177750002511557
5314,-0.0008657356954412387,0.0,-0.0008234469161520486,-0.0037928851167878808
5315,-0.0008557167257079445,-5e-324,-0.000811321471205495,-0.0037652447602861683
5316,-0.000851720712404358,-5e-324,-0.0008087849150676396,-0.0037343321695771925
5317,-0.0008592899981303415,0.0,-0.0008279510400401868,-0.0037000252744227025
5318,-0.0008856351915755845,5e-324,-0.0008799340814065748,-0.0036629539058600225
5319,-0.0009392321277772453,5e-324,-0.0009739685785757901,-0.0036249538964990835
5320,-0.0010287862855498098,0.0,-0.0011154904623091877,-0.003589595123170697
5321,-0.001161305280674929,-5e-324,-0.00130290965259644,-0.0035627150314561096
5322,-0.0013390271040291113,-5e-324,-0.0015229495863052223,-0.003552832573634146
5323,-0.0015550257609888707,0.0,-0.00174468145123724,-0.003571245532310141
5324,-0.0017874929818639806,5e-324,-0.0019127830799951506,-0.0036315319619120157
5325,-0.001993014936273685,5e-324,-0.0019411404431251,-0.0037480956192067483
5326,-0.002099664329657025,0.0,-0.0017086991651931727,-0.003933336511718566
5327,-0.0020014354719836147,-5e-324,-0.0010604404371657994,-0.004193023186600531
5328,-0.0015564573792619107,-5e-324,0.0001825889808725889,-0.004519537997903833
5329,-0.0005924691364562751,0.0,0.0021993035019338136,-0.004882917397163289
5330,0.00107590762189258,5e-324,0.005125220155615506,-0.005220081530727172
5331,0.003612765994882583,5e-324,0.008984589873284488,-0.005423405269458725
5332,0.0071038993670273776,0.0,0.013594707670758044,-0.0053308729089658335
5333,0.011472755996673079,-5e-324,0.018468519779478998,-0.004721484861108682
5334,0.016397421599589568,-5e-324,0.02283694708078754,-0.003321271852065877
5335,0.0213226775887001,0.0,0.025904739713894176,-0.0008270217714840822
5336,0.025618678298364506,5e-324,0.027183628069166577,0.0030437378690844064
5337,0.02877406019730122,5e-324,0.02662301264863909,0.008467433663127744
5338,0.030489323277102742,0.0,0.024523514201931607,0.01538599966051013
5339,0.030675653800636304,-5e-324,0.021391033722940656,0.02333163325085008
5340,0.029421628259250432,-5e-324,0.01780422625090161,0.031245785709779095
5341,0.026952216311813326,0.0,0.014302909953709031,0.037533258788385315
5342,0.02358343990179179,5e-324,0.011302343976670348,0.040628694261179765
5343,0.01967573475100559,5e-324,0.009037102471183833,0.03975391753459956
5344,0.015589095931174302,0.0,0.007537939064442001,0.035197640052834434
5345,0.011643282465868321,-5e-324,0.006645114777027561,0.028064822317376503
5346,0.008086567265004674,-5e-324,0.006061690398286523,0.019849047748315862
5347,0.0050766516310341014,0.0,0.005449724631385822,0.01197101681130952
5348,0.0026773394781181015,5e-324,0.0045687055267392696,0.005420720092101927
5349,0.0008742874836119574,5e-324,0.003396067263257474,0.0006829254458766698
5350,-0.00039481839186639167,0.0,0.0021028366866213677,-0.0021258001916291125
5351,-0.0012141270603093224,-5e-324,0.0008944593822592939,-0.0031037034869438873
5352,-0.001677929690866109,-5e-324,-0.00010409321798721116,-0.0024698365488824425
5353,-0.0018827280225157672,0.0,-0.0008518566932643745,-0.0005277577278823831
5354,-0.0019164978521484244,5e-324,-0.0013598461932957662,0.0023196067881052773
5355,-0.0018508807790911241,5e-324,-0.0016663564009146148,0.00552817169117259
5356,-0.0017388606323386346,0.0,-0.00181963245129102,0.008421246613159017
5357,-0.0016159834065322398,-5e-324,-0.001866946054419727,0.010329724139408691
5358,-0.0015033738940399832,-5e-324,-0.0018486823611463254,0.01080736512595637
5359,-0.001411341279944578,0.0,-0.0017959931811778462,0.009773128036560164
5360,-0.0013428264071584373,5e-324,-0.001730738499145179,0.0075266148619577145
5361,-0.0012962985187036091,5e-324,-0.001666701890729816,0.004647419264153574
5362,-0.0012679584167796243,0.0,-0.0016113475344667894,0.0017891410772171712
5363,-0.0012532620269825046,-5e-324,-0.001567640927868208,-0.0005256885241696763
5364,-0.0012478633679300355,-5e-324,-0.0015356603502916233,-0.001979097016261755
5365,-0.0012481096665972746,0.0,-0.0015138761533864953,-0.002421750557324187
5366,-0.001251222201685498,5e-324,-0.001500074478162472,-0.0018270985702099063
5367,-0.001255278984821806,5e-324,-0.0014919602005994959,-0.00027646639618594815
5368,-0.0012590901302912405,0.0,-0.0014875014361701577,0.002023795681665441
5369,-0.0012620305888177974,-5e-324,-0.0014850847941270118,0.004696037232661543
5370,-0.0012638717538766553,-5e-324,-0.0014835450766665925,0.007150440211313724
5371,-0.0012646350573375376,0.0,-0.0014821215240036212,0.008664765357879523
5372,-0.0012644773913754737,5e-324,-0.0014803792952379213,0.008695857768618143
5373,-0.0012636095252754886,5e-324,-0.0014781222593489574,0.007242652401785232
5374,-0.001262243732899182,0.0,-0.001475312689403263,0.004838122773818787
5375,-0.0012605646144938643,-5e-324,-0.0014720055601438187,0.0021508820141074025
5376,-0.0012587166694915108,-5e-324,-0.001468299748186075,-0.0003435012257033687
5377,-0.001256802805941093,0.0,-0.0014643051371080462,-0.0024117257056706087
5378,-0.001254889101015344,5e-324,-0.001460122939607178,-0.003994196368966696
5379,-0.0012530123807720228,5e-324,-0.0014558359747435246,-0.005137634156240134
5380,-0.0012511883418593328,0.0,-0.0014515057586759195,-0.0059417907551451155
5381,-0.0012494188824222485,-5e-324,-0.0014471737557758546,-0.006519613833373961
5382,-0.0012476980110359692,-5e-324,-0.0014428647635422731,-0.006968260640216939
5383,-0.0012460161754074273,0.0,-0.0014385910235364396,-0.007347750963445976
5384,-0.0012443631354981388,5e-324,-0.0014343561819529227,-0.007664440598086686
5385,-0.0012427296454902148,5e-324,-0.0014301586351464501,-0.007857628368721836
5386,-0.0012411082508579918,0.0,-0.0014259940856106712,-0.007789307783373611
5387,-0.0012394934888156905,-5e-324,-0.0014218573178892968,-0.007239208778338835
5388,-0.0012378817317555413,-5e-324,-0.0014177433044159637,-0.005909708461134144
5389,-0.0012362708541849843,0.0,-0.0014136477921251611,-0.0034477101923655606
5390,-0.0012346598467396497,5e-324,-0.0014095675230126337,0.0005071649744138318
5391,-0.0012330484527466323,5e-324,-0.0014055002225557,0.006237351193417506
5392,-0.0012314368660697461,0.0,-0.001401444461249679,0.013814717972564172
5393,-0.0012298255034364214,-5e-324,-0.0013973994645383736,0.022913513321668133
5394,-0.0012282148485442956,-5e-324,-0.0013933649197163667,0.032569575870620704
5395,-0.001226605356818511,0.0,-0.001389340807086581,0.04101321081395115
5396,-0.001224997406513495,5e-324,-0.001385327267209635,0.045991491333683854
5397,-0.0012233912820235338,5e-324,-0.0013813245059506873,0.04582899438207244
5398,-0.001221787177251521,0.0,-0.00137733273318702,0.04052260715175904
5399,-0.0012201852096273003,-5e-324,-0.0013733521283714745,0.03175416587997537
5400,-0.001218585438132247,-5e-324,-0.0013693828255778029,0.02180451139879147
5401,-0.0012169878811211232,0.0,-0.0013654249113342343,0.012474722160872753
5402,-0.0012153925316386038,5e-324,-0.0013614784298215388,0.004745547680068185
5403,-0.0012137993692923343,5e-324,-0.0013575433914484458,-0.001055360588110954
5404,-0.0012122083686270102,0.0,-0.001353619782145099,-0.0050056899511403685
5405,-0.0012106195044383483,-5e-324,-0.0013497075718036378,-0.007396956899376805
5406,-0.0012090327546783186,-5e-324,-0.001345806721114673,-0.008599836092247681
5407,-0.0012074481016410843,0.0,-0.0013419171865983737,-0.008979021010160348
5408,-0.0012058655320352774,5e-324,-0.001338038923960505,-0.008846922113500355
5409,-0.0012042850364328839,5e-324,-0.0013341718900706234,-0.008445070371204677
5410,-0.0012027066084449034,0.0,-0.0013303160439137596,-0.0079433466048775
5411,-0.0012011302438583726,-5e-324,-0.0013264713468443268,-0.007449176809150249
5412,-0.0011995559398668698,-5e-324,-0.0013226377624215302,-0.0070210065324458615
5413,-0.0011979836944574496,0.0,-0.0013188152560347222,-0.006682333295647602
5414,-0.0011964135059636671,5e-324,-0.001315003794462144,-0.006434163381598301
5415,-0.0011948453727731456,5e-324,-0.0013112033454532601,-0.0062649240885666035
5416,-0.0011932792931595992,0.0,-0.0013074138773790378,-0.006157637079406086
5417,-0.0011917152652044516,-5e-324,-0.0013036353589677696,-0.006094613088184264
5418,-0.0011901532867808484,-5e-324,-0.0012998677591229968,-0.0060601448293446936
5419,-0.0011885933555718653,0.0,-0.0012961110468112103,-0.006041730749270169
5420,-0.0011870354691079221,5e-324,-0.0012923651910037859,-0.006030321602963129
5421,-0.0011854796248076394,5e-324,-0.0012886301606562789,-0.006019993277178726
5422,-0.0011839258200155856,0.0,-0.0012849059247109773,-0.006007346108674927
5423,-0.0011823740520343629,-5e-324,-0.0012811924521125562,-0.005990833544332608
5424,-0.0011808243181484768,-5e-324,-0.001277489711827895,-0.005970141860632827
5425,-0.0011792766156392132,0.0,-0.0012737976728664502,-0.0059456814284963855
5426,-0.0011777309417948523,5e-324,-0.0012701163042976304,-0.005918208009448422
5427,-0.001176187293916331,5e-324,-0.0012664455752640635,-0.005888566849285848
5428,-0.0011746456693174645,0.0,-0.0012627854549915885,-0.005857539076861595
5429,-0.0011731060653262793,-5e-324,-0.0012591359127944735,-0.005825765331884281
5430,-0.0011715684792816816,-5e-324,-0.0012554969180790798,-0.005793722377016808
5431,-0.00117003290853257,0.0,-0.001251868440344972,-0.00576173216528697
5432,-0.0011684993504359475,5e-324,-0.0012482504491844737,-0.005729987646400758
5433,-0.0011669678023549235,5e-324,-0.0012446429142823345,-0.005698584368728055
5434,-0.0011654382616577141,0.0,-0.001241045805414509,-0.005667551044107322
5435,-0.0011639107257165326,-5e-324,-0.0012374590924462692,-0.005636875434348099
5436,-0.0011623851919070338,-5e-324,-0.0012338827453323709,-0.005606524173134897
5437,-0.001160861657607426,0.0,-0.001230316734115,-0.005576456570740129
5438,-0.001159340120199026,5e-324,-0.0012267610289236064,-0.005546633235807397
5439,-0.0011578205770660377,5e-324,-0.0012232155999740701,-0.0055170206717742865
5440,-0.0011563030255953288,0.0,-0.0012196804175687581,-0.005487593028943749
5441,-0.00115478746317621,-5e-324,-0.0012161554520956352,-0.005458332047577175
5442,-0.0011532738872014336,-5e-324,-0.0012126406740280982,-0.005429226007777066
5443,-0.0011517622950667494,0.0,-0.001209136053924753,-0.005400268270872477
5444,-0.001150252684171127,5e-324,-0.0012056415624291938,-0.005371455790675883
5445,-0.0011487450519168663,5e-324,-0.0012021571702698908,-0.005342787807991023
5446,-0.0011472393957100424,0.0,-0.0011986828482594691,-0.005314264821826953
5447,-0.001145735712960172,-5e-324,-0.0011952185672949867,-0.005285887851865678
5448,-0.0011442340010804353,-5e-324,-0.0011917642983573784,-0.005257657961116768
5449,-0.0011427342574876764,0.0,-0.0011883200125111792,-0.00522957598662388
5450,-0.0011412364796021812,5e-324,-0.0011848856809043018,-0.005201642421434616
5451,-0.0011397406648481212,5e-324,-0.0011814612747678699,-0.005173857396078008
5452,-0.0011382468106527766,0.0,-0.001178046765416163,-0.005146220717531125
5453,-0.0011367549144474243,-5e-324,-0.001174642124246006,-0.005118731934673049
5454,-0.0011352649736660059,-5e-324,-0.0011712473227371012,-0.0050913904094803675
5455,-0.0011337769857459046,0.0,-0.0011678623324514192,-0.0050641953816702445
5456,-0.0011322909481279453,5e-324,-0.0011644871250334199,-0.005037146020842487
5457,-0.0011308068582556174,5e-324,-0.0011611216722094975,-0.005010241464488363
5458,-0.0011293247135757412,0.0,-0.0011577659457880918,-0.004983480842894128
5459,-0.0011278445115384672,-5e-324,-0.0011544199176590775,-0.0049568632933577605
5460,-0.0011263662495964999,-5e-324,-0.0011510835597940972,-0.004930387966683658
5461,-0.0011248899252068734,0.0,-0.0011477568442458952,-0.0049040540289522205
5462,-0.0011234155358289533,5e-324,-0.0011444397431478737,-0.004877860661330002
5463,-0.001121943078926102,5e-324,-0.001141132228714481,-0.004851807060354374
5464,-0.0011204725519651237,0.0,-0.001137834273240268,-0.0048258924407583725
5465,-0.0011190039524160422,-5e-324,-0.0011345458490997773,-0.004800116042491642
5466,-0.001117537277752656,-5e-324,-0.001131266928747543,-0.004774477143062006
5467,-0.0011160725254526493,0.0,-0.0011279974847174246,-0.004748975075542949
5468,-0.0011146096929969262,5e-324,-0.0011247374896222184,-0.004723609251407801
5469,-0.0011131487778697213,5e-324,-0.0011214869161539909,-0.00469837918558591
5470,-0.001111689777559044,0.0,-0.00111824573708319,-0.004673284518678988
5471,-0.0011102326895559012,-5e-324,-0.001115013925258923,-0.004648325028069777
5472,-0.0011087775113546305,-5e-324,-0.0011117914536085682,-0.004623500615873466
5473,-0.0011073242404531225,0.0,-0.0011085782951378853,-0.004598811257722324
5474,-0.0011058728743513768,5e-324,-0.0011053744229301277,-0.004574256893077777
5475,-0.001104423410552946,5e-324,-0.0011021798101468194,-0.004549837236439314
5476,-0.0011029758465642692,0.0,-0.0010989944300268117,-0.004525551491414648
5477,-0.00110153017989445,-5e-324,-0.0010958182558866159,-0.004501397958655229
5478,-0.0011000864080558115,-5e-324,-0.0010926512611199035,-0.004477373547164598
5479,-0.0010986445285638968,0.0,-0.0010894934191973404,-0.004453473229611871
5480,-0.0010972045389371354,5e-324,-0.0010863447036666418,-0.004429689528680836
5481,-0.0010957664366976205,5e-324,-0.0010832050881517952,-0.004406012184203112
5482,-0.001094330219370554,0.0,-0.0010800745463532269,-0.004382428227864277
5483,-0.0010928958844849124,-5e-324,-0.00107695305204758,-0.004358922776439456
5484,-0.001091463429572448,-5e-324,-0.0010738405790872707,-0.0043354809312017295
5485,-0.0010900328521696867,0.0,-0.0010707371014000433,-0.004312091215644465
5486,-0.0010886041498158194,5e-324,-0.0010676425929891376,-0.004288750959217658
5487,-0.0010871773200535895,5e-324,-0.0010645570279331218,-0.004265473891637228
5488,-0.001085752360429515,0.0,-0.0010614803803849493,-0.004242299889394507
5489,-0.0010843292684931116,-5e-324,-0.0010584126245725134,-0.004219306246600052
5490,-0.001082908041797559,-5e-324,-0.0010553537347981479,-0.004196618965341403
5491,-0.001081488677899145,0.0,-0.001052303685438405,-0.004174421340965351
5492,-0.0010800711743567115,5e-324,-0.001049262450943611,-0.004152955574314721
5493,-0.0010786555287330968,5e-324,-0.0010462300058383667,-0.004132511389316251
5494,-0.0010772417385928046,0.0,-0.0010432063247203804,-0.004113393926250319
5495,-0.0010758298015041134,-5e-324,-0.0010401913822611353,-0.004095861969939829
5496,-0.0010744197150380774,-5e-324,-0.0010371851532051668,-0.004080027553179044
5497,-0.001073011476767638,0.0,-0.0010341876123702298,-0.004065710116182841
5498,-0.0010716050842702884,5e-324,-0.0010311987346466878,-0.004052243926718213
5499,-0.0010702005351252986,5e-324,-0.0010282184949977902,-0.004038247764041603
5500,-0.0010687978269158238,0.0,-0.001025246868459062,-0.004021382298370346
5501,-0.0010673969572277953,-5e-324,-0.0010222838301381931,-0.003998144118601221
5502,-0.0010659979236512518,-5e-324,-0.0010193293552149818,-0.003963775992084639
5503,-0.0010646007237790078,0.0,-0.001016383418940836,-0.003912408987758242
5504,-0.0010632053552077636,5e-324,-0.0010134459966387177,-0.0038375891820000563
5505,-0.0010618118155368839,5e-324,-0.001010517063702976,-0.003733371633450666
5506,-0.0010604201023701743,0.0,-0.001007596595598903,-0.003596174135509278
5507,-0.001059030213313994,-5e-324,-0.0010046845678626792,-0.0034275542837949313
5508,-0.001057642145978921,-5e-324,-0.0010017809561008728,-0.0032379813388309087
5509,-0.0010562558979777537,0.0,-0.0009988857359907732,-0.0030514906276150056
5510,-0.0010548714669266213,5e-324,-0.0009959988832796696,-0.002910803381927285
5511,-0.0010534888504447615,5e-324,-0.0009931203737848504,-0.002882045158939417
5512,-0.0010521080461544097,0.0,-0.000990250183393493,-0.0030425417316193304
5513,-0.0010507290516809098,-5e-324,-0.0009873882880622742,-0.003417807895426783
5514,-0.0010493518646523814,-5e-324,-0.0009845346638173158,-0.0038946851444270347
5515,-0.0010479764826999416,0.0,-0.0009816892867541838,-0.004207336769909142
5516,-0.0010466029034587043,5e-324,-0.0009788521330374444,-0.00400531748575661
5517,-0.001045231124566226,5e-324,-0.0009760231789007756,-0.002914804430553475
5518,-0.0010438611436639489,0.0,-0.0009732024006463558,-0.0005676678294485038
5519,-0.0010424929583964238,-5e-324,-0.0009703897746453083,0.0033576362560833184
5520,-0.0010411265664117542,-5e-324,-0.0009675852773369797,0.009054971009988755
5521,-0.0010397619653610413,0.0,-0.0009647888852289399,0.016460063104025924
5522,-0.0010383991528979397,5e-324,-0.0009620005748969263,0.025066493431873615
5523,-0.001037038126679768,5e-324,-0.0009592203229844554,0.0337711638801832
5524,-0.0010356788843652875,0.0,-0.0009564481062025454,0.04097751721483556
5525,-0.001034321423616369,-5e-324,-0.000953683901329716,0.04505093708151031
5526,-0.0010329657420967697,-5e-324,-0.000950927685211489,0.0448900309614374
5527,-0.0010316118374725791,0.0,-0.0009481794347603878,0.040387418232041616
5528,-0.001030259707413106,5e-324,-0.0009454391269555495,0.03260880027839208
5529,-0.0010289093495896573,5e-324,-0.000942706738842336,0.02337716136687895
5530,-0.0010275607616769822,0.0,-0.0009399822475325004,0.014417734722945053
5531,-0.001026213941352827,-5e-324,-0.0009372656302035764,0.006802782741208713
5532,-0.0010248688862984912,-5e-324,-0.0009345568640991009,0.0009581345010882814
5533,-0.0010235255941986043,0.0,-0.0009318559265279469,-0.0031183613813661193
5534,-0.0010221840627414602,5e-324,-0.000929162794864602,-0.00566535598057083
5535,-0.001020844289618461,5e-324,-0.0009264774465487235,-0.007020300625723008
5536,-0.001019506272525672,0.0,-0.0009237998590855279,-0.0075299943365010336
5537,-0.0010181700091611567,-5e-324,-0.0009211300100448461,-0.0074998371377237305
5538,-0.0010168354972271976,-5e-324,-0.0009184678770615129,-0.0071713128035797435
5539,-0.0010155027344286305,0.0,-0.0009158134378352556,-0.00671811387531096
5540,-0.001014171718473733,5e-324,-0.0009131666701304164,-0.006253101248140602
5541,-0.0010128424470734476,5e-324,-0.000910527551775786,-0.0058403236154305205
5542,-0.0010115149179420468,0.0,-0.0009078960606640485,-0.005508222321531031
5543,-0.001010189128796024,-5e-324,-0.0009052721747522807,-0.005261718822355488
5544,-0.0010088650773552033,-5e-324,-0.0009026558720612865,-0.00509206073476276
5545,-0.001007542761342184,0.0,-0.0009000471306753188,-0.004984105581841924
5546,-0.001006222178482008,5e-324,-0.0008974459287422465,-0.004921208778455144
5547,-0.0010049033265032703,5e-324,-0.0008948522444727769,-0.00488812972097552
5548,-0.001003586203137563,0.0,-0.0008922660561409002,-0.004872451102984954
5549,-0.001002270806118588,-5e-324,-0.0008896873420829454,-0.004864985047676407
5550,-0.001000957133184155,-5e-324,-0.0008871160806979139,-0.0048595641380435595
5551,-0.0009996451820748486,0.0,-0.0008845522504469239,-0.004852520191515719
5552,-0.00099833495053403,5e-324,-0.000881995829853488,-0.004842060266905035
5553,-0.0009970264363082793,5e-324,-0.000879446797502903,-0.004827669607387675
5554,-0.0009957196371471744,0.0,-0.0008769051320421384,-0.00480960966351851
5555,-0.0009944145508027358,-5e-324,-0.0008743708121800031,-0.0047885361302605345
5556,-0.0009931111750305366,-5e-324,-0.000871843816686757,-0.004765234676908925
5557,-0.0009918095075881483,0.0,-0.0008693241243941108,-0.004740457281042221
5558,-0.0009905095462361402,5e-324,-0.0008668117141948373,-0.004714836201910488
5559,-0.0009892112887374127,5e-324,-0.0008643065650429382,-0.004688852461662063
5560,-0.000987914732857642,0.0,-0.0008618086559533111,-0.00466283871667883
5561,-0.00098661987636528,-5e-324,-0.0008593179660014716,-0.0046370007703416816
5562,-0.0009853267170315538,-5e-324,-0.0008568344743236089,-0.00461144651064016
5563,-0.0009840352526306884,0.0,-0.0008543581601161421,-0.004586215069776967
5564,-0.0009827454809401281,5e-324,-0.0008518890026358306,-0.0045613021908254
5565,-0.0009814573997407594,5e-324,-0.0008494269811992194,-0.00453668008944641
5566,-0.0009801710068172431,0.0,-0.0008469720751826948,-0.004512311602707042
5567,-0.000978886299957682,-5e-324,-0.0008445242640223727,-0.004488159277115766
5568,-0.0009776032769545084,-5e-324,-0.0008420835272137106,-0.004464190436270554
5569,-0.0009763219356040409,0.0,-0.0008396498443111744,-0.004440379343622403
5570,-0.0009750422737060394,5e-324,-0.0008372231949286268,-0.004416707467622016
5571,-0.0009737642890634834,5e-324,-0.000834803558738717,-0.0043931626613608055
5572,-0.0009724879794825725,0.0,-0.0008323909154729359,-0.004369737851797506
5573,-0.0009712133427716152,-5e-324,-0.000829985244921283,-0.0043464296336716
5574,-0.0009699403767402526,-5e-324,-0.0008275865269324334,-0.004323236999496216
5575,-0.000968669079200124,0.0,-0.0008251947414132377,-0.004300160315386936
5576,-0.000967399447963202,5e-324,-0.0008228098683288887,-0.004277200570432682
5577,-0.0009661314808429022,5e-324,-0.0008204318877024774,-0.004254358878206355
5578,-0.0009648651756541948,0.0,-0.000818060779614882,-0.0042316361847166695
5579,-0.0009636005302138262,-5e-324,-0.0008156965242047676,-0.004209033129791706
5580,-0.0009623375423420955,-5e-324,-0.0008133391016679203,-0.004186550011964774
5581,-0.0009610762098621883,0.0,-0.0008109884922574695,-0.004164186815337256
5582,-0.0009598165306011763,5e-324,-0.0008086446762833877,-0.004141943267123138
5583,-0.0009585585023900167,5e-324,-0.0008063076341123243,-0.004119818904435912
5584,-0.0009573021230645518,0.0,-0.0008039773461673838,-0.004097813137220463
5585,-0.0009560473904639544,-5e-324,-0.0008016537929282364,-0.004075925300598415
5586,-0.0009547943024323935,-5e-324,-0.0007993369549305629,-0.004054154694323353
5587,-0.0009535428568169246,0.0,-0.0007970268127659441,-0.004032500609804979
5588,-0.0009522930514684891,5e-324,-0.0007947233470824155,-0.004010962346623792
5589,-0.0009510448842401376,5e-324,-0.0007924265385834683,-0.003989539221009641
5590,-0.0009497983529873633,0.0,-0.0007901363680283269,-0.003968230568735187
5591,-0.0009485534555675468,-5e-324,-0.0007878528162323373,-0.003947035744528371
5592,-0.0009473101898401781,-5e-324,-0.0007855758640660238,-0.003925954119633368
5593,-0.0009460685536657465,0.0,-0.0007833054924555882,-0.003904985078674983
5594,-0.0009448285449069616,5e-324,-0.0007810416823826327,-0.003884128016554911
5595,-0.0009435901614278652,5e-324,-0.0007787844148838263,-0.0038633823357799857
5596,-0.000942353401095386,0.0,-0.0007765336710510162,-0.0038427474443876175
5597,-0.0009411182617790059,-5e-324,-0.0007742894320307281,-0.003822222754475635
5598,-0.0009398847413514266,-5e-324,-0.000772051679024055,-0.0038018076812631474
5599,-0.0009386528376883474,0.0,-0.0007698203932865466,-0.00378150164256974
5600,-0.0009374225486693533,5e-324,-0.0007675955561279313,-0.0037613040585914304
5601,-0.0009361938721771379,5e-324,-0.0007653771489119499,-0.003741214351870914
5602,-0.0009349668060987248,0.0,-0.0007631651530558559,-0.003721231947376613
5603,-0.0009337413483238022,-5e-324,-0.0007609595500305266,-0.0037013562726282423
5604,-0.0009325174967460548,-5e-324,-0.0007587603213603522,-0.0036815867578298134
5605,-0.000931295249261499,0.0,-0.0007565674486227913,-0.003661922835987097
5606,-0.0009300746037697039,5e-324,-0.0007543809134483714,-0.0036423639429968846
5607,-0.000928855558173014,5e-324,-0.0007522006975205775,-0.003622909517709272
5608,-0.0009276381103758835,0.0,-0.0007500267825758522,-0.0036035590019615205
5609,-0.0009264222582853199,-5e-324,-0.0007478591504034293,-0.003584311840591159
5610,-0.0009252079998111062,-5e-324,-0.0007456977828449451,-0.003565167481434095
5611,-0.000923995332864358,0.0,-0.0007435426617949936,-0.003546125375311515
5612,-0.0009227842553585219,5e-324,-0.0007413937692004047,-0.0035271849760107887
5613,-0.0009215747652095985,5e-324,-0.0007392510870602997,-0.0035083457402631524
5614,-0.0009203668603354753,0.0,-0.0007371145974259252,-0.0034896071277216167
5615,-0.0009191605386570378,-5e-324,-0.000734984282400708,-0.0034709686009379848
