frame,cell_0_derivative,cell_1_derivative,cell_2_derivative,cell_4_derivative
213,-0.0007738579432737813,-4.5365788825752775e-05,-0.0023006975031748533,-0.0017613112391410835
214,-0.0008581191635077534,-4.304997619937066e-05,-0.0007521242012349383,-0.001751904149366601
215,-0.0009871366197486964,-4.085238016587596e-05,0.0010167898867780023,-0.0017425473807717307
216,-0.00116548328823185,-3.8766966054646084e-05,0.0027485414644176087,-0.0017332406289362612
217,-0.0013894566649158557,-3.67880072499714e-05,0.004107849083055282,-0.0017239835503826684
218,-0.0016412937651527626,-3.4910069465868146e-05,0.004768452175571203,-0.0017147757490010296
219,-0.0018821281676334456,-3.312799582358265e-05,0.004581565021519851,-0.001705616764590856
220,-0.002044382839991199,-3.143689269078905e-05,0.0036683157979126024,-0.001696506067964454
221,-0.0020249895155552977,-2.9832116243589876e-05,0.0023384021672779864,-0.0016874430690818065
222,-0.0016817477030219852,-2.830925971441763e-05,0.0009174989098867936,-0.0016784271467717993
223,-0.0008362420322161057,-2.6864141290838654e-05,-0.00036718340536379124,-0.0016694577102699393
224,0.0007120947803952449,-2.5492792632045725e-05,-0.001398505999489208,-0.0016605343033462838
225,0.0031551873271818964,-2.4191447971530055e-05,-0.0021358669701471156,-0.0016516567601553844
226,0.006622755908036626,-2.295653377602856e-05,-0.0025820046017351883,-0.0016428254167574208
227,0.01110060530030077,-2.1784658932370155e-05,-0.0027586763399993774,-0.0016340413719344582
228,0.016317867479516912,-2.0672605435286494e-05,-0.0026915205361291994,-0.001625306773805013
229,0.021627982380091115,-1.9617319550624824e-05,-0.0024036385104099223,-0.0016166250835057405
230,0.026017623785245303,-1.8615903429696433e-05,-0.0019171658790170243,-0.0016080012334263039
231,0.028407282167845938,-1.7665607151729e-05,-0.0012620545788515347,-0.0015994415564472009
232,0.028121999603151537,-1.6763821172563313e-05,-0.0004912009893928149,-0.001590953318454269
233,0.025212764879184113,-1.590806915884469e-05,0.0002993026342351657,-0.0015825436472651777
234,0.020457857291392822,-1.5096001188020798e-05,0.0009504706880063551,-0.0015742176305716393
235,0.01500075602696227,-1.4325387295460658e-05,0.0012677081927460199,-0.0015659753735880466
236,0.00982981074660938,-1.3594111350967095e-05,0.0011397938652384365,-0.0015578078905873483
237,0.005511747734694206,-1.2900165247859926e-05,0.0006363833866424029,-0.001549691885948723
238,0.002245582655613143,-1.224164338867176e-05,-5.592546579746838e-05,-0.0015415837947874156
239,1.622860412719973e-07,-1.1616737452311557e-05,-0.0007656074248272304,-0.001533413931758043
240,-0.0013788279326162334,-1.102373142833132e-05,-0.0013906775827138285,-0.0015250822555468724
241,-0.002093119016085221,-1.0460996904662612e-05,-0.0018886379587707003,-0.0015164580816436901
242,-0.002343580964638159,-9.926988595889503e-06,-0.0022565567376170437,-0.0015073870010875456
243,-0.002303624322812059,-9.420240099785026e-06,-0.0025146463629717175,-0.0014977091442628376
244,-0.0021081671628071508,-8.939359870462847e-06,-0.0026937036699384853,-0.0014872935172371426
245,-0.0018526952190224266,-8.483027397091397e-06,-0.002825957943441204,-0.0014760930542284112
246,-0.0015980330236440299,-8.049989577681561e-06,-0.0029384722683748477,-0.0014642237510554823
247,-0.0013776360643092955,-7.639057277992312e-06,-0.003048155237762029,-0.0014520681165047233
248,-0.0012053026339267081,-7.249102066104915e-06,-0.0031575822265856868,-0.001440397467515231
249,-0.0010820892590045483,-6.8790531136989855e-06,-0.003251143217160246,-0.0014304986004098907
250,-0.0010018672708748122,-6.527894255519448e-06,-0.0032914960114512892,-0.00142427762646391
251,-0.0009553955293787331,-6.1946611989578785e-06,-0.003216891416488399,-0.0014242973309571139
252,-0.0009330426819819104,-5.878438876082666e-06,-0.002940631108822811,-0.0014336853125403448
253,-0.0009264157962286523,-5.578358930844376e-06,-0.002354679640165336,-0.0014558308622795169
254,-0.0009291827444881662,-5.293597334553313e-06,-0.0013401975292978152,-0.0014937735753398629
255,-0.0009373484946303412,-5.023372123080975e-06,0.0002116549523478728,-0.001549183182586844
256,-0.0009491871907912897,-4.766941249571653e-06,0.002365108931151161,-0.0016208481490779802
257,-0.0009649613435346316,-4.5236005467680194e-06,0.005088389554068873,-0.001702643240808266
258,-0.0009864889575043057,-4.292681793355882e-06,0.008184274175180528,-0.0017810486631126832
259,-0.001016557094771442,-4.073550879019281e-06,0.011204778002400828,-0.0018324608372964901
260,-0.0010581321755068762,-3.865606063168297e-06,0.013443320784891966,-0.001820779293147723
261,-0.0011132890450744615,-3.6682763225581976e-06,0.01418905755648181,-0.00169607832212465
262,-0.0011817795739178516,-3.481019783262298e-06,0.013162993367186071,-0.001395561676702961
263,-0.0012591964907174846,-3.3033222326917205e-06,0.010714255417564877,-0.000848412009455124
264,-0.0013347704598339893,-3.134695707574104e-06,0.0075656013235100295,1.3497229034986624e-05
265,-0.0013889799524369195,-2.974677154011936e-06,0.0043928297008071215,0.0012368938170357335
266,-0.0013913638742180101,-2.822827155938166e-06,0.0016106861171725217,0.0028184871101813447
267,-0.001299208873859703,-2.67872872847597e-06,-0.0006038348962568163,0.0046653801003333495
268,-0.0010581255618429264,-2.541986172887372e-06,-0.002223439286965667,0.0065452656024566624
269,-0.0006058964312426474,-2.4122239899659556e-06,-0.003298544870343423,0.008030246070785063
270,0.00011869448191237364,-2.289085848890264e-06,-0.0039034174768003416,0.008583544396050191
271,0.0011601662009808056,-2.172233608707884e-06,-0.004099666365489751,0.007941667425549193
272,0.0025220402095028627,-2.061346389765327e-06,-0.003915273219408655,0.006379449656659875
273,0.0041328796370520005,-1.9561196925367314e-06,-0.003337488412127665,0.004440669734256775
274,0.0058031069052753015,-1.8562645614345313e-06,-0.002318798288188262,0.002555027833894885
275,0.007176613088692441,-1.761506791308401e-06,-0.0007962817637737762,0.000953086205351561
276,0.007792403581101559,-1.671586174455327e-06,0.001274410563770756,-0.00027574244581141105
277,0.007387039647069105,-1.5862557860738586e-06,0.0038689577256437735,-0.0011321546327812682
278,0.0061387838987829735,-1.505281306200061e-06,0.006827521055156938,-0.0016666098870420365
279,0.004491373467609638,-1.4284403762619463e-06,0.00977826718399788,-0.0019503134871051708
280,0.002832062008918168,-1.3555219884838766e-06,0.012129392463614552,-0.0020563563389401907
281,0.001383686466070122,-1.286325906462378e-06,0.013259276946106291,-0.0020489985227925
282,0.00023919554110229946,-1.22066211532157e-06,0.012833740723754539,-0.0019788888459736365
283,-0.000592612535367576,-1.1583502999388886e-06,0.010983485793921055,-0.0018822038318028755
284,-0.0011498856050998763,-1.0992193498111562e-06,0.008221025493657108,-0.0017820693411367272
285,-0.0014899396330738668,-1.0431068892063924e-06,0.005182191855867102,-0.0016910625273044988
286,-0.001670116524155496,-9.898588313182505e-07,0.002370996751925758,-0.0016139995875121826
287,-0.0017357215278317462,-9.393289552067723e-07,6.561837379837065e-05,-0.0015505539366913457
288,-0.0017133678330951696,-8.913785043707044e-07,-0.001635321195181727,-0.001497505150946432
289,-0.0016083601536821535,-8.458758058518653e-07,-0.0027389508513959715,-0.00145059266690456
290,-0.0014052925229264268,-8.026959088200515e-07,-0.0033023235582055888,-0.0014060489851746016
291,-0.0010716776562410546,-7.617202416269949e-07,-0.003395245097603028,-0.0013619262511212482
292,-0.000565050870189765,-7.228362863495686e-07,-0.003080504695417652,-0.0013193173827577565
293,0.00015550833527799846,-6.859372698658448e-07,-0.002409554473304154,-0.001283515325365192
294,0.0011122407192150074,-6.509218705251265e-07,-0.0014316616088763112,-0.001265055911087165
295,0.002284903274854422,-6.176939394881741e-07,-0.00021470704004133978,-0.0012804548046066455
296,0.003579959760637519,-5.861622358336379e-07,0.0011243140381285155,-0.0013522831168524263
297,0.004793927675904586,-5.56240174561328e-07,0.0023828062597319732,-0.0015080421419731427
298,0.005608437406458,-5.278455866873505e-07,0.003270030062499041,-0.001777119874471822
299,0.005720451667061921,-5.009004907382727e-07,0.003510421160700883,-0.0021849825318341898
300,0.005076869625350922,-4.7533087513317624e-07,0.0030146015140279925,-0.0027437378742360408
301,0.003929109938323072,-4.510664912144318e-07,0.0019489362825340084,-0.0034383940659294954
302,0.0026218933586195092,-4.2804065706680926e-07,0.0006296386515143304,-0.004208643372191123
303,0.0014021860667531305,-4.0619007275281494e-07,-0.000638535955031605,-0.004926956190244913
304,0.0003948753857219156,-3.8545464816828657e-07,-0.0016393096219409209,-0.005375308051046079
305,-0.0003594646910631827,-3.6577734532595547e-07,-0.0022338876117803386,-0.005225075510299937
306,-0.0008723567659821851,-3.4710403738925797e-07,-0.002330330006102832,-0.004027534758597767
307,-0.0011825995804806144,-3.293833870150151e-07,-0.001865399892788111,-0.0012258288098427883
308,-0.001338872766340593,-3.1256674624705034e-07,-0.0008021806016100808,0.003797166237765187
309,-0.0013887857008638704,-2.9660807897037505e-07,0.0008544380619797121,0.01161770596362216
310,-0.001372962289706403,-2.814639043531205e-07,0.003023453716334279,0.022598307302730714
