frame,cell_0_normalized,cell_1_normalized,cell_2_normalized,cell_4_normalized
38,0.1578705744826755,0.03270146595148524,-3.867160656109962e-05,-1.0036590069264058e-05
39,0.15770697229703393,0.022580769315203145,-2.1511124119395335e-05,-1.3296435376830058e-05
40,0.15753391723204055,-0.0011924488062127624,1.4726437779853614e-05,-1.5961145241007198e-05
41,0.15735117251419545,-0.04387159673289873,7.664918089404673e-05,-1.6903419116039885e-05
42,0.15715983163747166,-0.1103631103388576,0.00016996663286419,-1.4503795339993707e-05
43,0.1569615254150491,-0.2037554263909193,0.00029737841451799236,-6.646331078675392e-06
44,0.15675790927714686,-0.32310145254018785,0.00045548869218740926,9.168702170489622e-06
45,0.15655038600471813,-0.4603900093197026,0.000630708709222927,3.552797787896113e-05
46,0.1563400144495737,-0.5967864691223276,0.0007943248548192162,7.454749097470901e-05
47,0.15612755999528194,-0.6984649709761526,0.0008972555514823853,0.00012697892997587225
48,0.15591365141317637,-0.7127140211746308,0.0008655182873048479,0.00019092564013868814
49,0.15569901659910768,-0.5654814528932897,0.0005980804116539314,0.00026016460307565177
50,0.1554847728437698,-0.16211681189177884,-3.0459923539178937e-05,0.00032216359803561635
51,0.15527274316989945,0.606287302883399,-0.0011591133490108567,0.00035602868940490733
52,0.1550657571530716,1.8479732875373729,-0.002917747451555729,0.0003308239601198821
53,0.15486787189334306,3.643709465246644,-0.005388183459573023,0.0002049718827227627
54,0.15468441729910853,6.005002793916795,-0.008545542587194432,-7.224758673617085e-05
55,0.15452173269824557,8.823794254926812,-0.012178131055059379,-0.000555768460739899
56,0.15438642533660263,11.847697729755474,-0.015787980295274423,-0.0012948078886179926
57,0.15428395621498478,14.725993695734138,-0.018480563081518596,-0.002316304384258665
58,0.15421636094562596,17.122687969166336,-0.01886171345144967,-0.003600390852686183
59,0.15417896476583326,18.8261481157924,-0.014972586167410758,-0.0050474241034139476
60,0.15415607888430088,19.78572922859651,-0.004309156567852811,-0.006437755704453735
61,0.1541159006519629,20.07495774731851,0.016010211141112517,-0.007388147514631968
62,0.15400521201132034,19.8311659024912,0.048850242782322126,-0.0073127013167371465
63,0.15374499917438156,19.208207210399014,0.09634978681677643,-0.0054014303875314865
64,0.15322879947172463,18.348094065586526,0.15887457839367514,-0.0006359187566339513
65,0.15232637764697113,17.366912187285624,0.23400127797460013,0.008131786651500874
66,0.15089614167614313,16.350524692085706,0.3163864989823455,0.02200514283093039
67,0.14881034059945314,15.356268565758864,0.39892349901189955,0.04173935671461437
68,0.14599724870517666,14.417737980656039,0.4745395508200778,0.06727689497578795
69,0.14250381245179042,13.550632417885275,0.5378157367930904,0.09715187338685206
70,0.13858007697234268,12.758407906817032,0.5859890314647391,0.12826800725718926
71,0.13478248611320748,12.037059801725176,0.6190232382567091,0.1568520301639095
72,0.13208622266244077,11.37878218683247,0.6388316581486583,0.18007439989936547
73,0.13198662145711695,10.774513762112575,0.6482623234401889,0.19678337347354719
74,0.13655621792317035,10.21552522189769,0.650345566854179,0.20713110236125026
75,0.14840776396994146,9.694262633178782,0.6478770427098801,0.21198880113318067
76,0.17049626254403047,9.204665430215815,0.6432442256171704,0.21255773518160756
77,0.20567808803814697,8.74215055708249,0.6384080932456705,0.21015397009475678
78,0.2560433578164805,8.303413582914272,0.6349624747677935,0.2061312359324535
79,0.3222969805092696,7.88615483768341,0.6342061819479513,0.20190026707703682
80,0.4035002675498227,7.488800438521728,0.6371747982296784,0.19900017847464063
81,0.4971594037413145,7.110257570227227,0.6445892743018399,0.19917473308415498
82,0.5994716918575274,6.749721218244686,0.6566884139774362,0.20440209125992928
83,0.7056515991947289,6.406534978486992,0.6729244814742659,0.2168207206785056
84,0.8103433238740392,6.08010015168857,0.6916846321089845,0.23848819781960712
85,0.9081297753302104,5.769823450227036,0.7105286970226213,0.2709071303567208
86,0.9941422585910253,5.475092796782641,0.72709979083534,0.3142588615392502
87,1.0647667766414717,5.195271636698978,0.7399706251576458,0.36645962455923775
88,1.1183194099262177,4.929703992818332,0.7487729382199645,0.4227414022288234
89,1.1553072385487804,4.677724534124497,0.7538501782047208,0.4767604225999725
90,1.1779874479934425,4.438669828210508,0.7558934380512283,0.522967835282212
91,1.189496833720246,4.211888511737711,0.7556933451662501,0.5583858216926525
92,1.1930665749856517,3.9967492821013697,0.7539894236409757,0.5826504358013462
93,1.1915442354264656,3.792646407012912,0.7513936138939511,0.5970603583039615
94,1.1871808628225131,3.5990029278950737,0.7483650917728307,0.6036597434633902
95,1.1815938451721089,3.4152719739547073,0.7452168515443315,0.6046306785216443
96,1.1758327585518014,3.2409366806359574,0.7421389787021246,0.6019385272904864
97,1.1704944170536942,3.075509181893199,0.7392280311185762,0.5971648126070674
98,1.1658510402965174,2.918529068806293,0.7365158535618659,0.5914662998711565
99,1.161969997379016,2.7695616113642116,0.7339942082387004,0.5856093979844774
100,1.1588143031265656,2.6281959470292104,0.7316337814435105,0.5800416109730677
101,1.1563200329757828,2.494043360391637,0.7293975244835106,0.5749738929083604
102,1.154450600276766,2.36673571728938,0.7272490663239048,0.5704579753300139
103,1.1532290949132706,2.245924074192917,0.7251572678255478,0.5664505283377688
104,1.1527493486303937,2.131277456978414,0.723098028241426,0.5628614207410169
105,1.1531647940726093,2.022481788926267,0.7210543288930223,0.559586702200004
106,1.1546522406941861,1.919238942288634,0.7190152982710153,0.5565287047134947
107,1.1573461568707613,1.8212658878925885,0.7169748679239125,0.5536063211523361
108,1.1612387662617447,1.7282939204741379,0.7149303948102991,0.5507584738721345
109,1.1660489205952027,1.640067941965319,0.7128814697895919,0.5479433576546489
110,1.1711602830568133,1.5563457896069735,0.710829017247913,0.5451354572741951
111,1.1758065750381048,1.4768975998663147,0.708774713301882,0.542321748108809
112,1.1794110148387085,1.4015052024042522,0.7067207013685181,0.5394979705948107
113,1.1817465938716978,1.3299615407107284,0.70466955454335,0.5366654610208638
114,1.182858344890545,1.2620701175976097,0.7026244149772678,0.5338287264208041
115,1.1829357688664062,1.1976444646652455,0.7005892235549791,0.5309937568236137
116,1.1822228629337326,1.1365076353137284,0.6985689331603587,0.5281669527707851
117,1.1809610390562637,1.0784917210117915,0.6965695730494524,0.5253544876626578
118,1.179357910823155,1.023437390494462,0.6945980012952714,0.5225619040432193
119,1.1775745884769746,0.9711934514308835,0.6926611522706957,0.5197937465379909
120,1.1757249222612778,0.9216164339504692,0.6907645673525391,0.5170530541383463
121,1.173881455167992,0.8745701952771802,0.688910006225741,0.5143405693576562
122,1.172084277197065,0.8299255446170766,0.6870919965542969,0.5116535754867987
123,1.1703502723079406,0.7875598873789497,0.685293320347347,0.5089843541018062
124,1.1686813006030283,0.7473568877792477,0.6834796883965515,0.5063183739274998
125,1.1670706320043527,0.7092061488840203,0.6815942502275685,0.5036324895767225
126,1.165507465861474,0.6730029091641763,0.6795531461031549,0.5008936505929601
127,1.1639796821070505,0.6386477546783067,0.6772440259878699,0.4980588936864566
128,1.162475131071301,0.6060463460431932,0.6745302923632097,0.4950776929974963
129,1.1609818358864812,0.5751091594010164,0.6712646591046951,0.49189802790071974
130,1.1594875000987586,0.5457512406408376,0.6673162571249578,0.4884777137851675
131,1.157978718795639,0.5178919721781019,0.6626156450997233,0.48480250420821824
132,1.1564403068054208,0.4914548516386706,0.6572212567090804,0.48091204189191006
133,1.1548551917460361,0.4663672818329156,0.6514084643288343,0.47693369752657744
134,1.153205368520575,0.4425603714408172,0.645777902624612,0.4731224503714881
135,1.1514744560697168,0.4199687458611682,0.6413723108131455,0.4699020068222039
136,1.14965240148027,0.3985303677073635,0.6397804120579252,0.46789817372875764
137,1.1477427886208549,0.37818636645930087,0.6431921499386066,0.46795013005826297
138,1.1457729597732826,0.3588808768060364,0.6543525990723724,0.4710790135117155
139,1.143806668413534,0.34056088523736916,0.6763439223117319,0.47838697978014133
140,1.1419581656742854,0.32317608446471185,0.7121094555125951,0.49085509452005993
141,1.1404054128844077,0.30667873527262735,0.7636272164435212,0.5090074261757013
142,1.1393984809222828,0.29102353542239906,0.8306804687278738,0.5324148350486069
143,1.1392571990142564,0.27616749524803885,0.9096297757204174,0.5592204525662675
144,1.1403499404989366,0.26206981960327963,0.9933564483375078,0.586303394536262
145,1.143043466809064,0.24869179583538562,1.0731495539654219,0.6104010776207542
146,1.147612640353605,0.23599668747808006,1.1415889639921613,0.6293500955733181
147,1.154099523529456,0.22394963337155593,1.1945573540477723,0.6424546785794568
148,1.1621152012581093,0.21251755193243263,1.2314183721118828,0.6501005355437838
149,1.1707280559502269,0.20166905031067706,1.2539322590022128,0.6532365905905482
150,1.178736546355775,0.19137433818394786,1.265000947545583,0.6529959361907749
151,1.185209981678466,0.18160514595257904,1.2677683406663705,0.6504613865528892
152,1.1897597884560853,0.17233464711052376,1.2650900292689147,0.6465425171724644
153,1.192425686972921,0.16353738457906467,1.2592786196881194,0.6419308983357711
154,1.1934755964920272,0.15518920080098872,1.2520357460577893,0.6371046025523049
155,1.193263291984826,0.14726717140326234,1.2444964984076656,0.6323593684775325
156,1.1921373995571916,0.1397495422460433,1.2373300790744237,0.6278503281515816
157,1.1903916827653518,0.1326156696851694,1.2308580493895516,0.6236339751665977
158,1.188246066925441,0.12584596388408723,1.2251664269055813,0.6197046303430586
159,1.1858491357580052,0.11942183501955894,1.2201993245163296,0.6160229661681764
160,1.183294891433093,0.11332564223342952,1.215829800859422,0.6125363071180806
161,1.1806486619138676,0.10754064519027755,1.211908587960283,0.609191653749582
162,1.1779786694347278,0.10205095810792682,1.208294038524394,0.605942932103072
163,1.1753906162875192,0.09684150613458659,1.2048676690519158,0.6027540746413066
164,1.1730625005823017,0.09189798395283146,1.2015396613081772,0.5995993811713952
165,1.1712756492910918,0.08720681649674662,1.198248093341414,0.5964623263958272
166,1.1704356611477225,0.08275512167436677,1.1949548391258709,0.5933336681604442
167,1.171073748553717,0.07853067499304375,1.1916402209614383,0.5902094228368947
168,1.1738152366086325,0.07452187599060342,1.1882977434947355,0.5870890390745465
169,1.1792984184146815,0.0707177163801106,1.1849296356016241,0.583973926545711
170,1.18802470736735,0.06710774982076718,1.1815434835480492,0.5808663786683766
171,1.200121724109972,0.06368206323193319,1.178149936710369,0.5777688579690782
172,1.2150351583600476,0.06043124957149822,1.1747612750430647,0.574683578049942
173,1.2313491178980367,0.05734638200385198,1.1713905136028877,0.5716123057940415
174,1.2470990841848753,0.05441898938651773,1.1680506575424627,0.56855631198294
175,1.260536761766571,0.0516410330081341,1.1647536945772614,0.5655164106573244
176,1.2707131941989536,0.04900488451390663,1.16150891653369,0.562493042290558
177,1.2774932504145313,0.04650330495791105,1.1583202056845017,0.5594863700331223
178,1.281258551635258,0.04412942492472501,1.1551820263198265,0.5564963702640597
179,1.2826253756357688,0.04187672566580119,1.1520740594221666,0.5535229078324194
180,1.2822570705348264,0.03973902119878148,1.1489547473954693,0.550565792723851
181,1.280753948366271,0.03771044132059635,1.145754515405015,0.5476248188403688
182,1.2786008318104838,0.03578541548770291,1.142370133399614,0.5446997876759201
183,1.276153542478113,0.03395865751919633,1.1386625774836832,0.5417905204556086
184,1.2736487487297266,0.032225151080789625,1.134461789226108,0.5388968622617439
185,1.2712254149397066,0.030580135909800268,1.1295827857316492,0.5360186811720501
186,1.2689497886805412,0.029019094743317833,1.1238583998496021,0.53315586475366
187,1.266838989171966,0.027537740913657207,1.117194145321067,0.5303083155646443
188,1.2648806532368857,0.026132006577034534,1.1096497604235964,0.5274759467102119
189,1.2630477605264219,0.02479803154314163,1.1015491799677999,0.5246586780255905
190,1.2613087992773027,0.02353215267494459,1.0936151954776288,0.5218564331179133
191,1.2596339875300397,0.022330893829597947,1.0871160499318184,0.5190691372802945
192,1.2579984754114306,0.021190956312851644,1.083998018771795,0.5162967161682728
193,1.2563834469034434,0.020109209820737845,1.0869604790318967,0.513539095075487
194,1.2547759129977059,0.019082683843662643,1.0994088061856149,0.5107961986378653
195,1.2531678127959964,0.01810855950929761,1.1251978830236935,0.5080679508143354
196,1.2515548604721904,0.01718416184187096,1.1680594062013316,0.5053542750228437
197,1.2499354195279648,0.01630695241660169,1.2305966781240056,0.5026550943437667
198,1.2483095622866585,0.015474522389105315,1.312987096554778,0.4999703317330339
199,1.2466783831998294,0.014684585880629649,1.4121383038073736,0.4972999102117483
200,1.2450435747081898,0.013934973700956326,1.5220225517285004,0.4946437530170738
201,1.2434072368050553,0.013223627391731274,1.634945487516972,0.49200178371115055
202,1.2417718681513432,0.01254859357386736,1.7429882844662061,0.48937392625184006
203,1.2401404703489451,0.011908018583497498,1.8392197158072536,0.48676010503247
204,1.2385166821412925,0.01130014338174911,1.9186122761759181,0.48416024489861575
205,1.2369048434296641,0.010723298724362612,1.9786350502101442,0.48157427114932794
206,1.2353098693709472,0.010175900577890248,2.019393017142532,0.47900210952885214
207,1.233736795064484,0.009656445769888543,2.043156018980041,0.47644368621330946
208,1.2321898379544338,0.009163507861160075,2.053431904411438,0.4738989277953612
209,1.2306708290245516,0.008695733228709765,2.0540510289712746,0.47136776126874935
210,1.2291769007993874,0.008251837348659192,2.048576146476157,0.4688501140138724
211,1.2276974100610714,0.007830601268911339,2.0400319672599725,0.466345913785242
212,1.2262102388023914,0.007430868261878899,2.030842665947908,0.4638550887017384
213,1.2246778805092602,0.0070515406480835836,2.0228797693666674,0.4613775672409813
214,1.2230440963690057,0.006691576781902996,2.0175406299737975,0.45891327823976025
215,1.2212324182800578,0.006349988191187014,2.015795204534076,0.45646215090318404
216,1.2191483559949476,0.006025836862888275,2.0181548293571034,0.45402411482579186
217,1.216687764708659,0.005718232667252635,2.0245332628475374,0.45159910002804377
218,1.2137543164156726,0.0054263309134962474,2.034066188766325,0.44918703701096696
219,1.2102891846737136,0.0051493300302572625,2.0451321506402684,0.4467878568297943
220,1.2063155985951148,0.00488646936445304,2.0557644107499247,0.44440149118363564
221,1.2019994572546824,0.00463702709249905,2.0642773288345904,0.44202787251199854
222,1.1977242594829831,0.0044003182381542666,2.069703967977919,0.4396669340799286
223,1.194173720590169,0.004175692791550605,2.0718331720849044,0.43731861002156536
224,1.1924082299319367,0.003962533924241713,2.070981063808488,0.43498283529759996
225,1.1939116184655556,0.003760256295369934,2.0677356052191977,0.43265954550704483
226,1.2005729121299638,0.003568304444300275,2.062778981646344,0.4303486764809503
227,1.2145550049176304,0.0033861512653075286,2.0567870237889236,0.4280501635801776
228,1.237990821587202,0.003213296560127798,2.050385070686117,0.42576394062825806
229,1.2724414249860958,0.0030492656643994445,2.0441389634506653,0.42348993844324334
230,1.3181028476094914,0.0028936081442212805,2.0385609328580125,0.42122808300063347
231,1.373031767674091,0.002745896559248377,2.03411184041835,0.4189782933749142
232,1.4330057816090236,0.0026057252889286155,2.031183039344502,0.41674047978010015
233,1.4923775013713112,0.0024727094186565582,2.030043128274635,0.41451454226434636
234,1.5456071874520838,0.0023464836827858477,2.03073770828032,0.41230037090312255
235,1.5887982189285699,0.0022267014615975768,2.0329434287129717,0.41009784865359794
236,1.6204681106725214,0.0021130338294703243,2.0358853499091367,0.4079068583257341
237,1.6412210008367973,0.00200516865163822,2.038530425290515,0.4057272953016193
238,1.6528575112742703,0.0019028097270568825,2.04000725551435,0.4035590875567534
239,1.6575984296304878,0.0018056759750237018,2.0398774714566494,0.4014022240192177
240,1.6575987722519763,0.0017135006633191001,2.0381007560232955,0.39925679111538115
241,1.6546877635480812,0.0016260306757493923,2.0348734645369517,0.39712301524159843
242,1.6502687294322356,0.001543025817080035,2.030490575734479,0.3950013056377753
243,1.6453209151147523,0.001464258153450686,2.0252538721028928,0.39289228758076505
244,1.6404574580469178,0.0013895113864608637,2.0194182298956265,0.39079681002449
245,1.636006653987159,0.0013185802592074404,2.013167056346283,0.38871590519934274
246,1.6320952073297028,0.0012512699926428826,2.006608965437939,0.3866506711864787
247,1.6287214085177564,0.0011873957507063959,1.9997897669030222,0.38460204377477136
248,1.625812916109719,0.0011267821327591182,1.9927160313584493,0.38257042357670157
249,1.6232682574360797,0.0010692626919294786,1.9853883528483776,0.38055513203838415
250,1.6209837292677414,0.001014679478046002,1.9778435509790973,0.37855369022110985
251,1.6188685673416767,0.0009628826039023541,1.97020510394642,0.376560952304277
252,1.6168515174720772,0.0009137298336635187,1.9627397889014575,0.37456818681845766
253,1.6148816593744093,0.0008670861922828187,1.9559155804293098,0.3725622864026809
254,1.6129257920885396,0.000822823594857204,1.9504511667864701,0.37052540166486303
255,1.610964083166976,0.0007808204949030075,1.9473410224006797,0.36843543044897514
256,1.6089851345527901,0.0007409615505863259,1.9478322018330985,0.3662679344420871
257,1.6069811918499641,0.0007031373079914864,1.9533208183267108,0.3640001704162525
258,1.604943946445005,0.000667243900557846,1.9651292464564007,0.3616179650921251
259,1.6028612515171887,0.0006331827638595631,1.9841221738579626,0.3591260610301898
260,1.6007150761454214,0.0006008603649451036,2.010124667248957,0.35656222507311036
261,1.5984811266438854,0.0005701879454932175,2.0413220599850983,0.3540147330194384
262,1.5961307288723423,0.0005410812780800592,2.0742500551009146,0.3516417128163428
263,1.5936357325465624,0.0005134604348881319,2.104796902879837,0.3496891520116427
264,1.5909772921003804,0.0004872495682219052,2.1296610595480874,0.3485021202497698
265,1.5881592984012636,0.00046237670222739794,2.1472182568768803,0.34852100451753504
266,1.5852268565530574,0.00043877353524379297,2.1574125262536166,0.3502515696563153
267,1.582289381722207,0.00041637525224437477,2.161150383006135,0.3541949764951261
268,1.5795464663442111,0.000395120346851793,2.1597490868005513,0.3607224116311067
269,1.5773125308055729,0.000374950452438964,2.154589237551221,0.36988003560792865
270,1.5760333503195354,0.00035581018185187364,2.1469344325053177,0.3811153281726796
271,1.5762839404488604,0.00033764697531421815,2.137875923080049,0.393124752501905
272,1.578733306195761,0.00032041095609627336,2.1283619864762993,0.40423611275057975
273,1.5840578871878979,0.00030405479355168855,2.119275963889346,0.413161740018147
274,1.5927833041242816,0.0002885335731461086,2.1115307840776376,0.41937477797589073
275,1.6050349377844995,0.00027380467312070717,2.106149638895578,0.4229495731903647
276,1.6201863447668274,0.000259827647451911,2.1043017387144713,0.42428305690458246
277,1.6366378207721097,0.0002465641147858729,2.1072592138429176,0.42389725962964186
278,1.6522334844513578,0.0002339776530426499,2.1162377538612502,0.42231323736983684
279,1.6651938059954539,0.00022203369940061493,2.1320821169602384,0.4199814470975129
280,1.674676082171747,0.00021069945538641595,2.154774162065711,0.4172527209255559
281,1.6806551872964077,0.00019994379680982651,2.182922372347462,0.41437562788485477
282,1.6835764534318778,0.00018973718829615294,2.2136926616906885,0.41150882932533495
283,1.6840814477720782,0.00018005160218149255,2.243475425640109,0.4087401227450318
284,1.6828303125087978,0.0001708604415481135,2.2689643747924544,0.40610669027853036
285,1.6804026513585208,0.0001621384671885732,2.288042589552284,0.40361335816369187
286,1.6772570614429418,0.00015386172829794052,2.3000687010427727,0.4012473556686157
287,1.6737310785241664,0.00014600749670366816,2.305570981173518,0.39898917361476066
288,1.6700665890287518,0.00013855420445231292,2.305723259186581,0.3968197597558836
289,1.6664492930941897,0.00013148138458146338,2.30192823276475,0.39472456761111047
290,1.6630536914417897,0.00012476961491395986,2.2955720558376904,0.3926950117467829
291,1.6600868101732944,0.00011840046471983422,2.2879084817375372,0.39072777791987934
292,1.6578242631858917,0.00011235644409942315,2.2800292682277012,0.3888222771733168
293,1.6566313166532922,0.00010662095594888306,2.2728804605524076,0.3869763914245634
294,1.6569596289153332,0.00010117825037692348,2.267288701014297,0.38518059711580827
295,1.6593078134406625,9.601338144902523e-05,2.263966299489254,0.3834106297765082
296,1.6641317462631133,9.111216614274005e-05,2.2634680371953935,0.38161911750915245
297,1.6716898278600214,8.646114540484082e-05,2.266077189142855,0.3797271086822393
298,1.6818108624433015,8.204754720798993e-05,2.271606875139974,0.37761717400331535
299,1.6936515060212651,7.78592515109805e-05,2.2791955069781293,0.3751307667953265
300,1.7057286363136803,7.388475703210245e-05,2.287342005106979,0.37207371004044826
301,1.7164470235165672,7.011314974924151e-05,2.294337873827287,0.36823488648930197
302,1.724742237849306,6.65340730422167e-05,2.2988606946092074,0.36342415429715075
303,1.7302776307776635,6.313769939175386e-05,2.300321872588031,0.35753574948732847
304,1.733237953634667,5.9914703544511456e-05,2.298840046982288,0.3506423375341751
305,1.7340716223308104,5.6856237044020005e-05,2.2950357647732895,0.3431216267057883
306,1.7333127133910688,5.3953904013054177e-05,2.2898516685021186,0.33581110950448956
307,1.7314709765951966,5.119973805452904e-05,2.2844437621099045,0.33017609770925005
308,1.7289742490554016,4.8586180117710466e-05,2.28011480098516,0.3284610138635644
309,1.726147594485944,4.610605715873957e-05,2.278253211600053,0.33377371203273964
310,1.7232155627454868,4.375256141645978e-05,2.28023607284504,0.3500282980419311
311,1.7203169377024974,4.151923013701517e-05,2.2872524845276376,0.38164608307320674
312,1.7175244140636572,3.939992562800178e-05,2.3000053158162266,0.43289196750866343
313,1.7148643589021584,3.7388815622530135e-05,2.318315795924094,0.5067129615854751
314,1.7123339663268446,3.5480354104177925e-05,2.340835343053838,0.6031756460469624
315,1.709914666201541,3.3669263002147444e-05,2.365145992793218,0.718275050268246
316,1.7075816597232691,3.195051552080543e-05,2.3883231099907394,0.8441364029883001
317,1.7053100316016494,3.0319322311640982e-05,2.407754526649754,0.9706470189699752
318,1.703078147387136,2.8771122193291865e-05,2.4218307236241845,1.0876054754606623
319,1.7008690925360381,2.730157959988911e-05,2.4301469606170354,1.1867244274455648
320,1.698670834779431,2.590659125635336e-05,2.4332181815843175,1.2631917103823656
321,1.6964756583305325,2.4582304538576536e-05,2.432036349053413,1.3162080161315035
322,1.6942792712010395,2.332514929709046e-05,2.4277241298082277,1.3481642495336528
323,1.692079851534656,2.2131883254567208e-05,2.4213257377117037,1.3631254505906374
324,1.6898771882660795,2.099964803717581e-05,2.413701748584662,1.3655285248718643
325,1.687671989366157,1.99260280922757e-05,2.4054955647106233,1.359387091232229
326,1.685465375701484,1.8909097928557626e-05,2.3971440243070994,1.347913798685204
327,1.6832585455572553,1.7947434322336406e-05,2.3889110103563467,1.3334354424280244
328,1.6810525786332986,1.7040059904116284e-05,2.38092927104616,1.3174975438584766
329,1.6788483435270787,1.618627419555236e-05,2.3732411674889144,1.3010808449732454
330,1.676646474896233,1.538532012709425e-05,2.3658333560305795,1.2848758082587557
331,1.674447392238394,1.4635832143078594e-05,2.3586634573546044,1.2695786761152115
332,1.6722513391729354,1.3935021599542367e-05,2.351678710799914,1.2561817537948057
333,1.6700584287881601,1.3277583254451616e-05,2.3448276893099353,1.246230485619994
334,1.6678686862512708,1.2654361355995014e-05,2.3380666018898344,1.2420107856891522
335,1.6656820841777165,1.2050903361490946e-05,2.331361755193762,1.2466131921421784
336,1.6634985692403232,1.1446160053691638e-05,2.324689559576418,1.2637982868933142
337,1.6613180803544112,1.081176430415286e-05,2.31803517584739,1.2975648359094714
338,1.6591405597580844,1.011252937491956e-05,2.3113905918083675,1.3513051107070508
339,1.6569659586756986,9.309029198117474e-06,2.3047526417425903,1.4264308161245671
340,1.6547942392326225,8.363314176489044e-06,2.2981212604446184,1.5207359537508918
341,1.6526253740577896,7.2489057405605065e-06,2.291498101597209,1.6276099459659081
342,1.650459344693056,5.966097527589779e-06,2.284885543312777,1.7371099810984252
343,1.6482961396056464,4.56313304066451e-06,2.2782860413278714,1.8385239716482467
344,1.6461357523160915,3.162863511919404e-06,2.2717017610669097,1.923227242993989
345,1.6439781799266149,1.9928396472080827e-06,2.2651344127219106,1.98662733463804
346,1.6418234221638544,1.4143052473902118e-06,2.2585852196539964,2.0283621735998474
347,1.6396714809248378,1.942167975272298e-06,2.2520549630925806,2.0510453598265266
348,1.6375223602215578,4.243813854762235e-06,2.245544060737524,2.058689113851711
349,1.6353760663424015,9.099970130326455e-06,2.239052650732858,2.0555406391909914
350,1.633232607976389,1.7306471419151728e-05,2.232580664247061,2.0454067616995877
351,1.6310919959727448,2.9493054526939838e-05,2.2261278791974193,2.0313394101850006
352,1.6289542423361705,4.583616853325786e-05,2.2196939547145065,2.0155629755595883
353,1.626819358000402,6.564992908769131e-05,2.2132784512568313,1.9995452488439458
354,1.6246873489050404,8.685610732507374e-05,2.206880845396352,1.9841382709557605
