frame,cell_0,cell_1,cell_2,cell_4
2986,1.407352689175207,0.0,0.9962126661367567,1.267699076278406
2987,1.4055080768165082,0.0,0.9933335387891716,1.2609281010745401
2988,1.4036658821847843,0.0,0.9904627323297864,1.2541932906889317
2989,1.4018261021111498,0.0,0.9876002227106622,1.247494451960616
2990,1.3999887334308694,0.0,0.9847459859533577,1.2408313927614631
2991,1.3981537729833542,0.0,0.9818999981487272,1.2342039219933072
2992,1.396321217612155,0.0,0.9790622354567218,1.227611849598561
2993,1.3944910641649593,0.0,0.9762326741061881,1.2210549870093648
2994,1.392663309493584,0.0,0.9734112903946676,1.286415559849541
2995,1.3908379504539716,0.0,0.9705980606881978,1.352093714864749
2996,1.3890149839061838,0.0,0.9677929614211124,1.4067330673016103
2997,1.387194406714398,0.0,0.9649959690958414,1.415390871456197
2998,1.3853762157468996,0.0,0.962207060282715,1.4078310518960346
2999,1.3835604078760793,0.0,0.959426211619767,1.400311610370392
3000,1.3817469799784252,0.0,0.9566533998125428,1.3928323313077475
3001,1.3799359289345194,0.0,0.9538886016339073,1.3853930002111583
3002,1.378127251629032,0.0,0.9511317939238545,1.3779934037178256
3003,1.3763209449507154,0.0,0.9483829535893178,1.3706333296014324
3004,1.3745170057923988,0.0,0.9456420576039797,1.3633125667680634
3005,1.3727154310509828,0.0,0.9429090830080789,1.3560309052508024
3006,1.3709162176274352,0.0,0.9401840069082189,1.3487881362039695
3007,1.3691193624267841,0.0,0.9374668064771731,1.3415840518972573
3008,1.367324862358113,0.0,0.9347574589536919,1.3344184457098462
3009,1.3655327143345564,0.0,0.9320559416423115,1.3272911121245428
3010,1.3637429152732945,0.0,0.9293622319131601,1.3202018467219692
3011,1.361955462095547,0.0,0.9266763072017673,1.3131504461748558
3012,1.3601703517265695,0.0,0.9239981450088738,1.306136708242585
3013,1.358387581095646,0.0,0.9213277229002431,1.2991604317665117
3014,1.3566071471360877,0.0,0.9186650185064708,1.292221416668786
3015,1.3548290467852229,0.0,0.916010009522799,1.285319463980509
3016,1.3530532769843948,0.0,0.9133626737089292,1.2958025828715258
3017,1.3512798346789552,0.0,0.9107229888888358,1.3886714719634103
3018,1.3495087168182593,0.0,0.9080909329505832,1.4973544712752345
3019,1.3477399203556613,0.0,0.9054664838461394,1.6157100727967173
3020,1.3459734422485063,0.0,0.9028496195911949,1.7364364411991682
3021,1.344209279458129,0.0,0.9002403182649783,1.8517077872194847
3022,1.3424474289498474,0.0,0.8976385580100733,1.8957002475364368
3023,1.340687887692956,0.0,0.8950443170322357,1.885575021856703
3024,1.338930652660724,0.0,0.8924575736002119,1.8755038764838243
3025,1.3371757208303894,0.0,0.8898783060455547,1.865486522627995
3026,1.3354230891831518,0.0,0.8873064927624432,1.8555226729901337
3027,1.333672754704171,0.0,0.8847421122074989,1.8456120417989061
3028,1.3319247143825585,0.0,0.8821851428996058,1.835754344807607
3029,1.3301789652113742,0.0,0.8796355634197303,1.82594929928714
3030,1.32843550418762,0.0,0.8770933524107392,1.8161966240182543
3031,1.3266943283122345,0.0,0.8745584885772211,1.8064960392836207
3032,1.3249554345900876,0.0,0.872030950685308,1.7968472668598643
3033,1.3232188200299753,0.0,0.8695107175624953,1.7872500300096206
3034,1.3214844816446134,0.0,0.8669977680974652,1.7777040534736155
3035,1.319752416450634,0.0,0.8644920812399095,1.7682090634627878
3036,1.3180226214685775,0.0,0.8619936360003537,1.758764787650448
3037,1.3162950937228899,0.0,0.8595024114499819,1.749370955164481
3038,1.3145698302419146,0.0,0.8570183867204619,1.7400272965795944
3039,1.3128468280578902,0.0,0.8545415410037736,1.7307335439096103
3040,1.311126084206942,0.0,0.8520718535520334,1.721489430599808
3041,1.3094075957290805,0.0,0.8496093036773232,1.712294691519334
3042,1.307691359668193,0.0,0.8471538707515168,1.7031490629537158
3043,1.305977373072041,0.0,0.8447055342061077,1.6940522825975828
3044,1.3042656329922557,0.0,0.8422642735320361,1.685004089547873
3045,1.3025561364843323,0.0,0.8398300682795174,1.6760042242985318
3046,1.300848880607625,0.0,0.8374028980578705,1.6670524287416784
3047,1.299143862425345,0.0,0.834982742535345,1.6581484462200995
3048,1.297441079004553,0.0,0.8325695814389523,1.6519823805970917
3049,1.2957405274161546,0.0,0.830163394554295,1.6922994674737435
3050,1.2940422047348972,0.0,0.8277641617253964,1.7482880321550598
3051,1.2923461080393623,0.0,0.825371862854532,1.8189328715800595
3052,1.2906522344119615,0.0,0.8229864779020619,1.8675116333493906
3053,1.2889605809389315,0.0,0.8206079868862618,1.8575369674600786
3054,1.2872711447103273,0.0,0.8182363698831555,1.8476155776441643
3055,1.2855839228200194,0.0,0.8158716070263494,1.8377471794712505
3056,1.2838989123656843,0.0,0.8135136785068646,1.8279314899195995
3057,1.2822161104488046,0.0,0.8111625645729715,1.8181682274683104
3058,1.2805355141746593,0.0,0.8088182455300242,1.8084571120976767
3059,1.2788571206523207,0.0,0.8064807017402954,1.798797865282821
3060,1.2771809269946492,0.0,0.8041499136228115,1.789190209986189
3061,1.2755069303182875,0.0,0.8018258616531884,1.7796338706497792
3062,1.2738351277436577,0.0,0.799508526363468,1.770128573187314
3063,1.272165516394955,0.0,0.7971978883419549,1.7606740449764144
3064,1.2704980934001433,0.0,0.7948939282330532,1.7512700148508036
3065,1.2688328558909523,0.0,0.7925966267371051,1.741916213092539
3066,1.2671698010028707,0.0,0.7903059646102287,1.7326123714242938
3067,1.2655089258751437,0.0,0.7880219226641587,1.7233582230016764
3068,1.263850227650767,0.0,0.7857444817660844,1.714153502405603
3069,1.2621937034764825,0.0,0.7834736228384906,1.7049979456347355
3070,1.260539350502772,0.0,0.7812093268589992,1.6958912900980223
3071,1.2588871658838543,0.0,0.7789515748602087,1.6868332746074566
3072,1.2572371467776782,0.0,0.7767003479295366,1.6778236393714951
3073,1.255589290345918,0.0,0.7744556272090614,1.6688621259915004
3074,1.2539435937539687,0.0,0.772217393895363,1.6599484774847164
3075,1.25230005417094,0.0,0.7699856292393671,1.67420298516596
3076,1.250658668769652,0.0,0.7677603145461863,1.7354749183295022
3077,1.2490194347266301,0.0,0.7655414311749634,1.7262054810036613
3078,1.247382349222099,0.0,0.7633289605387155,1.7169855528292866
3079,1.2457474094399799,0.0,0.7611228841041769,1.7078148696691935
3080,1.2441146125678824,0.0,0.7589231833916448,1.6986931685234532
3081,1.2424839557971035,0.0,0.7567298399748227,1.689620187778123
3082,1.240855436322621,0.0,0.7545428354806666,1.6805956672126918
3083,1.2392290513430892,0.0,0.7523621515892313,1.671619347995409
3084,1.237604798060835,0.0,0.7501877700335157,1.662690972676787
3085,1.2359826736818527,0.0,0.7480196725993111,1.6538102851828702
3086,1.234362675415801,0.0,0.745857841125048,1.644977030809136
3087,1.2327448004759975,0.0,0.7437022575016451,1.6361909562177044
3088,1.231129046079414,0.0,0.7415529036723574,1.627451809460904
3089,1.2295154094466723,0.0,0.7394097616326262,1.619262083954414
3090,1.2279038878020396,0.0,0.7372728134299275,1.6873639421186397
3091,1.2262944783734233,0.0,0.7351420411636234,1.7487162191564496
3092,1.2246871783923667,0.0,0.7330174269848109,1.7393760580812287
3093,1.223081985094042,0.0,0.7308989530961739,1.7300857838261212
3094,1.2214788957172469,0.0,0.728786601751832,1.7208451303159393
3095,1.2198779075043957,0.0,0.7266803552571927,1.711653832543419
3096,1.2182790177015146,0.0,0.7245801959688017,1.7025116268978535
3097,1.2166822235582313,0.0,0.7224861062941952,1.693418251172774
3098,1.2150875223277708,0.0,0.7203980686917504,1.6843734445610514
3099,1.213494911266945,0.0,0.7183160656705389,1.6753769476481304
3100,1.2119043876361528,0.0,0.7162400797901782,1.6664285024048433
3101,1.2103159486993735,0.0,0.714170093660687,1.657527852180126
3102,1.2087295917241734,0.0,0.7121060899423384,1.6486747416937275
3103,1.2071453139817037,0.0,0.7100480513455163,1.639868917028961
3104,1.2055631127467024,0.0,0.7079959606305725,1.6311101256255336
3105,1.2039829852974937,0.0,0.7059498006076829,1.622398116272556
3106,1.2024049289159853,0.0,0.703909554136707,1.6137326391020372
3107,1.2008289408876613,0.0,0.7018752041270444,1.6051134455842566
3108,1.1992550185015804,0.0,0.6998467335374939,1.5965402885350006
3109,1.1976831590503727,0.0,0.6978241253761098,1.5880129223792678
3110,1.1961133598302387,0.0,0.69580736270006,1.6450206515118801
3111,1.1945456181409504,0.0,0.6937964286154834,1.7116434637327842
3112,1.1929799312858629,0.0,0.6917913062773471,1.7656644176774825
3113,1.191416296571932,0.0,0.6897919788893043,1.7753717905816397
3114,1.1898547113097517,0.0,0.6877984297035519,1.7658892577705512
3115,1.1882951728136302,0.0,0.6858106420206874,1.7564573724691106
3116,1.18673767840175,0.0,0.6838285991895672,1.747075864280717
3117,1.1851822253965352,0.0,0.6818522846071635,1.7377444641549893
3118,1.1836288111255984,0.0,0.6798816817184219,1.7284629044646216
3119,1.1820774329247226,0.0,0.6779167740161199,1.719230919008601
3120,1.1805280881505171,0.0,0.6759575450407297,1.7100482430079773
3121,1.178980774278502,0.0,0.6740039783802804,1.7009146131020474
3122,1.1839463827984709,0.0,0.6720560576702275,1.6918297673544047
3123,1.207925755653079,0.0,0.6701137665933227,1.682793445362622
3124,1.2104687000690306,0.0,0.6681770888794839,1.6966851458864527
3125,1.2088821431493075,0.0,0.6662460083056649,1.7451348513992213
3126,1.2072976655428487,0.0,0.6643205086957226,1.8015649135451108
3127,1.2057152646626106,0.0,0.662400573920281,1.8596402694410525
3128,1.2041349378128958,0.0,0.6604861878965962,1.8547319318263653
3129,1.202556682283827,0.0,0.6585773345884206,1.8448255242048002
3130,1.2009804953641545,0.0,0.6566739980058663,1.8349720281562323
3131,1.1994063743443668,0.0,0.654776162205273,1.8251711611243184
3132,1.1978343165177059,0.0,0.652883811289073,1.8154226420197668
3133,1.196264319180564,0.0,0.6509969294056601,1.8057261912477307
3134,1.1946963796326648,0.0,0.6491155007492573,1.7960815307047784
3135,1.1931304951771482,0.0,0.6472395095597835,1.7864883837721572
3136,1.1915666631206143,0.0,0.6453689401227188,1.7769464753082793
3137,1.1900048807731496,0.0,0.6435037767689638,1.7674555316410079
3138,1.1884451454483385,0.0,0.641644003874695,1.7580152805599063
3139,1.1868874544632728,0.0,0.6397896058612159,1.74862545130851
3140,1.1853318051385557,0.0,0.6379405671948075,1.7392857745766575
3141,1.183778194798304,0.0,0.6360968723865899,1.7299959824929243
3142,1.182226620770154,0.0,0.6342585059924047,1.7207558086172599
3143,1.180677080385266,0.0,0.6324254526127218,1.7115649879339954
3144,1.1791295709783318,0.0,0.6305976968925635,1.7024232568455357
3145,1.17758408988759,0.0,0.628775223521437,1.6933303531660084
3146,1.1760406344548495,0.0,0.6269580172332697,1.6842860161057784
3147,1.1744992020255325,0.0,0.6251460628063533,1.6752899862397204
3148,1.172959789948751,0.0,0.6233393450633257,1.6663420055270295
3149,1.1714223955774492,0.0,0.6215378488712345,1.6574418173323033
3150,1.1698870162686912,0.0,0.6197415591417823,1.64858916639626
3151,1.1683536493842812,0.0,0.6179504608319638,1.6397837988202484
3152,1.1668222922922693,0.0,0.6161645389456347,1.63102546205956
3153,1.1652929423712468,0.0,0.6143837785374946,1.622313904917267
3154,1.1637655970260001,0.0,0.6126081647238408,1.6136488775376714
3155,1.1622402537754748,0.0,0.6108376827103776,1.605030131399577
3156,1.1607169118336016,0.0,0.6090723177978977,1.5964574193096364
3157,1.1675276124884117,0.0,0.6073120549775758,1.5879304953961553
3158,1.1756665901350851,0.0,0.6055568791687423,1.5794491151045482
3159,1.1826281677560568,0.0,0.6038067757753662,1.5710130352003973
3160,1.1858995099306453,0.0,0.602061730229273,1.5626220138357045
3161,1.1843451577719335,0.0,0.6003217279524786,1.5604829039460992
3162,1.1827928411354145,0.0,0.5985867543872972,1.5945256564458805
3163,1.1812425588374118,0.0,0.5968567950091781,1.6345545750121975
3164,1.1796943083947469,0.0,0.5951318353315218,1.6784666738704799
3165,1.1781480871948156,0.0,0.5934118609075902,1.7242854489353001
3166,1.1766038925973532,0.0,0.5916968573313005,1.7235053691880757
3167,1.1750617219550725,0.0,0.5899868102375561,1.7142998627907025
3168,1.1735215726197938,0.0,0.5882817053023706,1.705143524324939
3169,1.1719834419447503,0.0,0.5865815282429016,1.6960360912460888
3170,1.1704473272856308,0.0,0.5848862648174388,1.6869773023559773
3171,1.1689132260011101,0.0,0.5831959008253678,1.677966897842732
3172,1.1673811354531203,0.0,0.5815104221071107,1.6690046192797416
3173,1.165851053006961,0.0,0.5798298145440443,1.6600902096197963
3174,1.1643229760313258,0.0,0.5781540640583953,1.6512234131882269
3175,1.162796901898286,0.0,0.576483156613125,1.6424039756757678
3176,1.1612728279832725,0.0,0.574817078211809,1.6336316441313543
3177,1.1597507516650667,0.0,0.5731558148985245,1.6249061669549147
3178,1.1582306703258016,0.0,0.571499352757747,1.6162272938901745
3179,1.156712581350968,0.0,0.5698476779142684,1.607594776017496
3180,1.155196482129426,0.0,0.568200776533146,1.5990083657467469
3181,1.1536823700534136,0.0,0.566558634819707,1.590467816810205
3182,1.1521702425185552,0.0,0.5649212390196667,1.5819728842555025
3183,1.1506600969238678,0.0,0.5632885754195003,1.5735233244386035
3184,1.1491519306717688,0.0,0.5616606303474591,1.565118895016826
3185,1.147645741168081,0.0,0.560037390176494,1.556759354941901
3186,1.1461415258220415,0.0,0.5584188413342638,1.5484444644530815
3187,1.1446392820463154,0.0,0.5568049703508128,1.540173985070307
3188,1.1431390072570162,0.0,0.5551957643257353,1.5319476795874565
3189,1.1416406988737469,0.0,0.5548281530422923,1.5237653120657875
3190,1.140144354319678,0.0,0.5532246600427744,1.5156266478279274
3191,1.1386499710217086,0.0,0.5516258006193955,1.5075314534544246
3192,1.1371575464108383,0.0,0.5500315618910016,1.4994794968034133
3193,1.1356670779231384,0.0,0.548441930584319,1.5347621379123828
3194,1.1341785630028274,0.0,0.5468568934077868,1.6627764767071094
3195,1.1326919991156126,0.0,0.5452764370939581,1.7742550736465792
3196,1.1312073838564107,0.0,0.5437005484088469,1.7647785059061198
3197,1.1386233532291061,0.0,0.5421292141548049,1.7553525532713736
3198,1.1643081725702036,0.0,0.5405624211716695,1.7459769460656902
3199,1.1878119640059996,0.0,0.5390001563374442,1.7366514154080155
3200,1.2080618710223952,0.0,0.5374424065691149,1.7273756938365936
3201,1.2243797289546197,0.0,0.535889158824444,1.7181495153151323
3202,1.2365125585742338,0.0,0.5343404001075164,1.7089726152273628
3203,1.24461732729017,0.0,0.5327961174927678,1.699844730370025
3204,1.2474964096084622,0.0,0.5312562983206133,1.690765598945519
3205,1.2458613233391338,0.0,0.5526693328547365,1.681734960554484
3206,1.244228377910192,0.0,0.6213292065460253,1.6727525561883825
3207,1.2425975724044949,0.0,0.6968976738491478,1.6638181282221118
3208,1.2409689042557646,0.0,0.7067139196099836,1.6549314204066732
3209,1.2393423707286606,0.0,0.7046714650478879,1.6460921778619286
3210,1.2377179690505278,0.0,0.7026349131442063,1.6373001470695379
3211,1.2360956964392233,0.0,0.7006042469807429,1.62855507586638
3212,1.2344755501116187,0.0,0.6985794495739562,1.6198567134398623
3213,1.2328575272863975,0.0,0.6965605039713405,1.6112048103352665
3214,1.231241625184796,0.0,0.6945473932643905,1.6025991187396977
3215,1.2296278410307429,0.0,0.6925401005916376,1.6629556553023503
3216,1.2280161720509526,0.0,0.6905386091395451,1.734947815844811
3217,1.2264066154750703,0.0,0.6885429021427758,1.799242289643053
3218,1.2247991685358393,0.0,0.6865529628842353,1.852404283041145
3219,1.223193828469245,0.0,0.6845687746950224,1.89251166750118
3220,1.2215905925146349,0.0,0.6825903209543381,1.8994736404947858
3221,1.2199894579148045,0.0,0.6806175850893716,1.889328260750666
3222,1.218390421916064,0.0,0.6786505505751765,1.8792370688204583
3223,1.216793481768296,0.0,0.6766892009345375,1.8691997754482104
3224,1.2151986347250068,0.0,0.6747335197378339,1.8592160927820158
3225,1.2136058780433985,0.0,0.6727834906028988,1.8492857344877462
3226,1.2120152089844698,0.0,0.6708390971948792,1.839408415755423
3227,1.210426624813203,0.0,0.6689003232260965,1.8295838532944064
3228,1.2088401227989398,0.0,0.6669671524559139,1.819811765326342
3229,1.2072557002162445,0.0,0.6650395686906087,1.810091871577502
3230,1.205673354347196,0.0,0.6631175557832518,1.8004238932709442
3231,1.2040930824889364,0.0,0.6612010976335876,1.7908075531186152
3232,1.202514881988717,0.0,0.659290178187911,1.7812425753134595
3233,1.2009387505771076,0.0,0.6573847814389396,1.7717286855215424
3234,1.2016252885891354,0.0,0.6554848914256799,1.7622656108742107
3235,1.2000503233840132,0.0,0.6535904922332908,1.7528530799602957
3236,1.198477421725837,0.0,0.6517015679929431,1.7434908228183752
3237,1.1969065815494606,0.0,0.6498181028816833,1.7341785709291069
3238,1.195337800230334,0.0,0.6479400811222941,1.724916057207691
3239,1.1937710750907986,0.0,0.6460674869831584,1.7157030159965698
3240,1.192206403443742,0.0,0.6442003047781241,1.7065391830587544
3241,1.1906437826013143,0.0,0.6423385188663695,1.6974242955732466
3242,1.1890832098774604,0.0,0.6404821136522709,1.6883580921407484
3243,1.18752468258884,0.0,0.6386310735852716,1.6793403128886695
3244,1.1859681980552181,0.0,0.6367853831597537,1.6870375556044248
3245,1.184413753599649,0.0,0.6349450269149126,1.7214513828176325
3246,1.1828613465485704,0.0,0.633109989434634,1.7388128554355013
3247,1.1813109742318586,0.0,0.6312802553473748,1.729525589617181
3248,1.1797626339828655,0.0,0.629455809326044,1.7202879282470835
3249,1.1782163231384473,0.0,0.6276366360878869,1.7110996065995954
3250,1.1766720390389995,0.0,0.6258227203943695,1.7019603611726712
3251,1.1751297790285065,0.0,0.6240140470510653,1.6928699298507988
3252,1.1735895404546306,0.0,0.6222106009075415,1.6838280519135347
3253,1.1720513206688867,0.0,0.6204123668572483,1.674834468031345
3254,1.1705151170270278,0.0,0.6186193298374013,1.665888920259167
3255,1.1689809268900277,0.0,0.6168314748288516,1.656991152029396
3256,1.1674487476270639,0.0,0.6150487868559203,1.6481409081447282
3257,1.1659185766276958,0.0,0.6132712509861682,1.639337934771001
3258,1.1643904113900125,0.0,0.611498852330071,1.6305819794301555
3259,1.1646351317072818,0.0,0.6097315760406189,1.6218727909935404
3260,1.163108654660302,0.0,0.6079694073129708,1.6132101196764328
3261,1.1615841723281075,0.0,0.606212331384384,1.6045937170386548
3262,1.1600616879951273,0.0,0.6044603335345166,1.5960233360489955
3263,1.1585411991422836,0.0,0.6027133990858835,1.6298684444795286
3264,1.1570227031749325,0.0,0.600971513404112,1.7001077545656953
3265,1.1555061974880687,0.0,0.599234661897877,1.6910272186460609
3266,1.1539916794761045,0.0,0.597502830018648,1.681995182944339
3267,1.1524791465353605,0.0,0.595776003260438,1.6730113887032643
3268,1.1509685960649036,0.0,0.594054167159659,1.6640755782773289
3269,1.1494600254668828,0.0,0.5923373072951471,1.6551874953821926
3270,1.1479534321466844,0.0,0.590625409288445,1.6463468850994067
3271,1.1464488135130126,0.0,0.5889184588045772,1.6375534938711802
3272,1.1449461669779388,0.0,0.5872164415539964,1.628807069493662
3273,1.14344548995694,0.0,0.5855193432978516,1.6201073611099037
3274,1.1419467798689429,0.0,0.5838271498650107,1.6114541192027432
3275,1.1404500341363903,0.0,0.5821398472273003,1.6028470955876837
3276,1.1389552501853613,0.0,0.5804574221343577,1.5942860434057977
3277,1.1374624254458194,0.0,0.5865863442206191,1.5857707171166544
3278,1.135971557352199,0.0,0.6051914043346186,1.577300872491284
3279,1.1344826433450153,0.0,0.615066500153512,1.5688762666051792
3280,1.1329956808763724,0.0,0.6132889152371036,1.56049665783133
3281,1.1315106674374307,0.0,0.6115164660147552,1.5521618058332967
3282,1.1300276008729373,0.0,0.6097491390151347,1.5438714715583226
3283,1.1432561261962617,0.0,0.6079869196219083,1.5356254172304826
3284,1.1437742780148008,0.0,0.6062297931268816,1.5274234063438727
3285,1.1422751372365783,0.0,0.6044777448321167,1.5192652036558447
3286,1.1407779612048121,0.0,0.6027307600712585,1.5111505751802854
3287,1.1392827474744103,0.0,0.6009888242158613,1.5030792881809636
3288,1.137789493498854,0.0,0.5992519226776892,1.4950511111649756
3289,1.136298196717922,0.0,0.5975200409096736,1.4870658138763928
3290,1.1348088545699406,0.0,0.595793164406362,1.4791231672904623
3291,1.1333214644948044,0.0,0.5940712787041778,1.4712229436098563
3292,1.1318360239349758,0.0,0.592354369381656,1.4633649162727347
3293,1.130352530335884,0.0,0.5906424220598007,1.4555488601314786
3294,1.1288709811461015,0.0,0.5889354224027994,1.4844385170765542
3295,1.1273913738174377,0.0,0.5872333561196554,1.5254545412638785
3296,1.1259137058049908,0.0,0.5855362089683823,1.561396636195993
3297,1.1244379745671833,0.0,0.5838439667687798,1.5946103059775738
3298,1.122964177565791,0.0,0.5821566154539913,1.6277754964735238
3299,1.1214923122659837,0.0,0.5804741414351514,1.6634910859046699
3300,1.1200223761363788,0.0,0.5801117260788735,1.7038797401632717
3301,1.1185543666491442,0.0,0.5977617336930262,1.7502564504674243
3302,1.1170882812801923,0.0,0.616364172718048,1.8028967960878781
3303,1.1156241175096104,0.0,0.6350258590641409,1.8609299808212647
3304,1.1141618728227116,0.0,0.6528542870799808,1.9223681268257917
3305,1.112701544713127,0.0,0.6690014965565988,1.9842686009592991
3306,1.1112431306946553,0.0,0.6740130139692833,1.987700881271018
3307,1.1097866283764313,0.0,0.6720650691909505,1.9770842661008656
3308,1.108332038708414,0.0,0.6701227526648978,1.966524355824874
3309,1.1239510908996582,0.0,0.6681860492744167,1.9560208476317127
3310,1.1406294743925922,0.0,0.6662549429871552,1.9455734402800555
3311,1.1560418966916484,0.0,0.6643294176854581,1.935181834130199
3312,1.1692731872630886,0.0,0.6624094572640188,1.9248457311408398
3313,1.17036317559293,0.0,0.660495045651981,1.9145648348618227
3314,1.168829185142276,0.0,0.6585861668198312,1.9043388504260594
3315,1.1672972049175006,0.0,0.6566828047820146,1.8941674845412384
3316,1.1657672325658404,0.0,0.6547849435980817,1.8840504454814906
3317,1.1642392655095648,0.0,0.652892567373279,1.8739874430790613
3318,1.16271330113833,0.0,0.6510056602589559,1.8639781887160167
3319,1.161189336835277,0.0,0.649124206453002,1.8540223953159847
3320,1.1596673699834608,0.0,0.647248190200541,1.8441197773359468
3321,1.1581473979680783,0.0,0.6453775957952792,1.834270050758083
3322,1.1566294181775683,0.0,0.6435124075824559,1.824472933081686
3323,1.1551134280045294,0.0,0.6416526099661187,1.8147281433151816
3324,1.1535994248471282,0.0,0.63979818743024,1.8050354019683414
3325,1.1520874061123,0.0,0.637949124618018,1.7953944310449643
3326,1.150577369225371,0.0,0.6361054068137734,1.785804954037087
3327,1.1490693116698818,0.0,0.6342670364538643,1.77626669592626
3328,1.1475632312859958,0.0,0.640486424473096,1.766779383245663
3329,1.147678337006357,0.0,0.6484718547359271,1.7645013131068703
3330,1.154239427919732,0.0,0.6574137108265893,1.7725517888623292
3331,1.1603219072102646,0.0,0.6675602202399644,1.7630843182586982
3332,1.165344074417012,0.0,0.6791899506356615,1.753667414598044
3333,1.1689381197566084,0.0,0.6925477016578475,1.7443008080115225
3334,1.1709939840194152,0.0,0.7077797708644702,1.7349842298885825
3335,1.17166749526312,0.0,0.7248782720701991,1.725717413029765
3336,1.1713514752843326,0.0,0.743643158406229,1.716500091656819
3337,1.170613341060566,0.0,0.7636683313389214,1.7073320014090394
3338,1.1698897065373695,0.0,0.7843549983890982,1.6982128793369655
3339,1.1683563674060913,0.0,0.8049517154282695,1.6891424638954153
3340,1.1668250089325511,0.0,0.8116206735288863,1.6801204949364223
3341,1.1652956560484276,0.0,0.8092750318974942,1.6711467137024192
3342,1.1637683072994498,0.0,0.8069361683511702,1.6622208628203425
3343,1.1622429603026434,0.0,0.8046040640865512,1.6533426862993046
3344,1.1607196125114312,0.0,0.8022786996984926,1.6445119295484634
3345,1.1591982613358787,0.0,0.7999600557476522,1.6357283396767437
3346,1.1576789041728766,0.0,0.7976481128274595,1.6534830061052042
3347,1.1561615384158699,0.0,0.7953428515791633,1.6908481768026558
3348,1.1546461614585544,0.0,0.7930442526964312,1.7361100773250586
3349,1.1531327706964498,0.0,0.7907522969270123,1.7878061979568336
3350,1.1516213635276378,0.0,0.7884669650733802,1.8441703513548677
3351,1.1501119373531272,0.0,0.7861882379929624,1.9031806802605216
3352,1.1486044895770529,0.0,0.7839160965981888,1.9626184298877318
3353,1.147099017606783,0.0,0.7816505218564475,2.009596002292428
3354,1.1455955188529847,0.0,0.779391494789996,1.998862442391633
3355,1.1440939907296652,0.0,0.7771389964758466,1.9881862115724946
3356,1.1425944306542004,0.0,0.7748930080456368,1.9775670040956554
3357,1.141096836047362,0.0,0.772653510685492,1.967004515421817
3358,1.139601204333345,0.0,0.7704204856358828,1.9564984426145569
3359,1.1381075329398076,0.0,0.7681939141914789,1.9460484843507382
3360,1.136615819297934,0.0,0.7659737777009997,1.9356543409151685
3361,1.1351260608425446,0.0,0.7637600575670638,1.9253157141929074
3362,1.1336382550123063,0.0,0.7615527352460357,1.9150323076610263
3363,1.1321523992501665,0.0,0.7593517922478722,1.9048038263802376
3364,1.1306684910043363,0.0,0.7571572101359654,1.8946299769864936
3365,1.129186527730846,0.0,0.7549689705269855,1.8845104676826074
3366,1.127706506901552,0.0,0.752787055090722,1.874445008229898
3367,1.1262284260381066,0.0,0.7506114455499239,1.8644333099398753
3368,1.1247522829723595,0.0,0.7484421236801401,1.8544750856659702
3369,1.1251020798857105,0.0,0.746279071309561,1.8445700497952988
3370,1.1315355080091303,0.0,0.7441222703188661,1.8347179182404765
3371,1.1363502093871745,0.0,0.7419717026410754,1.8249184084314696
3372,1.1396138776944855,0.0,0.739827350261411,1.8151712393074961
3373,1.1415204817589204,0.0,0.7376891952171647,1.805476131308964
3374,1.1423313789896328,0.0,0.7355572195975711,1.7958328063694566
3375,1.1423180637339865,0.0,0.7334314055436814,1.786240987907762
3376,1.141339797630586,0.0,0.7313117352482358,1.7767004008199447
3377,1.1398438634344827,0.0,0.7291981909555384,1.7672107714714627
3378,1.13834987831656,0.0,0.7270907549613336,1.7577718276893337
3379,1.1368578493439927,0.0,0.7249894096126951,1.7483832987543528
3380,1.1353677752918834,0.0,0.7228941373079428,1.7390449153933647
3381,1.1338796540288951,0.0,0.7208049204966053,1.7297564097716278
3382,1.132393483245739,0.0,0.7187217416794771,1.7205175154853056
3383,1.1309092606916884,0.0,0.7166445834088623,1.7113279675542699
3384,1.1294269846466038,0.0,0.7145734282892316,1.7021875024158022
3385,1.12794665900617,0.0,0.7125082589788885,1.6930958579221442
3386,1.1280724020867186,0.0,0.710449058194487,1.6840527733669868
3387,1.130600439311869,0.0,0.7083958087254113,1.6750579925892835
3388,1.1354542084131611,0.0,0.7063484934948544,1.7192176781261252
3389,1.1429399614760174,0.0,0.7043070960285585,1.710630072439657
3390,1.1445408550948681,0.0,0.7062570722822181,1.7014933349616732
3391,1.1430407099109752,0.0,0.7208060241455113,1.6924053981236635
3392,1.1415425305237066,0.0,0.7238257682190302,1.6833660013311555
3393,1.1400463147032485,0.0,0.7217338610028515,1.674374885335808
3394,1.1385520599348604,0.0,0.7196479981212798,1.6654317922663326
3395,1.1370597636659645,0.0,0.7175681632219523,1.6565364656265946
3396,1.1355694233366331,0.0,0.7154943390812566,1.6476886502896353
3397,1.134081036386554,0.0,0.7134265083919028,1.6388880924908193
3398,1.1325946002571998,0.0,0.7113646538616756,1.6301345398207503
3399,1.1311101123926466,0.0,0.7093087582371985,1.6214277412181293
3400,1.1296275702399317,0.0,0.7072588043129365,1.612767446962625
3401,1.1281469712492198,0.0,0.7052147749379444,1.6041534086677887
3402,1.1266683128738884,0.0,0.7031766530276992,1.5955853792740604
3403,1.1251915925705736,0.0,0.701144421600064,1.587063113041977
