frame,cell_0,cell_1,cell_2,cell_4
62,0.0725117155709523,2.426285508769044,0.0,0.0
63,0.07241667472065745,2.3024295632218554,0.0,0.0
64,0.07232175844134335,2.1848961609856006,0.012267912666656637,0.0
65,0.07222696656990643,2.0733625516824565,0.0770385826964957,0.0
66,0.07213229894346491,1.9675224605496995,0.13937224182031746,0.0
67,0.07203775539936616,1.8670852474012913,0.19656631562467672,0.0
68,0.07194333577521345,1.7717751085216111,0.24615174429267567,0.0
69,0.07184903990892583,1.6813303193002276,0.2778551725017566,0.016371405034900654
70,0.07175486763885147,1.5955025155281646,0.27705215294760055,0.15663683617948904
71,0.07166081880397769,1.5140560113821537,0.27625145238843773,0.15580021503823005
72,0.07156689324435252,1.4367671522240906,0.2754530656970503,0.15496806222387424
73,0.07147309080206844,1.3634237004384693,0.2746569863340313,0.15414035404721335
74,0.07137941132405957,1.2938242526213046,0.2738632076697729,0.15331706678150428
75,0.07128585467261438,1.2277776865201255,0.2730717230703757,0.15249817681708913
76,0.07119242079080286,1.1651026362063295,0.27228252591389857,0.15168366066845673
77,0.07109911249354207,1.1056269940386987,0.2714956095952669,0.150873494974933
78,0.09548865660817334,1.049187438050462,0.2707109675286799,0.15006765650039156
79,0.12958855407174294,0.9956289834620929,0.26992859315019097,0.14926612213273058
80,0.17160592945760025,0.9448045570882814,0.2691484799235003,0.14846886888328678
81,0.2205929954229017,0.8965745934703887,0.2683706213604967,0.14767587388624598
82,0.2749613427619098,0.8508066516253538,0.2675950111429493,0.1468871143981013
83,0.33259909103832197,0.8073750513586309,0.2668216465253782,0.14610256779727024
84,0.39104676400286137,0.7661605281424588,0.3010643915930903,0.14532221158428874
85,0.44771148863745924,0.727049905611754,0.329293973168141,0.14454602338486786
86,0.5000943662945023,0.6899357847782835,0.3283422906982676,0.14377398098047064
87,0.5460045515802061,0.6547162491096963,0.327393357734871,0.1960405177002944
88,0.5581530808448405,0.6212945846635467,0.3264471671220436,0.332277404489663
89,0.5574215117125323,0.5895790145077945,0.3255037110257878,0.4362117931260597
90,0.5566909013063897,0.5594824466984861,0.3245629815674836,0.4338819192959713
91,0.5559612484776049,0.5309222351225619,0.3236249708761005,0.4315644894551201
92,0.5552325519903766,0.5038199525490523,0.32268967109841573,0.42925943733966176
93,0.5545048105973794,0.47810117526545565,0.321757074401915,0.42696669685417027
94,0.5537780230493767,0.4536952787079034,0.3208271729758012,0.4246862022442651
95,0.5530521880974866,0.43053524352390543,0.31989995903138424,0.4224178881042839
96,0.5523273044939134,0.4085574715351196,0.3189754248022302,0.4201616893771191
97,0.5516033709922372,0.3877016110947708,0.31805356254420536,0.4179175413528266
98,0.5508803863475492,0.36791039136014975,0.31713436453546684,0.41568537966693675
99,0.5501583493165265,0.3491294650250949,0.3162178230764188,0.41346514029867876
100,0.5494372586574887,0.33130725908059844,0.3153039304896417,0.4112567595691786
101,0.5487171131304553,0.3143948331937191,0.3143926791197939,0.409060174139653
102,0.5479979114972322,0.2983457453159063,0.31348406133349643,0.4068753210096071
103,0.547279652521566,0.2831159241516902,0.31257806951923217,0.40470213751503814
104,0.5465623349694774,0.26866354813753324,0.3116746960873079,0.40254056132664484
105,0.5458459576100814,0.25494893059851526,0.3107739334699091,0.4003905304480418
106,0.5451305192180395,0.24193441076748773,0.3098757741211931,0.39825198321398025
107,0.5444160185833536,0.2295842503674328,0.30898021051732444,0.39612485828857774
108,0.5437024545801564,0.21786453547304033,0.3080872351564098,0.39400909466355616
109,0.5443191129987813,0.20674308338201017,0.3071968405583703,0.39190463165649086
110,0.5637689263119925,0.19618935424034717,0.306309019264809,0.38981140890906973
111,0.5630299968439435,0.18617436717896846,0.30542376383890063,0.3877293663853615
112,0.5622920354510959,0.17667062073133236,0.3045410668653067,0.38565844437009483
113,0.5615550412420797,0.16765201731355248,0.30366092095010777,0.3835985834669453
114,0.5608190129900794,0.1590937915596182,0.30278331872074504,0.3815497245968328
115,0.5600839494396309,0.1509724423149266,0.3019082528259676,0.37951180899622694
116,0.5593498493302341,0.14326566810137906,0.3010357159357836,0.37748477821546195
117,0.5586167114008921,0.13595230587682705,0.30016570074141513,0.3754685741170593
118,0.5578845343914001,0.12901227292069906,0.2992981999552584,0.3734631388740594
119,0.557153317042809,0.12242651168622437,0.29843320631085063,0.37146841496836075
120,0.5564230580976157,0.11617693746781663,0.2975707125628414,0.3694843451890682
121,0.5556937562998534,0.11024638873990983,0.29671071148696077,0.3675108726308502
122,0.5549654103951345,0.10461858003087555,0.2958531958799473,0.3655479406923068
123,0.5542380191306742,0.09927805720261157,0.2949981585593458,0.3635954930743494
124,0.5535115812553026,0.09421015501299815,0.2941455923630395,0.36165347377859147
125,0.5527860955194709,0.08940095684468695,0.2932954901485565,0.35972182710574757
126,0.552061560675253,0.08483725648963666,0.2924478447927933,0.3578004976540396
127,0.5513379754763469,0.08050652188445408,0.29160264919286877,0.3558894303176083
128,0.5506153386780737,0.07639686069695725,0.2907598962673211,0.3539885702849321
129,0.5498936490373764,0.07249698766946014,0.2899195789563457,0.35209786303725377
130,0.5491729053128205,0.06879619362910246,0.2890816902212656,0.35021725434701656
131,0.5484531062645934,0.06528431608012648,0.2882462230440032,0.3483466902763092
132,0.5477342506545068,0.06195171129734616,0.2874131704267973,0.3464861171753222
133,0.5470163372459969,0.058789227844176443,0.2865825253921,0.34463548168081415
134,0.546299364804127,0.05578818144250283,0.28575428098256467,0.34279473071459177
135,0.5455833320955874,0.05294033112538276,0.2849284302610984,0.34096381148200666
136,0.5448682378886959,0.050237856607093644,0.28410496631100984,0.3391426714704789
137,0.5441540809533969,0.04767333680838503,0.28328388223637885,0.33733125844807377
138,0.5434408600612632,0.045239729477964355,0.28246517116303904,0.33552952046220247
139,0.5427285739854987,0.04293035185425629,0.2816488262416261,0.33373740583870176
140,0.5420172215009461,0.040738862314332144,0.2808348406600115,0.33195486318242273
141,0.5413068013841051,0.03865924295961646,0.2800232077320291,0.3301818413872971
142,0.540597312413167,0.036685783090550754,0.28558022144573647,0.32841828982972454
143,0.5398887533680939,0.03481306352483487,0.3669910378616242,0.3936749425554089
144,0.539181123030805,0.033035941716183605,0.44986188422122236,0.4666082721122889
145,0.5384744201856875,0.03134953763273409,0.5274423348140028,0.474633924483305
146,0.5377686436213284,0.0297492203563257,0.5457832713902098,0.4720988320118828
147,0.5370637921389907,0.028230595365853747,0.5442059182612856,0.4695772797789173
148,0.5363598646447801,0.026789492469776688,0.5426331235414215,0.46706919552377396
149,0.5686440683105067,0.025421954354639325,0.5410648742547155,0.46457450732346833
150,0.5678987489258128,0.024124225718165887,0.5395011573007358,0.46209314363142967
151,0.5671544060307923,0.02289274295708228,0.5379419595923932,0.45962503328106197
152,0.5664110387098855,0.021724124381349918,0.5363872680737726,0.4571701054850788
153,0.5656686457082628,0.020615160927939365,0.5348370697243013,0.4547282898339249
154,0.5649272257545167,0.019562807348643345,0.5332913515600357,0.4522995162939331
155,0.5641867775752905,0.01856417384773074,0.5317501006341052,0.4498837152053951
156,0.5634472998977883,0.017616518146478247,0.5302133040368391,0.4474808172806032
157,0.5627087914504516,0.016717237952788514,0.5286809488957123,0.4450907536018838
158,0.5619712509631962,0.01586386381521597,0.5271530223751059,0.4427134556196353
159,0.561234677167509,0.015054052341777268,0.5256295116758417,0.44034885515036987
160,0.5604990687964947,0.014285579764924611,0.5241104040346564,0.43799688437476386
161,0.5597644245849015,0.013556335835011351,0.5225956867242072,0.43565747583571707
162,0.5590307432691402,0.012864318025480869,0.5210853470540032,0.43333056243642043
163,0.5582980235873024,0.012207626033866088,0.5195793723713537,0.4310160774384342
164,0.5575662642791896,0.01158445656349926,0.5180777500613007,0.42871395445977495
165,0.556835464086362,0.01099309837160247,0.516580467545914,0.4264241274730127
166,0.556105621752237,0.010431927570160846,0.5150875122836935,0.42414653080337816
167,0.5553767360223155,0.009899403166674653,0.5135988717692579,0.42188109912687966
168,0.554648805644763,0.009394062832545076,0.5121145335332056,0.41962776746842945
169,0.5539218293722281,0.008914518887473674,0.5106344851420349,0.41738647119998107
170,0.5531958059695128,0.008459454488848526,0.509158714198076,0.4151571460386759
171,0.5524707342716803,0.008027620015653115,0.507687208339418,0.41293972804499907
172,0.5583320057600447,0.0076178296369680525,0.5062199552398284,0.4107341536209461
173,0.5906740648309446,0.007228958055642605,0.504756942608667,0.40854035950819906
174,0.6101890191017992,0.0068599374181940835,0.5032981581907935,0.40635828278631203
175,0.6093892477541488,0.00650975438244947,0.5018435897664747,0.4041878608709065
176,0.6085905235781347,0.006177447334876874,0.5003932251512866,0.4020290315118765
177,0.6077928461677258,0.005862103749965445,0.49894705219601604,0.3998817327916037
178,0.6069962142341477,0.005562857684402412,0.4975050587865612,0.39774590312318064
179,0.6062006264291988,0.005278887399166123,0.49606723284382886,0.3956214812486452
180,0.6054060813937463,0.005009413103005223,0.4946335623236308,0.39350840623722333
181,0.604612577766925,0.004753694811107501,0.49320403521657824,0.391406617483581
182,0.603820114189068,0.0045110303130782336,0.4917786395479776,0.3893160547060866
183,0.6030286893029146,0.004280753244648108,0.4903573633777276,0.3872366579450808
184,0.6022383017527109,0.004062231257815609,0.4889401948002253,0.3851683675611567
185,0.6014489501773367,0.0038548642843991097,0.487527121944279,0.3831111242334493
186,0.6006606332003599,0.003658082888230386,0.4861181329730336,0.381064868957933
187,0.5998733494441928,0.003471346701464724,0.4847132160839055,0.37902954304572944
188,0.5990870975519127,0.003294142940713713,0.4833123595085272,0.37700508812142414
189,0.5983018761786397,0.0031259849989260504,0.48191555151271376,0.37499144612139274
190,0.5975176839806775,0.0029664111091496177,0.4805227803964699,0.37298855929213653
191,0.5967345196135485,0.00281498307650549,0.4791340344940929,0.3709963701886273
192,0.5959523817327178,0.0026712850748917727,0.4777493021745012,0.3690148216726605
193,0.5951712689943494,0.0025349225051129244,0.4763685718421653,0.3670438569112175
194,0.594391180055767,0.002405520911298826,0.47499183193992595,0.3650834193748359
195,0.5936121135757064,0.002282724952637973,0.4736190709594878,0.36313345283598836
196,0.5928340682144565,0.002166197427601024,0.47225027750112075,0.36119390136746915
197,0.5920570426339347,0.0020556183479751304,0.47088544142531846,0.3592647093407902
198,0.5912810354977338,0.0019506840601662882,0.5214473755048159,0.35734582142458493
199,0.5905060454711462,0.0018511064113567656,0.587515447111874,0.3554371825830211
200,0.5897320712211803,0.0017566119582278843,0.6548161707656004,0.35353873807422165
201,0.5889591114165688,0.0016669412160753225,0.7195377676708742,0.351650433448695
202,0.5881871647277737,0.0015818479462550456,0.7781512195676186,0.34977221454777274
203,0.5874162298269878,0.0015010984800032344,0.827747570932774,0.3479040275020565
204,0.5866463053881343,0.001424471076773482,0.8662996969704567,0.3460458187298731
205,0.5858773900868626,0.0013517553153293111,0.8868929522519325,0.3441975349357373
206,0.5851094826005434,0.0012827515159200475,0.8843297698645908,0.34235912310882344
207,0.5843425816082605,0.0012172701919534238,0.8817739928755695,0.3405305305214453
208,0.5835766857907999,0.001155131529659306,0.8792256019561574,0.3387117047275433
209,0.5828117938306423,0.0010961648943157616,0.8766845759749194,0.3369025935611811
210,0.5820479044119574,0.0010402083616815796,0.8741508937069403,0.3351031451350487
211,0.5812850162206081,0.0009871082733485068,0.8716245339558681,0.33331330783897506
212,0.580523127944164,0.0009367188147920499,0.8691054755792935,0.33153303033844733
213,0.579762238271922,0.0008889016149619689,0.8665936975005517,0.32976226157313904
214,0.5790023458949262,0.0008435253663126986,0.8640891787263757,0.3280009507554454
215,0.578243449505979,0.0008004654642300762,0.8615918984085132,0.3262490473690262
216,0.5774855477996428,0.0007596036648640799,0.8591018362681799,0.324506501167357
217,0.5767286394722354,0.0007208277604279126,0.8569104303401919,0.3227732621722866
218,0.57597272322182,0.0006840312710718139,0.8709005930888237,0.321049280672602
219,0.5752177977481999,0.0006491131524855704,0.8859713130195273,0.31933450722260126
220,0.5744638617529185,0.0006159775184269242,0.9002603920096568,0.3176288926406725
221,0.5737109139392672,0.0005845333774140767,0.9009248805134888,0.3159323880078835
222,0.5729589530123089,0.0005546943828593705,0.8983211434242424,0.31424494466657893
223,0.5722079776789281,0.0005263785959581119,0.8957249302701039,0.31256651421898923
224,0.5714579866479331,0.0004995082606814911,0.893136220112257,0.31089704852584665
225,0.5707089786302927,0.000474009590255761,0.8905549914202937,0.30923649970500816
226,0.5699609523397346,0.00044981256454134266,0.887981222623576,0.30758482013008365
227,0.569213906494598,0.00042685073775542906,0.8854148921858218,0.3059419624290692
228,0.5684678398255679,0.0004050610560100384,0.8828559786235122,0.3043078794829873
229,0.5677227511344027,0.0003843836841644039,0.8803044605125857,0.30268252442453325
230,0.578015812485848,0.00036476184151616606,0.8777603164926309,0.30106585063672986
231,0.6268308869458642,0.0003461416458801024,0.875223525272767,0.2994578117515893
232,0.6797335964492774,0.0003284719656261811,0.8726940656469162,0.2978583616487825
233,0.7336791409653929,0.0003117042792705989,0.8701719165535808,0.29626745445431585
234,0.7844070674515191,0.0002957925422342261,0.8676570574979491,0.2946850445392154
235,0.7833789524243177,0.00028069306040258305,0.866928047995965,0.2931110865182173
236,0.7823521804121577,0.00026636437014016185,0.8837450327754905,0.29154553524846577
237,0.7813267541197456,0.00025276712442964317,0.8868964522529523,0.28998834582821736
238,0.7803026718326951,0.00023986398482337757,0.8843332578425942,0.28843947359555316
239,0.7792799317997134,0.0002276195189104598,0.8817774704750369,0.2868988741270977
240,0.7782585322650217,0.00021600010301786802,0.8792290693493782,0.28536650323674506
241,0.7772384714731662,0.00020497382987850568,0.876688033225933,0.2838423169743933
242,0.7762197476702423,0.0001945104210126145,0.8741543408525715,0.28232627162468554
243,0.7752023591043052,0.00018458114358196556,0.8716279710189223,0.28081832370575766
244,0.7741863040255345,0.00017515873148850908,0.8691089025689017,0.2793184299679929
245,0.7731715806863065,0.00016621731050081256,0.8665971144045783,0.2778265473927825
246,0.77215818734123,0.00015773232720267273,0.8640925854875589,0.27634263319129226
247,0.7711461222471622,0.0001496804815687776,0.8615952948395081,0.274866644803236
248,0.770135383663217,0.0001420396629822532,0.8591052215423208,0.2733985398956553
249,0.7691259698507692,0.00013478888951837942,0.8566223447381408,0.27193827636170603
250,0.7681178790734566,0.00012790825032773265,0.8541466436293188,0.27048581231945035
251,0.7671111095971819,0.00012137885096052357,0.8516780974783462,0.2690411061106548
252,0.766105659690114,0.00011518276148198377,0.8492166856078067,0.26760411629959163
253,0.7651015276226909,0.00010930296723632062,0.846762387400391,0.2661748016718414
254,0.7640987116676191,0.00010372332212403915,0.8443151822990683,0.26475312123309586
255,0.7630972100998747,9.84285042643336e-05,0.8418750498076438,0.2633390342079641
256,0.7620970211967008,9.340397392080261e-05,0.8394419694923873,0.26193250003879326
257,0.7610981432376046,8.863593357495568e-05,0.837015920987223,0.2605334783845168
258,0.7601005745043543,8.411129003787571e-05,0.8345968840148874,0.25914192911953327
259,0.7591043132809748,7.981761849599431e-05,0.8321848385352717,0.25775781233259254
260,0.7581093578537446,7.574312839224578e-05,0.8297820009860605,0.25638108832567186
261,0.7571157065111925,7.187663104890157e-05,0.8693702559089699,0.2550117176128385
262,0.7561233575440952,6.820750894316876e-05,0.9084287178072361,0.253649660919114
263,0.7551323092454765,6.472568655117408e-05,0.9418319122730939,0.2522948791793527
264,0.754142559910606,6.142160268026361e-05,0.939109957580662,0.2509473335371484
265,0.7531541078370011,5.828618421363829e-05,0.9363958617246867,0.24960698534379366
266,0.7521669513244309,5.531082119522798e-05,0.9336896094986752,0.248273796157363
267,0.7511810886749253,5.2487343186391456e-05,0.930991178455944,0.24694772774217671
268,0.7501965181927918,4.980799682952591e-05,0.9283005460417754,0.2456287420699092
269,0.7492132381846515,4.726542455698739e-05,0.9256176897349786,0.24431680133306938
270,0.7482312469595114,4.4852644386869226e-05,0.92294258707008,0.2430118692638142
271,0.7472505428289266,4.256303075017068e-05,0.920275215643059,0.3108219607806633
272,0.7462711241074114,4.0390296296717255e-05,0.9176155531133015,0.30916181310508595
273,0.7452929891136705,3.8328474629878724e-05,0.9149635772044679,0.3075105324630843
274,0.7443161361755286,3.637190392267607e-05,0.9123192657051584,0.30586807155222495
275,0.7433405636643823,3.4515211370283686e-05,0.9096825964699412,0.30423438327296265
276,0.7428479026952051,3.2753298436224554e-05,0.9070535474218359,0.3026094207715643
277,0.7945457407944891,3.1081326851731854e-05,0.9044320965598927,0.3009931374431741
278,0.8013325313573684,2.9494705329816298e-05,0.9018182219900516,0.29938548693139977
279,0.8002822276634063,2.798907695754107e-05,0.8992119021446712,0.297786423127258
280,0.7992333005196588,2.6560307231871257e-05,0.8991838517094576,0.29619590016795333
281,0.7981857481824001,2.520447270623584e-05,0.9292066762391825,0.2946138724356068
282,0.7971395688611592,2.3917850216623e-05,0.9593415066215962,0.2930402945559694
283,0.7960947607600555,2.269690665762666e-05,0.9867866434570932,0.2914751213971321
284,0.7950513220834144,2.1538289280377247e-05,1.004046572236088,0.28991830806824065
285,0.7940092510371289,2.0438816485726665e-05,1.0011448078302438,0.2883698099182146
286,0.7929685458291027,1.9395469087418573e-05,0.9982514268626924,0.2868295825344756
287,0.7919292046694263,1.8405382021265225e-05,0.9953664076342907,0.28529758174168574
288,0.7908912257704563,1.7465836477573693e-05,0.9924897262152247,0.28377376360050094
289,0.7898546073468591,1.6574252435221795e-05,0.989621358570743,0.2822580844063443
290,0.7888193476156385,1.572818157688125e-05,0.9867612806982837,0.2807505006882034
291,0.7877854447961659,1.492530056592617e-05,0.9839094686534294,0.2792509692074229
292,0.7867528971102208,1.4163404666553331e-05,0.9810658985578906,0.2777594469563049
293,0.7857217027820693,1.3440401689579867e-05,0.9782305466038442,0.2762758911560769
294,0.7846918600386378,1.2754306247277663e-05,0.9754033890595489,0.27480025925492385
295,0.7836633671099595,1.2103234301454373e-05,0.9725844022836795,0.2733325089284052
296,0.7826362222305803,1.1485397989800646e-05,0.969773562781198,0.2718725980796343
297,0.7816104236455835,1.0899100716293583e-05,0.9669708475948673,0.27042048483724856
298,0.780585969658171,1.0342732492178644e-05,0.9646704770961037,0.26897612755351047
299,0.7962089265059734,9.814765514747413e-06,0.9788259500715077,0.2675394848029826
300,0.8260278846794609,9.313749971787368e-06,0.9926321832409171,0.2661105153813728
301,0.824945212953981,8.838310060203328e-06,1.0030221010409577,0.2646891783043976
302,0.8238639601329765,8.387140207899535e-06,1.00012331109874,0.2632754328066371
303,0.8227841244792228,7.95900148856725e-06,0.9972328830960858,0.2618692383403863
304,0.8217057041529328,7.552718219547312e-06,0.9943508078394034,0.2604705545745055
305,0.8206286973041568,7.167174733431442e-06,0.9914770617690535,0.2590793413932775
306,0.8195531020822905,6.801312314533068e-06,0.9886116209507083,0.2576955588952716
307,0.818478916638105,6.454126291800213e-06,0.9857544614377295,0.25631916739222527
308,0.8174061391243609,6.124663280163003e-06,0.9829055593339021,0.2549501274079543
309,0.8163347676960362,5.812018562709325e-06,0.9800648908192523,0.2535883996773316
310,0.8152648005104258,5.515333606466816e-06,0.9772324321897543,0.2522339451454557
311,0.8141962357271842,5.233793704939376e-06,0.9744081600305445,0.2508867249675059
312,0.8131290715083433,4.966625740902604e-06,0.9715920533095422,0.2495467005122167
313,0.8120633060183091,4.713096063304753e-06,0.9811292014606032,0.2482138334058099
314,0.8109989374238382,4.472508472447382e-06,1.0003586624118743,0.32298404487281623
315,0.8099359638939958,4.2442023079317786e-06,1.023144672268831,0.4652712217212171
316,0.8088743836001144,4.027550634152695e-06,1.0472504142039032,0.6051814178288744
317,0.8078141947157969,3.821958518399228e-06,1.0584599722380488,0.7378513669752933
318,0.8067553954169991,3.626861396883113e-06,1.055400947158102,0.8593435623828785
319,0.8056979838821496,3.4417235242566707e-06,1.0523507617474754,0.966544557026764
320,0.8046419582922105,3.2660365024054647e-06,1.049309391388239,0.9760446476697221
321,0.8035873168306554,3.099317884504341e-06,1.0462768107393292,0.9708314435763451
322,0.8025340576834058,2.9411098505108803e-06,1.04325299443715,0.965646083955209
323,0.8014821790387799,2.790977950440155e-06,1.0402379171679026,0.9604884201229059
324,0.8004316790874623,2.648509911923841e-06,1.0372315536829588,0.9553583041593773
325,0.7993825560224908,2.51331450871108e-06,1.0342338788034147,0.950255588929678
326,0.798334808039254,2.3850204869238157e-06,1.031244867421704,0.9451801280833438
327,0.7972884333354902,2.263275546039208e-06,1.0282644945022015,0.9401317760510775
328,0.7962434301112865,2.1477453717364987e-06,1.0252927350813856,0.9351103880408652
329,0.7951997965690804,2.038112717912299e-06,1.0223295642676573,0.9301158200339461
330,0.7941575309136576,1.9340765353317323e-06,1.0193749572406432,0.9251479287807373
331,0.7931166313521524,1.8353511445381245e-06,1.0164288892497622,0.9202065717967638
332,0.7920770960940451,1.7416654507877064e-06,1.0134913356126005,0.9152916073586025
333,0.7910389233511599,1.6527621989071231e-06,1.0105622717153766,0.9104028944998598
334,0.7900021113376636,1.5683972660914384e-06,1.0076416730164994,0.9055402930072087
335,0.7889666582700627,1.4883389907707413e-06,1.0047295150491955,0.9007036634165507
336,0.7879325623672006,1.4123675357758008e-06,1.0018257734204739,0.8958928670095385
337,0.7868998218502544,1.3402742841274346e-06,0.9989304238088583,0.8911077658115647
338,0.7858684349427324,1.271861265858587e-06,0.9960434419629904,0.8863482225998631
339,0.7848383998704711,1.2069406143494762e-06,0.9931648037010957,0.8816141013021728
340,0.7838097148616312,1.1453340507120518e-06,0.9902944849108106,1.0012877691085826
341,0.7827823781466948,1.0868723948002483e-06,0.9874324615491011,1.145243746792774
342,0.7817563879584635,1.031395101451406e-06,0.9845787096421632,1.291966311409485
343,0.7807317425320529,9.787498205905032e-07,0.9817332052853038,1.4319472824743802
344,0.7797084401048913,9.287919798635322e-07,0.9788959246427921,1.4894480514786295
345,0.7786864789167165,8.813843885188961e-07,0.9760668439476972,1.4814926810752675
346,0.7776658572095718,8.363968613296893e-07,0.9732459395017136,1.4735798014586199
347,0.7766465732278041,7.937058614414511e-07,0.9704331876749817,1.4657091857326359
348,0.7756286252180605,7.531941611300078e-07,0.9676285649059024,1.4578806081677402
349,0.7746120114292853,7.147505195512992e-07,0.9648320477009525,1.4500938442341518
350,0.7735967301127179,6.782693766512967e-07,0.9620436126344953,1.4423486705998514
351,0.7725827795218898,6.436505624756641e-07,0.9592632363485928,1.4346448651251507
352,0.7715701579126218,6.107990211767073e-07,0.9564908955528129,1.426982206856621
353,0.7705588635430215,5.796245490626631e-07,0.9537265670240375,1.419360476020869
354,0.7695488946734801,5.500415460745699e-07,0.9509702276062678,1.4117794540182849
355,0.7685402495666696,5.21968780108737e-07,0.9482218542104303,1.404238923416794
356,0.7675329264875392,4.953291636272719e-07,0.9454814238141813,1.3967386679456395
357,0.766526923703313,4.700495420091589e-07,0.9427489134617137,1.3892784724891845
358,0.765522239483486,4.4606049308840636e-07,0.9400243002635628,1.3818581230807532
359,0.7645188720998214,4.232961373039558e-07,0.9373075613964146,1.3744774068964973
360,0.7635168198263473,4.016939578559532e-07,0.9345986741029124,1.3671361122492964
361,0.7625160809393536,3.8119463023765383e-07,0.9318976156914658,1.3598340285826866
362,0.761516653717389,3.617418605060916e-07,0.9292043635360602,1.3525709464648212
363,0.7605185364412582,3.4328223167740087e-07,0.9265188950760647,1.3453466575824626
364,0.759521727394019,3.2576505768473667e-07,0.9238411878160419,1.3381609547350066
365,0.7585262248609794,3.0914224440906293e-07,0.9211712193255602,1.331013631828538
366,0.7575320271296948,2.9336815737215575e-07,0.9185089672390027,1.3239044838699188
367,0.7565391324899657,2.7839949575362133e-07,0.9158544092553834,1.3168333069609102
368,0.7555475392338342,2.6419517245709763e-07,0.9132075231381619,1.3097998982923236
369,0.7545572456555817,2.507162000036664e-07,0.9105682867150608,1.3028040561382042
370,0.7535682500517259,2.379255820841093e-07,0.9079366778778862,1.2958455798500446
371,0.7525805507210178,2.2578821066238395e-07,0.9053126745823451,1.2889242698510315
372,0.7515941459644383,2.1427076859033893e-07,0.9026962548478648,1.2820399276303194
373,0.7506090340851956,2.0334163776381887e-07,0.9000873967574089,1.2751923557373395
374,0.7496252133887223,1.9297081289423076e-07,0.8974860784572946,1.2683813577761336
375,0.7486426821826724,1.8312982096569195e-07,0.8948922781570099,1.2616067383997223
376,0.7476614387769183,1.7379164638632102e-07,0.8923059741290296,1.2548683033045016
377,0.7466814814835477,1.649306617328876e-07,0.8897271447086359,1.24816585922467
378,0.745702808616862,1.5652256390756042e-07,0.8871557682937394,1.2414992139266854
379,0.744725418493372,1.485443155615971e-07,0.8845918233447041,1.2348681762037537
380,0.7437493094317972,1.4097409191407888e-07,0.8820352883841783,1.2282725558703467
381,0.7427744797530615,1.3379123369274733e-07,0.8794861419969334,1.2217121637567478
382,0.7418009277802936,1.2697620799294212e-07,0.8769443628297199,1.2151868117036289
383,0.7408286518388232,1.2051058065199138e-07,0.8744099295911543,1.2086963125566503
384,0.7398576502561807,1.1437700693565061e-07,0.8718828210516799,1.202240480161097
385,0.738887921362096,1.0855925350700252e-07,0.8693630160437044,1.1958191293565354
