frame,cell_0_filtered,cell_1_filtered,cell_2_filtered,cell_4_filtered
79,0.15265913795772768,0.9938820771361861,0.27328684867344705,0.14430499402146763
80,0.19112187434252675,0.9438040069325805,0.2745660600902485,0.1422322019717631
81,0.23548444631036228,0.8960967300696085,0.27776104439977073,0.1423569620934165
82,0.2839456688809985,0.8506587915854117,0.28297470495326393,0.1460931329327317
83,0.3342388273738761,0.8074074657066606,0.28997101600691766,0.15496915013640733
84,0.3838270934991047,0.7662672991253876,0.2980549839554076,0.17045563365905622
85,0.4301446089770847,0.7271635205561424,0.3061751115464507,0.19362654835708154
86,0.4708852685000237,0.6900189906717825,0.31331578935132526,0.2246115064241662
87,0.5043372668005509,0.6547534852975179,0.3188619821382471,0.26192116878653016
88,0.5297029988024382,0.6212843324653888,0.3226550016109517,0.3021476712459261
89,0.547222647989118,0.589527681352532,0.3248428436012821,0.34075690403475584
90,0.5579653524880925,0.5593999204153945,0.3257233081258598,0.3737829148835372
91,0.5634168863519857,0.530818959159773,0.3256370857654758,0.3990973554794027
92,0.5651077294478406,0.5037052353202779,0.32490284608556785,0.41644010120520325
93,0.5643866583276052,0.47798240922598667,0.3237842813573887,0.42673936336415963
94,0.5623199039346375,0.453577767520264,0.32247925581494336,0.4314561685955928
95,0.5596735580181551,0.4304223887716893,0.3211226423422224,0.4321501289345513
96,0.556944762620301,0.4084511331968135,0.31979635099785114,0.43022595680272885
97,0.5544162046116679,0.38760251565759785,0.3185419896964237,0.4268140204104501
98,0.5522168234947754,0.36781851140265237,0.3173732807203623,0.4227410993678388
99,0.5503785293065192,0.34904433196088475,0.3162866743083539,0.4185549722072489
100,0.548883803654805,0.33122819684854393,0.3152695388424073,0.4145754852901379
101,0.547702368040824,0.31432111675630087,0.3143059096082278,0.4109534146727125
102,0.5468168928376405,0.2982766962033116,0.31338011390226034,0.4077257346474252
103,0.546238314796024,0.2830509582797813,0.3124787335058725,0.40486147585951265
104,0.54601107824585,0.26860219073728914,0.31159138312578044,0.40229621847877794
105,0.5462078580697779,0.25489081088580623,0.31071072921470416,0.399955665658694
106,0.5469124018065801,0.24187924606395625,0.3098320871123434,0.3977700107539385
107,0.5481884017262706,0.22953182646458123,0.3089528418520959,0.3956812837382356
108,0.550032174488568,0.21781468750457175,0.3080718545165564,0.39364583033991624
109,0.5523105514464565,0.20669567949845002,0.30718894880227055,0.3916337709463593
110,0.5547315985997558,0.1961442829812764,0.30630452303801137,0.38962686895717247
111,0.5569323605412518,0.18613152854398826,0.3054192994820002,0.3876158152316503
112,0.5586396389399237,0.17662992045587178,0.3045342017576567,0.38559756531462575
113,0.5597459089435859,0.16761336364796922,0.30365033864188734,0.38357307429709675
114,0.5602725007592854,0.15905709382925243,0.3027690641241977,0.3815455635095756
115,0.5603091733877213,0.15093761062416705,0.3018920763778213,0.37951931422968976
116,0.5599714984738734,0.1432326136774858,0.30102150965824875,0.3774989011423328
117,0.5593738231711619,0.1359209416902918,0.3001599620423067,0.37548873658688414
118,0.5586144857001272,0.12898251434564448,0.2993103887537292,0.3734927820082121
119,0.5577697975133545,0.12239827706613161,0.29847577789475466,0.37151428560488614
120,0.5568936848996042,0.11615014852619979,0.2976585173093523,0.3695554194474952
121,0.5560205085612167,0.11022097082471444,0.2968593652663081,0.36761671423562214
122,0.5551692575213688,0.10459446221001452,0.2960759636721439,0.3656962282447747
123,0.5543479290336805,0.09925517224149061,0.2953008930935642,0.36378844485459055
124,0.5535574041539711,0.09418843926811235,0.29451937791034094,0.3618829780680219
125,0.5527944951145477,0.08938035010452103,0.29370692058930475,0.35996328508894626
126,0.5520540860809927,0.08481770178827422,0.29282738499054717,0.3580057436309808
127,0.551330436264083,0.08048796530661254,0.2918323581720188,0.35597964636836943
128,0.5506177908531082,0.0763792511868996,0.2906629786681094,0.3538488807491587
129,0.5499104768867447,0.07248027685104838,0.28925577916809586,0.3515762658615046
130,0.549202670028571,0.06878033564036666,0.2875543666542283,0.34913165092789494
131,0.5484880209098079,0.06526926742307408,0.285528818049093,0.34650485353080707
132,0.5477593369243748,0.061937430702131854,0.28320431310770094,0.34372420767320955
133,0.5470085315704211,0.05877567614594471,0.28069951300198254,0.34088074952347064
134,0.5462270765565281,0.05577532146895686,0.2782732382222539,0.33815672143825937
135,0.5454072128326708,0.052928127593217494,0.2763748172718318,0.33585496080240734
136,0.544544178737541,0.05022627602569317,0.27568884951149697,0.33442275307551295
137,0.5436396718057954,0.04766234738951321,0.27715900719909226,0.3344598880329213
138,0.5427066429784093,0.04522930105049991,0.28196817503813654,0.33669620755136975
139,0.5417752897169589,0.04292045578330084,0.2914444929885297,0.34191945982310595
140,0.5408997281952831,0.04072947142423605,0.3068562788364192,0.3508308458705371
141,0.5401642515489006,0.03865033146062275,0.32905588353324045,0.3638049352512289
142,0.5396873083114021,0.03667732650885875,0.35794991284372774,0.3805350072138076
143,0.5396203887446899,0.03480503863594538,0.39197009102407143,0.39969389457749704
144,0.5401379765073748,0.033028326481416924,0.4280488918316547,0.41905099516802086
145,0.5414137917629841,0.03134231113882221,0.4624326726960136,0.43627442960811513
146,0.5435780257976521,0.02974236275797933,0.49192401356221244,0.44981793780622004
147,0.5466506018797895,0.028224087831198733,0.5147487112861332,0.45918422939033726
148,0.5504473065534405,0.026783317128547455,0.5306325543522711,0.4646489836449971
149,0.5545268699752767,0.02541609424901127,0.5403340510812223,0.46689042894532284
150,0.558320170302577,0.02411866475610541,0.5451036782104858,0.466718425053385
151,0.5613863766766658,0.022887465868092233,0.5462961802177946,0.4649068961453888
152,0.563541437451508,0.02171911667448991,0.5451420645651709,0.46210594679202643
153,0.5648041665308182,0.02061040885200346,0.5426378603238812,0.4588098658195115
154,0.5653014665113116,0.019558297854382466,0.5395168215101419,0.45536034792504937
155,0.5652009063912551,0.018559894552012218,0.5362680716708663,0.4519687675933145
156,0.5646676163580558,0.017612457298280686,0.5331799779064084,0.44874600297443146
157,0.563840740412338,0.016713384400935827,0.5303911047489959,0.44573243196187634
158,0.5628244483453393,0.015860206977759986,0.5279385181663396,0.44292399545271244
159,0.5616891182991608,0.015050582176943434,0.5257981357518581,0.4402925847347528
160,0.5604792753271343,0.014282286743540458,0.5239152569903602,0.4378005508178933
161,0.5592258626621912,0.013553210914341607,0.5222255605687771,0.4354100131958657
162,0.5579611944373291,0.012861352624397457,0.5206680090140534,0.4330880412412761
163,0.5567353375837607,0.012204812009285018,0.519191546402717,0.4308088562574356
164,0.555632602658777,0.011581786188019898,0.5177574690087478,0.4285540894415927
165,0.5547862429524475,0.010990564312288013,0.5163390939401411,0.42631192960105796
166,0.5543883742983295,0.010429522868401908,0.5149199922472468,0.4240757710536307
167,0.5546906106803984,0.009897121219080787,0.5134916845793347,0.4218427665645164
168,0.5559891434886285,0.00939189737281184,0.5120513720127944,0.41961252206464883
169,0.5585863065351276,0.008912463969175444,0.5106000149962585,0.4173860450948176
170,0.5627195992112782,0.008457504469109839,0.5091408825402987,0.41516497483893205
171,0.5684494702912705,0.00802576953965364,0.5076785635855278,0.41295107134853654
172,0.5755133652523972,0.007616073623238576,0.5062183497077103,0.4107459167604268
173,0.583240632804862,0.007227291682111619,0.5047658492467615,0.40855077392608424
174,0.5907007594011858,0.006858356108946538,0.5033266662747933,0.4063665511163522
175,0.5970656476869343,0.0065082537951612965,0.5019059664383687,0.40419383015382154
176,0.6018858150994797,0.006176023348890745,0.5005077536939757,0.4020329258597997
177,0.6050972554782867,0.0058607524549750155,0.4991337009582725,0.39988395484348993
178,0.6068807274723433,0.0055615753697140155,0.497781422829242,0.39774690022218956
179,0.6075281371171009,0.005277670543508492,0.4964421636050035,0.39562166539891314
180,0.6073536857799321,0.005008258364859337,0.4950980156321993,0.3935081145639361
181,0.6066417171659717,0.0047525990195300795,0.4937189983022058,0.39140610041201207
182,0.6056218723110506,0.004509990458993753,0.4922606285806708,0.38931548106410735
183,0.6044626896242549,0.004279766472585476,0.4906629994477708,0.38723612874371777
184,0.60327626940466,0.004061294858066845,0.4888528307399682,0.38516793272589633
185,0.6021284334963505,0.0038539756855785054,0.486750411167879,0.38311079872130144
186,0.6010505607142684,0.0036572396502137197,0.4842837064544522,0.38106464637033544
187,0.6000507597453871,0.003470546508689093,0.48141200136752416,0.37902940602793433
188,0.5991231746491551,0.003293383595819554,0.4781610378283853,0.37700501558743277
189,0.5982550069713001,0.0031252644167238065,0.47467040312912906,0.37499141775233913
190,0.5974313308549029,0.0029657273108944135,0.4712515565766039,0.37298855792207075
191,0.5966380397816367,0.002814334184463985,0.4684509988781135,0.37099638270107327
192,0.5958633633644026,0.002670669307186215,0.4671074028457141,0.3690148389528293
193,0.5950983892110087,0.0025343381708281734,0.46838396156092066,0.3670438732821595
194,0.5943369649497576,0.0024049664058389056,0.4737480910757839,0.3650834318237958
195,0.5935752724568442,0.0022821987533194143,0.4848609053937218,0.3631334602285956
196,0.5928112817085285,0.0021656980894709564,0.5033304361740476,0.361193903760758
197,0.5920442175612681,0.00205514449984271,0.5302784768189505,0.3592647074432095
198,0.5912741142717246,0.0019502344008366316,0.5657814700957967,0.35734581620993033
199,0.5905014902376535,0.001850679706057125,0.6085068829717839,0.35543717504148215
200,0.589727147100261,0.001756207035216292,0.655857288388805,0.35353872907285283
201,0.5889520795420563,0.0016665569634224397,0.7045170998870128,0.35165042367130184
202,0.5881774710783831,0.0015814833087904139,0.7510740025798102,0.34977220448692414
203,0.5874047434475295,0.0015007524564175849,0.792541249924757,0.34790401748105726
204,0.5866356201761465,0.0014241427168691868,0.8267524311602142,0.34604580893827536
205,0.5858721569012026,0.0013514437174114717,0.8526169453061805,0.34419752546726706
206,0.5851166817351495,0.0012824558243210707,0.8701800291397009,0.3423591139949168
207,0.584371579602363,0.0012169895946842744,0.8804197840838228,0.34053052175678516
208,0.5836388481367915,0.0011548652561809065,0.884847783095517,0.3387116962861483
209,0.5829193546019172,0.0010959122134242797,0.8851145710971324,0.33690258540294826
210,0.582211740789762,0.0010399685795016089,0.8827553803062883,0.3351031372034837
211,0.581510965435395,0.00098688073142843,0.879073593721805,0.33331330005144477
212,0.5808065521269401,0.0009365028882961997,0.8751138164938831,0.33153302257094813
213,0.5800807355347333,0.00088869671095455,0.871682511383744,0.32976225364251377
214,0.5793068775914595,0.0008433309221287972,0.8693818138805691,0.3280009424033727
215,0.5784487584279517,0.0008002809459294266,0.8686296896793342,0.3262490382540061
216,0.577461621808203,0.0007594285657635506,0.8696464795661122,0.32450649087323435
217,0.5762961385199712,0.0007206615997089045,0.8723950210305298,0.3227732502442981
218,0.5749066818550553,0.0006838735924589331,0.8765028701135851,0.3210492666939154
219,0.5732653880899026,0.000648963522993065,0.8812713222891563,0.3193344909449144
220,0.5713832599222691,0.0006158355271694823,0.8858528873106761,0.31762887418032354
221,0.5693388770822779,0.0005843986344786933,0.8895212031085887,0.3159323681123591
222,0.5673138875667226,0.0005545665182351034,0.8918596052758667,0.3142449250432773
223,0.5656321398637006,0.0005262572585206858,0.8927771041857535,0.3125664978965055
224,0.5647958978314845,0.0004993931172298471,0.8924099207803897,0.31089704018623554
225,0.5655079926118798,0.0004739003245978014,0.8910114147809005,0.30923650588288926
226,0.5686631799390617,0.00044970887662627135,0.8888755478107534,0.30758484912273387
227,0.5752859358470983,0.0004267523428502428,0.8862935432090182,0.30594202370597645
228,0.5863865411473991,0.00040496768391787264,0.8835348668690188,0.304307982334042
229,0.602704408626916,0.00038429507848258615,0.8808433463328896,0.302682675560237
230,0.6243323910070071,0.0003646777589319613,0.8784397078224797,0.30106605047673124
231,0.6503500147922524,0.0003460618555022649,0.8765225419434627,0.29945804924330494
232,0.6787572969600983,0.0003283962483505359,0.8752604873646112,0.29785860768685773
233,0.7068792965632499,0.0003116324271779726,0.8747692863752183,0.29626765436840347
234,0.732092061442434,0.0002957243580191279,0.8750685890094535,0.2946851107211383
235,0.7525499187338268,0.0002806283568311071,0.8760190596974599,0.29311089309056665
236,0.7675506747607891,0.00026630296953564643,0.8772867678902059,0.2915449177169786
237,0.7773804855073985,0.00025270885818467933,0.8784265617554443,0.28998710982639125
238,0.7828922332420927,0.0002398086929368194,0.8790629451420867,0.28843741794044253
239,0.7851378158977058,0.00022756704954814765,0.8790070196762892,0.2868958341456551
240,0.7851379781837471,0.0002159503120958361,0.878241412251462,0.28536242021389707
241,0.7837591502511309,0.00020492658066750477,0.8768507346687482,0.2838373379583502
242,0.7816660312350456,0.00019446558376284216,0.8749620967099775,0.2823208798767065
243,0.7793224502704075,0.00018453859516695266,0.8727055399723604,0.28081349287561896
244,0.7770188259475954,0.00017511835506716763,0.8701908936093887,0.2793157837313561
245,0.7749106587847883,0.00016617899519670478,0.8674971899394502,0.277828490214119
246,0.7730579635657658,0.00015769596779961339,0.864671231996009,0.2763523971598906
247,0.7714599305421218,0.00014964597822193182,0.8617327597276342,0.2748881734088351
248,0.7700822944778125,0.0001420069209439395,0.8586846044898722,0.27343610529233037
249,0.7688769918438858,0.0001347578188778346,0.8555270222632865,0.27199570782481514
250,0.7677949025848813,0.0001278787657641356,0.8522758790461262,0.27056520922440525
251,0.7667930353140064,0.00012135087150861616,0.8489843830346749,0.26914093159794134
252,0.7658376397846277,0.00011515621030965829,0.8457674916181865,0.2677166342669842
253,0.7649045971026458,0.00010927777143357562,0.8428268605093637,0.2662829489544439
254,0.7639781813064171,0.00010369941250273124,0.8404721808691984,0.26482711809216436
255,0.763048998561929,9.840581516817793e-05,0.8391319833399006,0.2633333445168245
256,0.7621116500672986,9.338244304509696e-05,0.8393436382922485,0.26178416133423765
257,0.7611624628765074,8.86155017955253e-05,0.8417087472233996,0.2601633131851597
258,0.7601975015329727,8.409190124875728e-05,0.8467971367774685,0.2584606699443514
259,0.7592110125754684,7.97992194554014e-05,0.854981410952649,0.2566796212812387
260,0.758194455480697,7.572566857638212e-05,0.8661861889550498,0.25484716044394223
261,0.7571363233051901,7.186006251321382e-05,0.8796295097399418,0.2530263811507945
262,0.7560230342601156,6.819178619065563e-05,0.8938185672964236,0.25133030282866986
263,0.7548412546861978,6.471076640739333e-05,0.9069815606636097,0.2499347411519669
264,0.7535820581954803,6.140744417470161e-05,0.9176958160811746,0.24908632914251178
265,0.7522472877356463,5.82727484671275e-05,0.9252614174046846,0.24909982637154676
266,0.7508583077832094,5.529807131311557e-05,0.9296542471054917,0.2503367201885825
267,0.7494669439089914,5.24752441571774e-05,0.9312649332226642,0.25315520729876384
268,0.7481677350351317,4.979651542870143e-05,0.9306610983264074,0.2578205873990972
269,0.7471096094732887,4.725452925581406e-05,0.9284376590394418,0.26436585300155385
270,0.7465037130420461,4.4842305265848104e-05,0.9251391141690983,0.2723960990723389
271,0.7466224075239585,4.255321941695784e-05,0.921235696692298,0.2809796434683891
272,0.7477825737249393,4.0380985808249956e-05,0.9171360303268082,0.2889213108939383
273,0.7503046139344421,3.831963941848463e-05,0.9132207571073996,0.2953007605505982
274,0.7544374935714941,3.63635197259479e-05,0.9098832686952719,0.29974143028485495
275,0.7602406004767694,3.4507255164513366e-05,0.9075644704070837,0.30229645811874983
276,0.7674172135654619,3.2745748373204965e-05,0.9067681886433099,0.3032495443241014
277,0.7752096171465634,3.107416219874964e-05,0.9080425992070806,0.30297380187829
278,0.7825966567936326,2.948790641267578e-05,0.9119115569327244,0.3018416472455087
279,0.7887354406924155,2.7982625106475718e-05,0.9187390779878813,0.3001750373584667
280,0.7932268141600252,2.6554184730213772e-05,0.9285173451718792,0.2982247238713615
281,0.7960588761689433,2.5198662741729895e-05,0.9406467376354938,0.2961683675324213
282,0.7974425626350135,2.3912336835267517e-05,0.9539060145816001,0.2941193690096288
283,0.7976817581761158,2.2691674719945947e-05,0.9667397553053546,0.2921404801636552
284,0.7970891456407482,2.153332442000706e-05,0.9777232410992757,0.2902582763318523
285,0.7959392600356483,2.0434105070195902e-05,0.9859442665929328,0.2884762069907156
286,0.7944493204025744,1.939099818098951e-05,0.9911264584487999,0.2867851444634111
287,0.7927792038784189,1.840113934967126e-05,0.9934974552007256,0.2851711448758989
288,0.7910434823505872,1.7461810394464487e-05,0.993563073574524,0.28362059093920755
289,0.789330114517492,1.6570431890093783e-05,0.9919277523793423,0.2821230857882611
290,0.7877217543638099,1.5724556084241917e-05,0.9891888015279463,0.28067249312135656
291,0.7863164618408834,1.4921860175421866e-05,0.9858864779697407,0.27926644413618196
292,0.7852447841846424,1.4160139933794871e-05,0.9824912328721377,0.2779045178850607
293,0.7846797333144526,1.3437303647445302e-05,0.97941072817672,0.27658520050230295
294,0.7848352416497306,1.2751366377579458e-05,0.9770011737034159,0.27530168517693776
295,0.7859474823689456,1.2100444507054331e-05,0.9755695120945396,0.2740366292658506
296,0.7882323856438,1.1482750567566157e-05,0.9753548050544982,0.27275617446124395
297,0.7918123454044376,1.089658833173252e-05,0.9764791190926267,0.2714038913443915
298,0.7966062730803422,1.0340348157171191e-05,0.9788619253523587,0.2698958492024184
299,0.8022147104868002,9.81250257048384e-06,0.9821319554148578,0.26811872932794656
300,0.8079351621538621,9.311602079745568e-06,0.9856423765755586,0.26593374679611237
301,0.813012031779213,8.836271204612392e-06,0.9886569780895866,0.26319000892187633
302,0.8169411417175361,8.38520471339796e-06,0.9906059143721206,0.25975161485594683
303,0.8195630350761556,7.95716405633115e-06,0.991235553023635,0.2555429714837557
304,0.8209652211429087,7.550973983578336e-06,0.9905970170686034,0.2506160152935108
305,0.8213600965286306,7.165519335410049e-06,0.9889577074466624,0.24524070724246472
306,0.8210006318375674,6.799741990084094e-06,0.9867238198348821,0.24001563173216478
307,0.8201282750715853,6.452637952694836e-06,0.9843934898287793,0.235988096973567
308,0.8189456754911046,6.123254565679821e-06,0.9825280899359912,0.23476226816372422
309,0.817606802724764,5.81068781943277e-06,0.9817259093343811,0.2385594344014894
310,0.8162180170239002,5.514079740462395e-06,0.9825803473963608,0.25017714036511157
311,0.8148450547341938,5.232615836109275e-06,0.9856038011126951,0.2727754476678423
312,0.8135223484191725,4.965522580795883e-06,0.991099145014607,0.3094026257996164
313,0.8122623871026478,4.712064941334332e-06,0.9989893446828084,0.3621650032998327
314,0.8110638417466483,4.471543960319513e-06,1.008693280475011,0.4311101676923014
315,0.8099179164233445,4.243294449193039e-06,1.019169023294283,0.5133756301331676
316,0.8088128649355522,4.026682887286325e-06,1.0291563137063553,0.6033330235271605
317,0.8077368859106819,3.821105679090012e-06,1.0375295380222902,0.6937544674766231
318,0.8066797319787068,3.6259879847106667e-06,1.0435951356496003,0.7773486578607738
319,0.8056333913994774,3.4407833982888927e-06,1.0471786992686383,0.8481923470775786
320,0.8045921649703552,3.2649747892784515e-06,1.0485021242424384,0.9028461173116841
321,0.803552398032966,3.098076616356637e-06,1.0479928588060174,0.94073867582549
322,0.8025120576447934,2.939638938120806e-06,1.0461346731846064,0.9635788837004318
323,0.8014702808656662,2.7892531344776878e-06,1.0433775313237916,0.974272163408964
324,0.8004269677224257,2.646558968204094e-06,1.0400922653926865,0.9759897224038379
325,0.7993824535524339,2.511252010268988e-06,1.0365561249475042,0.971600230713306
326,0.7983372692651891,2.3830895934484404e-06,1.032957348676611,0.9633998779531323
327,0.7972919824402714,2.261892350669197e-06,1.0294096468381095,0.9530517038601491
328,0.7962471044881344,2.1475371052951702e-06,1.0259702221760634,0.9416603451903967
329,0.7952030468285187,2.0399355769303056e-06,1.0226573285883955,0.92992677163558
330,0.794160110073263,1.9389923530608048e-06,1.0194652161387858,0.9183444802396512
331,0.7931184929215509,1.8445353344409534e-06,1.0163756230849201,0.907411099147701
332,0.7920783107660972,1.7562130718142497e-06,1.0133658142419173,0.8978358627037861
333,0.7910396171722901,1.6733569522659153e-06,1.0104136290906471,0.8907233525755835
334,0.790002424060823,1.594813088024878e-06,1.007500197580141,0.8877073893868862
335,0.7889667184607334,1.5187600434947096e-06,1.0046110008542746,0.8909968859551838
336,0.7879324751130807,1.4425450125625571e-06,1.0017358738594602,0.9032796581932948
337,0.7868996650845047,1.3625929220627485e-06,0.9988684222152895,0.9274137602648039
338,0.7858682610155148,1.2744692321052845e-06,0.9960051933719614,0.9658237641030739
339,0.7848382398030467,1.1732051254352793e-06,0.9931448231851616,1.0195186632138153
340,0.7838095835074085,1.0540178625142453e-06,0.990287283557105,1.0869217554354216
341,0.7827822791640251,9.13570382864695e-07,0.9874332870789996,1.1633082359037894
342,0.7817563180300149,7.518996932172635e-07,0.9845838585072512,1.2415716386417324
343,0.7807316946427653,5.750858609868029e-07,0.9817400560474117,1.3140556700491857
344,0.7797084059332119,3.9861167091263064e-07,0.9789028128061457,1.3745959815708255
345,0.7786864505287944,2.5115504941674934e-07,0.9760728657251617,1.4199101853512714
346,0.7776658283000321,1.782430938667326e-07,0.9732507419650511,1.4497394955055396
347,0.7766465401454709,2.4476896296624604e-07,0.97043677816669,1.4659519408886843
348,0.7756285879654305,5.348424695893272e-07,0.967631154321825,1.4714151921011502
