scorer,DLC_Resnet50_AuTmMo1Feb20shuffle1_snapshot_best-10,DLC_Resnet50_AuTmMo1Feb20shuffle1_snapshot_best-10,DLC_Resnet50_AuTmMo1Feb20shuffle1_snapshot_best-10
bodyparts,red_light,red_light,red_light
coords,x,y,likelihood
3006,304.8297,165.67262,0.8724102
3007,300.73737,177.33415,0.951579
3008,301.37848,183.53465,1.0
3009,298.9595,191.01599,1.0
3010,298.03568,197.06573,1.0
3011,298.94125,203.59825,0.9567835
3012,301.5564,211.8835,1.0
3013,303.1604,221.75684,1.0
3014,305.60342,225.57065,1.0
3015,310.9317,228.91388,0.9850941
3016,316.4671,235.38184,0.95090526
3017,317.6995,239.97446,1.0
3018,319.78442,245.8519,1.0
3019,321.1607,254.76976,0.97383255
3020,321.48837,262.06363,1.0
3021,320.10205,268.74118,1.0
3022,319.02475,271.15762,0.98437405
3023,319.6913,276.7328,1.0
3024,317.9874,285.95123,1.0
3025,315.9603,292.6649,1.0
3026,311.13852,299.1616,0.9227399
3027,307.4233,303.8528,0.980178
3028,304.02222,310.12482,1.0
3029,301.01105,315.53983,0.9953853
3030,294.61386,315.33908,0.91556776
3031,289.02225,317.9933,0.9870279
3032,287.32742,320.74704,0.99124795
3033,287.29483,325.1526,1.0
3034,286.4461,330.97604,0.99773633
3035,284.64258,334.20358,1.0
3036,281.2581,336.45682,0.9915707
3037,277.88852,338.9292,1.0
3038,273.16434,341.67197,1.0
3039,271.051,342.94208,0.9852971
3040,269.52454,345.28867,0.9791257
3041,265.4242,346.12772,0.9512392
3042,264.32523,345.18976,0.9484732
3043,264.40564,344.1902,0.8969025
3044,264.46246,343.73627,0.873827
3045,264.28845,343.3083,0.7967596
3046,264.21796,343.9637,0.8053135
3047,260.72363,348.64243,0.74336296
3048,257.87387,343.6889,0.98150915
3049,255.3661,340.8286,1.0
3050,253.23575,337.0766,1.0
3051,249.85371,333.47614,0.97370696
3052,243.83893,331.07953,0.96475637
3053,237.97882,334.69385,1.0
3054,230.64577,335.9519,0.9648778
3055,227.09944,337.6359,1.0
3056,225.24776,336.39758,1.0
3057,220.4081,335.9293,0.99317545
3058,207.39043,336.4817,0.9859461
3059,200.75305,338.36005,1.0
3060,190.24072,335.89966,0.96983016
3061,181.89723,336.0878,0.96300936
3062,172.83379,337.23605,1.0
3063,165.3897,334.5058,0.93418455
3064,158.85284,334.38824,1.0
3065,153.68478,334.49542,0.98966944
3066,143.50424,334.7035,0.9732568
3067,138.23239,334.9942,0.9955518
3068,130.33954,334.35965,0.96391624
3069,125.27188,335.41507,1.0
3070,118.166,337.24722,0.9939284
3071,111.82913,340.3792,0.9960136
3072,106.039986,339.7315,1.0
3073,96.47263,335.3019,0.9450733
3074,92.81372,333.43463,0.9919969
3075,86.10324,332.52823,0.9288293
3076,77.987854,334.9479,0.97949713
3077,70.287575,334.78998,0.92364347
3078,63.011753,333.78067,0.9809488
3079,58.329662,331.36896,0.9408086
3080,53.226025,329.2357,0.917894
3081,48.564007,325.40494,0.9681016
3082,47.51715,320.0009,0.95708436
3083,48.179592,316.9241,1.0
3084,47.268436,315.82828,1.0
3085,47.02344,312.90408,0.9664749
3086,47.580254,312.5658,0.9580715
3087,46.884453,314.36102,0.98150074
3088,46.14944,315.49408,1.0
3089,43.988396,316.1409,0.98674905
3090,35.351,320.296,0.9427301
3091,31.60251,326.37674,0.98714924
3092,26.911129,326.88226,0.97299266
3093,22.859198,326.17554,1.0
3094,18.630114,325.63544,1.0
3095,18.060575,325.79703,1.0
3096,25.471008,324.49017,1.0
3097,26.274843,322.2805,1.0
3098,26.156792,321.7496,1.0
3099,24.601189,321.45813,1.0
3100,22.605906,320.1627,1.0
3101,24.741411,321.35837,1.0
3102,27.844784,322.04596,1.0
3103,31.214571,321.35272,1.0
3104,33.445496,318.25653,0.9790842
3105,33.828384,313.3177,0.9611386
3106,34.03,311.73825,0.9661924
3107,35.79331,311.05783,0.9805949
3108,35.37478,309.92838,0.99667346
3109,34.53295,309.02948,1.0
3110,34.914894,307.92096,1.0
3111,37.559265,309.2247,1.0
3112,38.80503,312.7162,0.92864436
3113,38.085396,315.4789,0.9477305
3114,36.21554,316.19214,0.9697188
3115,38.05924,315.4578,0.9541247
3116,39.238983,317.88913,0.9355391
3117,38.308025,319.5531,0.95709
3118,40.38562,319.622,0.94600654
3119,39.159214,313.736,0.9053153
3120,31.878569,314.12048,0.96330327
3121,26.51826,313.26294,0.9870589
3122,21.195662,310.6537,1.0
3123,17.904984,308.32843,1.0
3124,17.213575,306.0331,1.0
3125,18.713116,305.3016,1.0
3126,22.031433,304.06027,1.0
3127,25.549004,304.51132,1.0
3128,27.817192,304.20566,1.0
3129,30.636177,303.95035,1.0
3130,40.66978,307.72427,0.9658172
3131,46.60384,310.97552,0.9878195
3132,49.710995,313.97968,0.9699409
3133,54.07919,315.7694,0.9465308
3134,56.872807,317.09042,0.93684095
3135,57.26501,317.20755,0.9447472
3136,55.449703,318.8341,0.92520475
3137,59.24108,319.44336,0.9747808
3138,62.042095,319.86465,0.9794009
3139,59.53783,319.72128,0.98045194
3140,56.868862,320.54337,0.9547303
3141,53.53704,318.9332,0.9492493
3142,46.742146,320.24783,0.96086836
3143,44.667297,320.53308,1.0
3144,44.538567,319.75882,0.99077225
3145,40.9254,318.3204,0.9506804
3146,38.706055,319.4529,0.9524251
3147,40.551193,322.00443,0.9589842
3148,41.187572,323.16647,1.0
3149,40.579426,323.0877,0.9502857
3150,39.98994,322.27402,0.94523287
3151,37.899845,319.6545,0.94944036
3152,35.615776,319.29462,0.9764855
3153,33.583946,321.38513,0.9457313
3154,31.701286,321.1569,0.95642006
3155,30.696543,319.8712,0.9864978
3156,30.255114,319.47174,0.99144006
3157,31.16537,321.27554,0.9905515
3158,32.357376,324.51898,0.9691802
3159,31.824757,323.90094,0.9861839
3160,30.097227,319.92206,0.99799466
3161,28.256956,319.01834,1.0
3162,26.77845,320.46964,1.0
3163,27.928324,322.14816,1.0
3164,31.269787,319.24207,0.9589678
3165,40.148598,312.82306,0.92286384
3166,43.51741,306.6343,1.0
3167,43.57207,309.03757,0.027311686
3168,244.35175,85.06627,0.024356628
3169,45.886505,304.55957,0.97941625
3170,46.246086,304.66486,1.0
3171,45.322678,305.59964,1.0
3172,44.372906,306.21414,1.0
3173,43.633144,305.8726,1.0
3174,41.299744,305.43802,1.0
3175,37.9185,306.3523,0.35375035
3176,394.1381,18.622496,0.03867427
3177,394.06323,18.5503,0.03017051
3178,394.29004,18.493576,0.043968793
3179,393.8094,18.315271,0.031472106
3180,402.06396,10.844287,0.04587196
3181,34.506706,305.0332,0.5823455
3182,28.621902,310.92276,1.0
3183,26.853056,319.762,1.0
3184,28.61308,324.15237,1.0
3185,28.758379,323.86887,1.0
3186,27.05867,323.84872,1.0
3187,24.870598,326.65768,1.0
3188,24.49565,329.6495,0.9482275
3189,23.385815,329.08484,0.90994394
3190,21.03516,330.63406,0.9251754
3191,22.341097,332.32285,0.95397365
3192,21.49651,334.0986,0.9749177
3193,21.504866,334.048,0.96372116
3194,25.556616,334.60104,0.97630274
3195,27.653233,335.54288,0.99644303
3196,26.753078,335.92676,1.0
3197,23.791208,335.57056,0.9559119
3198,24.45179,334.72046,0.9473784
3199,23.756754,335.78284,0.95844215
3200,24.25585,336.07083,0.96088564
3201,24.764317,335.4873,0.9736923
3202,24.951832,334.83966,0.9564857
3203,28.221426,335.02377,1.0
3204,31.000057,335.54147,1.0
3205,30.818367,335.41345,0.99512684
3206,29.816269,336.45917,1.0
3207,29.583658,335.8338,1.0
3208,30.00783,335.36487,1.0
3209,29.273098,335.30087,1.0
3210,30.236923,330.71875,0.9997431
3211,31.217388,325.93396,0.99677503
3212,31.135845,325.61795,1.0
3213,32.11489,326.93848,0.98473233
3214,31.21762,326.96805,0.9673162
3215,31.319004,326.5773,0.9824522
3216,31.872015,327.49045,0.9803717
3217,31.66043,327.964,0.97748184
3218,32.06009,327.99216,0.97495735
3219,32.110874,327.8775,0.9727344
3220,32.030342,328.01025,0.9736955
3221,31.176554,327.22324,0.96400774
3222,33.75705,324.02396,1.0
3223,32.025696,319.0227,0.95099366
3224,31.256659,315.52994,1.0
3225,31.707798,312.4194,0.9713155
3226,34.1005,308.0123,1.0
3227,32.20694,300.9816,0.9755096
3228,32.151894,298.1744,0.9460436
3229,37.542553,293.27823,0.87517595
3230,35.824566,291.86948,0.9913224
3231,35.957394,290.0109,0.9893677
3232,37.626644,287.9451,0.9715241
3233,37.973797,286.81863,0.94166577
3234,38.39636,287.08005,0.91959035
3235,35.440712,287.85593,0.9376487
3236,34.240047,285.84305,0.941123
3237,34.656376,284.27182,0.9545553
3238,35.506615,285.8941,0.9858139
3239,35.54977,286.07336,0.9842857
3240,36.709934,287.41916,0.9672444
3241,40.087284,288.54285,0.8992827
3242,46.65826,292.72528,0.24351522
3243,48.056213,287.32352,0.94102055
3244,49.664463,289.31747,1.0
3245,47.937527,288.60565,0.93980837
3246,48.33033,288.45084,0.9125341
3247,48.943497,289.21512,0.9863913
3248,50.367805,289.08426,1.0
3249,50.73429,287.99292,1.0
3250,52.81499,287.1641,0.9786997
3251,54.204742,287.46564,0.9529966
3252,54.425682,286.82785,0.9548689
3253,53.565994,286.76266,0.97324777
3254,52.17164,286.86768,0.9848659
3255,52.026268,286.6358,0.9883808
3256,51.05656,286.29898,0.9942777
3257,50.612686,286.22195,0.98867774
3258,51.014446,287.18445,0.97396266
3259,52.929356,288.65714,1.0
3260,53.678467,288.85733,1.0
3261,54.28969,290.3738,0.9964988
3262,57.196465,293.2223,1.0
3263,394.34576,19.181606,0.029319797
3264,393.5689,17.219433,0.040866986
3265,393.6309,17.600956,0.041989863
3266,60.836876,304.696,1.0
3267,61.01575,305.9557,1.0
3268,63.74463,309.29523,1.0
3269,63.46097,314.9405,0.9795742
3270,63.74613,320.139,0.9221891
3271,65.73392,324.6131,1.0
3272,65.91033,328.6081,0.9481671
3273,63.155796,335.85107,0.9684441
3274,60.36129,338.95255,1.0
3275,60.69457,339.17032,1.0
3276,60.547836,339.97397,1.0
3277,59.86576,341.58255,1.0
3278,59.607162,341.94418,1.0
3279,58.211094,341.6388,1.0
3280,57.045303,341.72452,1.0
3281,54.943653,341.39404,0.9953394
3282,52.40871,342.5994,0.9934872
3283,50.80684,344.09973,0.96750605
3284,50.323246,344.9537,0.9682645
3285,50.435085,345.8914,0.9586834
3286,50.194714,346.43472,0.9655042
3287,49.038235,346.91174,0.9630766
3288,48.40058,347.43918,0.9749665
3289,47.129185,347.79755,1.0
3290,46.90013,348.33038,1.0
3291,46.914883,348.7964,1.0
3292,47.030537,349.43805,1.0
3293,46.849873,349.46982,1.0
3294,45.69894,349.11536,1.0
3295,41.24603,347.03186,0.9000813
3296,30.926085,346.2782,0.9495889
3297,23.068405,346.7209,0.9161039
3298,19.449871,346.15128,0.9811888
3299,17.388077,342.72165,1.0
3300,17.482197,339.21402,1.0
3301,18.877953,334.0757,1.0
3302,19.057661,330.55392,0.96658945
3303,21.726383,328.7967,0.913326
3304,23.997051,330.74918,0.87748635
3305,23.262957,331.11002,0.92059493
3306,18.966743,330.47983,0.93488806
3307,16.671772,330.93872,0.8759535
3308,15.317682,328.17703,0.95908844
3309,17.551239,327.89597,0.711095
3310,17.48491,330.48264,0.9340625
3311,18.124453,331.06622,0.97216916
3312,18.878347,329.1645,0.9540032
3313,19.087587,328.58444,1.0
3314,17.916409,329.14142,0.8258283
3315,16.437939,328.2215,0.94107664
3316,15.427635,328.86115,0.9797194
3317,15.372915,329.18283,0.971491
3318,15.3186455,329.383,0.9714173
3319,17.144535,330.13873,0.9713843
3320,19.972462,330.42395,0.9427489
3321,20.378742,330.27396,0.9477587
3322,22.424082,331.15906,0.93976694
3323,23.583092,331.69495,0.92056036
3324,26.42417,329.59668,0.9680649
3325,27.606535,327.19345,0.97125685
3326,29.685673,326.1714,1.0
3327,31.532116,326.34067,1.0
3328,31.823555,325.6885,1.0
3329,32.215244,326.10257,1.0
3330,33.033703,326.46048,0.9722866
3331,34.48859,325.4724,1.0
3332,40.48074,324.81555,1.0
3333,42.898167,323.2414,1.0
3334,43.25715,322.72525,1.0
3335,42.156574,321.0937,1.0
3336,40.4928,318.48373,0.9471649
3337,37.902103,312.92197,0.8934659
3338,36.14186,310.23508,0.9110551
3339,36.054966,309.14114,1.0
3340,35.2275,307.26392,1.0
3341,33.885056,305.94254,1.0
3342,33.729935,304.1151,0.949778
3343,36.073338,305.43295,0.5865579
3344,388.71017,18.993324,0.029595645
3345,393.98608,18.096937,0.036953773
3346,401.0063,9.971373,0.07578274
3347,391.88992,7.508134,0.18617378
3348,388.58298,18.370825,0.038854327
3349,51.779694,309.0345,0.035773855
3350,394.1672,18.468403,0.041454207
3351,49.608486,305.24628,0.7663806
3352,47.388603,304.57236,0.9141663
3353,59.02975,309.49817,0.022427887
3354,394.45987,19.24042,0.03359449
3355,402.1797,10.541781,0.056631643
3356,394.42148,19.266815,0.02904266
3357,393.83176,18.468073,0.033075437
3358,394.21634,19.041035,0.025655909
3359,388.68118,19.178738,0.030798279
3360,388.8604,18.592327,0.03602315
3361,394.50183,19.387844,0.025249332
3362,393.5172,17.062748,0.054824922
3363,401.4299,10.604051,0.060699474
3364,393.84003,18.648708,0.031206708
3365,388.63168,19.054176,0.029019352
3366,393.94852,18.745403,0.031066712
3367,244.3607,85.16019,0.02475565
3368,393.7537,17.479673,0.049892493
3369,394.39044,19.343292,0.027162462
3370,390.64493,9.913443,0.08780226
3371,244.33536,84.89801,0.018096378
3372,388.6082,19.336105,0.025113769
3373,393.81192,18.01988,0.045278795
3374,394.63947,19.516731,0.025661327
3375,393.86465,18.156889,0.04198285
3376,244.11075,85.118004,0.021098007
3377,394.04248,18.530378,0.037070844
3378,388.32785,19.705416,0.021379367
3379,393.91473,17.05717,0.057730842
3380,400.86755,9.850772,0.092562765
3381,390.8169,9.364722,0.109057575
3382,393.94656,18.90324,0.029962037
3383,388.8353,18.11178,0.038539153
3384,401.54028,10.560659,0.05596695
3385,393.70026,18.100494,0.040742353
3386,393.67078,17.99513,0.039061643
3387,244.45404,84.8519,0.025168926
3388,59.351955,305.22058,1.0
3389,59.094807,305.37054,1.0
3390,59.040577,304.86017,0.88066316
3391,59.032265,305.87573,1.0
3392,58.520695,305.86383,1.0
3393,60.09349,308.69772,1.0
3394,60.889004,316.04398,1.0
3395,62.404835,319.21732,0.9853812
3396,62.888264,321.8008,1.0
3397,63.2306,324.378,1.0
3398,64.08395,325.72287,1.0
3399,63.833004,327.1856,0.844236
3400,400.71057,9.918398,0.07476081
3401,76.08572,326.42468,0.86586285
3402,77.43567,323.1895,1.0
3403,79.25137,319.06183,0.9467279
3404,80.61391,319.21008,0.9343002
3405,401.65073,10.77765,0.052538127
3406,86.17982,319.20572,0.8424253
3407,88.07776,319.8319,0.6977965
3408,89.97234,320.10757,0.7519562
3409,89.65431,322.48657,1.0
3410,91.39979,322.11496,1.0
3411,97.56119,315.02713,0.91449773
3412,98.47725,308.07437,1.0
3413,100.88649,305.24576,0.9998988
3414,394.2675,19.194296,0.02463779
3415,393.75217,18.338438,0.038685877
3416,102.59126,304.79504,0.7970437
3417,101.282104,306.72714,0.87106216
3418,98.58217,308.97598,1.0
3419,95.59456,310.3415,1.0
3420,93.184555,312.53738,0.9844577
3421,91.32784,312.9614,0.9827774
3422,84.43738,312.56403,0.94623244
3423,79.67904,318.64185,0.98002326
3424,78.71066,321.07306,0.996849
3425,74.186,323.8629,1.0
3426,63.57612,322.99615,0.99405026
3427,60.135944,322.24188,1.0
3428,59.67605,318.39423,0.9988363
3429,61.961197,310.70108,1.0
3430,63.526375,311.66785,0.9786036
3431,63.362434,312.02304,0.9465789
3432,66.09263,311.93124,0.9483044
3433,70.68314,311.6901,0.9436078
3434,72.77383,317.7182,0.93669987
3435,76.255104,320.09503,1.0
3436,78.72448,319.08575,0.99023116
3437,78.04645,318.74347,0.98119175
3438,78.09649,319.53094,0.97946966
3439,77.80419,319.11685,0.98821676
3440,72.73748,319.37836,0.92594844
3441,65.17695,319.13815,0.9564914
3442,62.39346,318.82608,0.9966126
3443,58.981705,318.7184,0.99552065
3444,54.049507,318.0823,0.9414946
3445,51.26068,318.12936,0.98769295
3446,49.941425,317.7173,0.9828448
3447,48.22305,318.3482,0.99085784
3448,47.276375,313.04602,0.9890686
3449,47.98946,308.1377,1.0
3450,47.577496,306.67026,0.53515804
3451,47.732258,305.46582,0.9816722
3452,47.73871,305.35446,0.91983485
3453,44.81221,309.301,0.08307342
3454,47.38959,304.78308,0.98750484
3455,46.83735,307.18665,1.0
3456,46.584423,310.46136,1.0
3457,47.186115,310.08954,1.0
3458,48.152637,306.42575,1.0
3459,48.130478,305.87143,0.81922174
3460,47.62159,305.71002,1.0
3461,47.472107,305.51712,1.0
3462,393.60767,17.472319,0.041171107
3463,49.598614,291.9324,1.0
3464,48.626972,288.96478,0.9821342
3465,236.53697,84.55208,0.025164176
3466,401.4039,10.25861,0.063022144
3467,43.864746,286.1035,0.9877452
3468,39.59982,285.0919,0.9129156
3469,38.108532,281.33112,0.91243565
3470,38.477898,280.5343,0.9094929
3471,35.758884,280.93735,0.92160785
3472,34.65369,278.34116,0.9843098
3473,35.648987,273.56262,1.0
3474,38.463413,271.4139,0.94690406
3475,38.697773,271.1476,0.94021416
3476,36.69749,269.04486,0.958792
3477,39.231575,264.6938,0.8775686
3478,41.974403,262.99527,0.98643994
3479,43.23048,261.01517,1.0
3480,44.283833,259.3184,1.0
3481,44.11199,260.03067,1.0
3482,41.561295,259.37946,1.0
3483,40.01842,259.27493,0.9889723
3484,38.14102,257.76428,0.98713905
3485,36.359978,257.61874,0.9839653
3486,33.22151,257.99695,0.84906197
3487,31.1173,255.80186,0.99652296
3488,30.151455,253.78383,1.0
3489,29.964827,248.35239,1.0
3490,31.059254,241.3844,1.0
3491,32.78049,238.57321,0.9752091
3492,39.406483,236.39975,0.9100069
3493,43.41055,233.34808,0.9532404
3494,40.40943,230.56819,0.9238224
3495,36.71756,228.29384,0.9698858
3496,41.01534,226.29848,1.0
3497,45.149483,222.77272,1.0
3498,45.495895,218.59865,0.9850761
3499,44.912296,215.45392,0.98224616
3500,45.039185,214.30171,0.9762832
3501,43.18128,211.3017,0.98546004
3502,33.466705,207.16809,0.91252565
3503,32.90537,202.5811,0.94951147
3504,33.544327,197.49335,0.9199461
3505,32.0674,193.19243,0.96183777
3506,31.126987,191.1411,1.0
3507,31.053188,189.74307,1.0
3508,31.095556,188.49065,1.0
3509,31.365978,187.04218,0.98691785
3510,32.23945,186.34154,0.9462013
3511,37.054707,183.85742,0.77622
3512,41.448128,180.88687,0.93494153
3513,42.457542,177.75319,1.0
3514,45.39241,176.40486,1.0
3515,46.921722,174.84033,0.9749456
3516,47.22599,172.71837,0.98886704
3517,45.353737,169.66467,0.94726264
3518,46.103928,168.64583,0.88216436
3519,46.98957,166.90251,0.9472053
3520,50.93813,165.64279,0.98582625
3521,56.609978,164.7189,1.0
3522,58.834656,162.16765,1.0
3523,59.63978,161.50499,1.0
3524,60.592052,159.75644,1.0
3525,61.910316,158.46162,0.95428926
3526,62.91274,155.6605,1.0
3527,63.424404,154.14703,0.9648031
3528,63.645798,154.39134,0.9615017
3529,63.541054,155.93835,1.0
3530,63.1582,157.27397,1.0
3531,63.354973,157.25186,1.0
3532,63.02104,156.68042,1.0
3533,61.506683,153.03868,0.9733615
3534,60.178528,150.0136,1.0
3535,58.418674,147.16039,1.0
3536,54.210052,143.87927,0.9808602
3537,55.42206,142.16359,0.9334047
3538,59.17695,140.63577,0.97478807
3539,62.34403,140.23924,1.0
3540,63.07956,138.05318,0.9567707
3541,63.23102,136.13283,0.9573382
3542,63.804733,135.14,0.9629604
3543,63.708828,132.95677,0.9979441
3544,63.97037,130.89328,0.9691946
3545,67.204124,131.72014,0.29496643
3546,63.66506,129.85626,0.9278284
3547,62.857006,130.8944,1.0
3548,60.512753,129.89398,1.0
3549,59.787537,128.61038,0.99511456
3550,54.069805,127.46953,0.93404555
3551,52.05832,126.152596,0.964118
3552,50.304604,122.68607,0.9485732
3553,47.780586,119.416176,0.9499762
3554,48.00241,118.10065,0.99762094
3555,45.02169,115.25686,1.0
3556,44.814278,113.1474,1.0
3557,45.134666,111.13072,0.98504305
3558,43.260662,108.67426,0.94431454
3559,41.510136,104.734146,0.9326979
3560,45.214478,101.6027,1.0
3561,48.20551,98.53652,0.99169505
3562,49.635403,98.26385,0.8764075
3563,56.922348,98.959496,1.0
3564,58.33018,98.70219,0.9923636
3565,59.102642,97.42659,1.0
3566,62.104115,96.41973,0.987332
3567,62.50063,95.66571,0.9699079
3568,63.44808,95.676796,0.9210017
3569,63.436886,94.375916,0.9119737
3570,63.28712,94.282684,0.93547815
3571,62.738888,94.266464,0.98595244
3572,61.307693,91.9639,1.0
3573,59.74725,89.85433,0.9370559
3574,56.34764,89.33914,0.89241064
3575,400.80896,9.462202,0.07886373
3576,388.36673,19.396706,0.027852578
3577,393.517,17.295315,0.043335605
3578,393.64594,17.978043,0.041699078
3579,391.11252,8.567976,0.13998345
3580,393.75223,18.345173,0.029737595
3581,401.62662,10.308459,0.07035028
3582,394.1234,18.278557,0.03971542
3583,390.0458,9.715499,0.05304164
3584,36.77561,73.59342,0.2653465
3585,36.063274,70.47562,0.96538734
3586,34.27468,67.11027,1.0
3587,35.839657,62.425106,0.96618557
3588,40.51422,56.161476,0.9075625
3589,41.758266,52.944836,1.0
3590,41.673023,51.47902,1.0
3591,40.9573,49.10937,0.8884883
3592,42.414017,46.357613,0.9373796
3593,43.068123,45.12228,0.9418135
3594,45.32424,46.144234,0.97441053
3595,47.3054,47.02046,0.9746235
3596,53.843277,48.67473,0.9538139
3597,61.36401,52.245598,1.0
3598,64.00572,54.55299,0.95568776
3599,63.782764,55.66132,0.9457476
3600,65.03704,55.85775,0.92779773
3601,67.75261,57.52179,0.94497895
3602,70.3188,62.311417,0.9288844
3603,70.75601,62.986988,0.93540215
3604,72.9927,65.490814,0.9982779
3605,76.0668,66.10881,1.0
3606,77.79262,64.62264,1.0
3607,78.7333,62.65135,0.97568953
3608,79.5223,62.434715,1.0
3609,82.58036,57.529835,0.9433733
3610,85.99552,56.234043,0.9013547
3611,89.36427,57.669872,0.8902832
3612,91.9633,61.720963,0.983262
3613,90.63049,65.78349,1.0
3614,91.90696,70.81562,0.9830997
3615,92.6378,74.439125,0.8915215
3616,393.58594,17.858154,0.038210448
3617,394.19913,19.194197,0.02782872
3618,94.17395,74.34297,0.8933239
3619,94.04654,74.313934,0.758905
3620,394.0391,18.253965,0.045447532
3621,391.40088,8.801714,0.13755718
3622,401.70932,10.242102,0.06758515
3623,393.64935,17.228249,0.051352702
3624,393.97287,18.922474,0.030178938
3625,243.97209,76.31453,0.055087302
3626,394.15256,18.957052,0.026306525
3627,388.64563,18.857382,0.026830632
3628,80.027695,74.26941,0.83238053
3629,79.86423,72.52246,0.9452751
3630,77.3853,71.42222,0.9837334
3631,76.318855,69.93274,1.0
3632,76.86824,66.53373,1.0
3633,76.88256,67.14813,1.0
3634,76.01198,66.1113,1.0
3635,75.96283,64.93071,1.0
3636,72.936356,65.11377,0.9641851
3637,69.72064,64.67096,0.9694676
3638,66.03955,67.360825,1.0
3639,63.647625,71.42516,0.935223
3640,63.912853,72.87228,0.9404259
3641,64.17451,73.12394,0.9397291
3642,63.76762,71.01548,0.9455938
3643,64.071815,69.62685,0.9910921
3644,62.22796,70.91793,0.984022
3645,393.69995,17.234236,0.053509496
3646,56.840443,74.94181,0.33024028
3647,54.178566,75.90695,0.09060881
3648,394.3208,19.25611,0.028153151
3649,393.76743,17.901491,0.04755898
3650,394.02298,18.758076,0.030232739
3651,401.61887,10.117893,0.07855932
3652,53.95607,72.720245,0.8165884
3653,400.54822,9.537384,0.10214752
3654,390.81143,9.576448,0.118407175
3655,400.9634,9.61935,0.10109964
3656,393.73657,18.347328,0.036665764
3657,401.3047,10.356721,0.064830154
3658,394.29062,19.07271,0.0336204
3659,393.76404,18.078472,0.047714416
3660,394.1516,18.468067,0.036653455
3661,388.27545,19.668242,0.020694243
3662,394.11655,18.961668,0.026383948
3663,393.99115,18.54477,0.03426722
3664,393.77237,18.224472,0.035415385
3665,394.46478,19.48765,0.024328075
3666,401.76248,10.364582,0.05664192
3667,388.78708,19.090124,0.032197077
3668,67.86823,68.900764,0.0376874
3669,393.94138,18.48914,0.03304718
3670,393.3574,17.198704,0.04897965
3671,388.7924,18.499788,0.040212832
3672,244.37189,85.105545,0.0219732
3673,393.7982,17.412243,0.043469373
3674,401.56235,10.431382,0.05441903
3675,388.7477,19.022242,0.03022018
3676,244.24954,85.160835,0.023514472
3677,393.91833,18.589481,0.037805125
3678,394.11075,18.89826,0.026520677
3679,401.6327,10.526838,0.056424808
3680,401.83624,10.192935,0.07528709
3681,243.92456,76.25371,0.03884716
3682,393.7025,16.898401,0.049376648
3683,390.46072,9.52841,0.091152385
3684,52.906918,74.0941,0.31825975
3685,50.9309,69.15076,1.0
3686,50.78402,67.21977,1.0
3687,49.05624,70.407265,0.9367937
3688,393.92715,18.31538,0.040295746
3689,388.75735,19.1494,0.03499085
3690,46.177197,72.54786,0.75981486
3691,46.22307,71.48055,0.9619497
3692,45.893364,72.73449,0.7233512
3693,46.016605,71.37719,0.94896483
3694,46.758495,71.04075,0.95396054
3695,393.8788,17.751446,0.05894198
3696,393.87616,17.984344,0.032790482
3697,390.87994,9.19639,0.11814165
3698,401.13168,10.478579,0.07193254
3699,59.039017,90.8415,0.7246921
3700,60.38958,94.35867,0.9955884
3701,58.159164,96.71763,0.9921931
3702,54.2089,96.8263,0.95866275
3703,50.48977,101.507195,0.96223783
3704,49.425198,104.657005,0.92778504
3705,48.173996,106.9916,0.97080606
3706,47.190575,108.85129,1.0
3707,44.787872,108.67501,1.0
3708,42.047653,105.17027,0.93706894
3709,38.106106,104.869835,0.8815283
3710,32.056206,105.04867,0.9278121
3711,30.120554,108.951614,1.0
3712,25.774038,111.851814,0.9992792
3713,24.990332,115.28428,1.0
3714,25.17452,119.95263,0.9386247
3715,27.212019,123.403046,0.9665074
3716,28.013077,124.21847,1.0
3717,27.354645,122.26948,0.9585799
3718,24.898993,118.67479,1.0
3719,25.219883,113.30462,0.921463
3720,27.318659,110.951225,0.99316317
3721,30.327105,107.29534,0.99136347
3722,30.04885,101.53093,1.0
3723,28.879223,99.95601,1.0
3724,32.151775,100.19037,0.98997915
3725,38.23074,97.35927,0.97517556
3726,37.4584,95.52683,0.8850367
3727,37.811325,96.22681,0.92799664
3728,41.33864,95.94481,0.89756566
3729,38.93661,88.877686,0.78529644
3730,33.891422,84.3839,0.9774314
3731,32.185852,82.504906,0.928444
3732,31.879162,81.42986,0.92980754
3733,31.382195,80.75292,0.9577031
3734,30.72136,82.64885,1.0
3735,30.296368,86.2827,1.0
3736,29.573317,93.19513,0.9988051
3737,30.647232,108.458664,0.98224443
3738,36.208755,113.30389,0.9568391
3739,37.037548,114.74266,0.9738474
3740,34.322647,117.00594,1.0
3741,36.512447,118.306206,0.9254309
3742,36.02867,119.15335,0.9291303
3743,34.037758,120.175896,0.9518902
3744,35.638844,120.77399,0.92189837
3745,36.56092,121.96926,0.8815408
3746,38.948986,125.205986,0.91168445
3747,40.482704,128.06686,0.92537296
3748,40.953785,128.31354,0.9477464
3749,41.575783,129.10599,0.990017
3750,42.49794,130.62537,1.0
3751,45.632526,131.98763,1.0
3752,48.24903,131.89314,0.9873722
3753,49.46361,133.27634,1.0
3754,50.274845,134.11952,1.0
3755,52.310375,135.65553,0.96509206
3756,56.399086,139.51717,0.9077052
3757,59.266335,141.83423,0.9883575
3758,60.861366,143.35654,1.0
3759,61.574707,143.43613,1.0
